order_id,customer_id,user_id,created_at,status,gross_amount,discount_amount,tax_amount,shipping_amount,total_amount,net_amount,currency,completed_at
925,251,615,2025-08-28,pending,45.33,0.0,3.63,2.94,51.9,45.33,USD,2025-08-29 09:00:00
926,63,28,2025-09-26,completed,61.2,0.0,4.9,12.08,78.18,61.2,USD,2025-09-26 04:00:00
927,418,759,2025-12-04,completed,140.81,0.0,11.26,0.56,152.63,140.81,USD,2025-12-06 08:00:00
928,415,676,2026-01-14,completed,40.0,3.27,2.94,2.26,41.93,36.73,USD,2026-01-15 08:00:00
929,402,437,2025-08-07,refunded,266.15,0.0,21.29,0.19,287.63,0.0,USD,2025-08-07 04:00:00
930,232,24,2025-04-02,completed,120.14,26.82,7.47,8.33,109.12,93.32,USD,2025-04-03 01:00:00
931,83,348,2026-06-30,completed,164.29,0.0,13.14,9.0,186.43,164.29,USD,2026-07-02 05:00:00
932,246,130,2025-07-02,completed,168.68,0.0,13.49,7.97,190.14,168.68,USD,2025-07-03 08:00:00
933,256,293,2025-04-09,completed,138.2,0.0,11.06,6.21,155.47,138.2,USD,2025-04-10 03:00:00
934,160,253,2025-06-02,completed,99.41,0.0,7.95,7.94,115.3,99.41,USD,2025-06-02 03:00:00
935,189,571,2026-06-12,completed,257.68,3.75,20.31,2.91,277.15,253.93,USD,2026-06-12 04:00:00
936,24,591,2025-04-12,completed,118.21,23.39,7.59,12.39,114.8,94.82,USD,2025-04-12 21:00:00
937,262,139,2026-02-28,completed,167.09,0.0,13.37,14.71,195.17,167.09,USD,2026-02-28 19:00:00
938,97,720,2025-09-09,completed,231.39,0.0,18.51,8.11,258.01,231.39,USD,2025-09-10 22:00:00
939,421,537,2026-01-04,completed,375.77,0.0,30.06,5.62,411.45,375.77,USD,2026-01-05 09:00:00
940,381,534,2026-03-17,completed,356.86,39.78,25.37,11.88,354.33,317.08,USD,2026-03-17 09:00:00
941,302,621,2025-05-15,completed,126.35,28.6,7.82,2.9,108.47,97.75,USD,2025-05-16 22:00:00
942,113,583,2025-08-29,cancelled,95.35,18.79,6.12,4.81,87.49,76.56,USD,2025-08-31 21:00:00
943,334,632,2026-04-26,completed,425.32,0.0,34.03,14.1,473.45,425.32,USD,2026-04-28 13:00:00
944,497,232,2026-08-20,completed,117.71,0.0,9.42,2.79,129.92,117.71,USD,2026-08-22 23:00:00
945,316,550,2026-06-02,completed,250.79,61.07,15.18,1.68,206.58,189.72,USD,2026-06-03 10:00:00
946,394,781,2025-07-03,pending,37.93,0.0,3.03,8.2,49.16,37.93,USD,2025-07-04 01:00:00
947,451,604,2025-05-25,completed,24.24,1.38,1.83,8.81,33.5,22.86,USD,2025-05-25 04:00:00
948,425,327,2026-07-30,completed,188.73,18.38,13.63,8.96,192.94,170.35,USD,2026-08-01 01:00:00
949,82,506,2026-02-21,completed,151.17,28.42,9.82,2.47,135.04,122.75,USD,2026-02-22 07:00:00
950,437,731,2025-04-28,completed,294.72,11.57,22.65,10.82,316.62,283.15,USD,2025-04-29 21:00:00
951,383,525,2026-01-28,completed,100.34,0.0,8.03,3.63,112.0,100.34,USD,2026-01-28 21:00:00
952,360,624,2025-07-14,refunded,219.66,11.27,16.67,14.22,239.28,0.0,USD,2025-07-14 12:00:00
953,114,712,2025-04-06,pending,284.42,0.0,22.75,3.42,310.59,284.42,USD,2025-04-08 01:00:00
954,234,294,2025-04-10,completed,103.55,12.52,7.28,0.26,98.57,91.03,USD,2025-04-11 03:00:00
955,452,269,2025-08-18,completed,140.69,0.0,11.26,8.52,160.47,140.69,USD,2025-08-19 14:00:00
956,459,275,2025-05-25,cancelled,72.03,17.26,4.38,3.04,62.19,54.77,USD,2025-05-27 22:00:00
957,58,296,2026-04-22,cancelled,301.71,31.84,21.59,9.43,300.89,269.87,USD,2026-04-22 20:00:00
958,214,544,2025-04-06,completed,259.91,45.26,17.17,3.44,235.26,214.65,USD,2025-04-06 09:00:00
959,304,389,2025-04-24,completed,272.97,0.0,21.84,6.42,301.23,272.97,USD,2025-04-26 03:00:00
960,48,753,2026-01-15,pending,150.72,0.0,12.06,2.69,165.47,150.72,USD,2026-01-16 17:00:00
961,124,550,2025-09-21,completed,256.94,52.67,16.34,6.43,227.04,204.27,USD,2025-09-22 04:00:00
962,299,538,2025-05-02,completed,160.6,11.85,11.9,2.05,162.7,148.75,USD,2025-05-03 19:00:00
963,329,761,2025-02-11,completed,471.74,0.0,37.74,5.07,514.55,471.74,USD,2025-02-13 18:00:00
964,53,686,2025-02-21,completed,178.23,19.21,12.72,2.98,174.72,159.02,USD,2025-02-21 12:00:00
965,212,27,2025-06-26,completed,343.64,14.6,26.32,12.24,367.6,329.04,USD,2025-06-28 08:00:00
966,328,774,2025-06-11,completed,151.33,30.97,9.63,10.94,140.93,120.36,USD,2025-06-12 14:00:00
967,496,706,2025-12-19,pending,409.84,26.75,30.65,2.5,416.24,383.09,USD,2025-12-21 09:00:00
968,499,265,2026-02-16,completed,95.15,22.45,5.82,1.24,79.76,72.7,USD,2026-02-18 18:00:00
969,156,189,2025-04-11,pending,238.78,58.01,14.46,0.39,195.62,180.77,USD,2025-04-11 11:00:00
970,338,431,2025-09-18,pending,110.48,0.0,8.84,3.4,122.72,110.48,USD,2025-09-18 08:00:00
971,277,800,2025-10-11,refunded,213.22,31.96,14.5,7.2,202.96,0.0,USD,2025-10-11 00:00:00
972,106,488,2025-04-05,completed,118.15,0.0,9.45,6.0,133.6,118.15,USD,2025-04-05 13:00:00
973,254,464,2025-10-24,cancelled,177.73,35.87,11.35,14.57,167.78,141.86,USD,2025-10-25 00:00:00
974,69,174,2025-02-08,completed,131.47,23.06,8.67,11.88,128.96,108.41,USD,2025-02-08 18:00:00
975,61,719,2025-07-09,completed,277.78,67.86,16.79,1.17,227.88,209.92,USD,2025-07-11 11:00:00
976,179,639,2026-03-19,pending,245.54,0.0,19.64,2.38,267.56,245.54,USD,2026-03-21 06:00:00
977,131,46,2025-05-29,completed,107.48,0.0,8.6,0.4,116.48,107.48,USD,2025-05-30 01:00:00
978,73,210,2026-03-04,pending,105.11,0.0,8.41,2.07,115.59,105.11,USD,2026-03-05 17:00:00
979,26,706,2025-03-06,completed,88.68,18.58,5.61,7.94,83.65,70.1,USD,2025-03-06 22:00:00
980,285,566,2025-10-08,completed,75.05,4.16,5.67,1.15,77.71,70.89,USD,2025-10-09 12:00:00
981,3,323,2026-07-02,completed,290.24,0.0,23.22,0.9,314.36,290.24,USD,2026-07-02 20:00:00
982,392,420,2025-11-17,completed,84.66,0.0,6.77,1.77,93.2,84.66,USD,2025-11-19 09:00:00
983,37,101,2026-05-11,completed,225.57,31.46,15.53,10.04,219.68,194.11,USD,2026-05-11 16:00:00
984,330,670,2025-05-26,cancelled,123.15,0.0,9.85,0.29,133.29,123.15,USD,2025-05-28 22:00:00
985,75,505,2025-04-23,completed,337.23,0.0,26.98,14.54,378.75,337.23,USD,2025-04-25 19:00:00
986,309,410,2025-10-22,completed,544.47,0.0,43.56,5.71,593.74,544.47,USD,2025-10-22 14:00:00
987,72,490,2025-05-31,completed,6.59,0.45,0.49,5.05,11.68,6.14,USD,2025-06-01 17:00:00
988,218,470,2026-03-19,completed,94.2,10.71,6.68,7.12,97.29,83.49,USD,2026-03-21 10:00:00
989,330,348,2025-08-02,completed,121.63,7.55,9.13,7.77,130.98,114.08,USD,2025-08-04 12:00:00
990,87,145,2026-04-14,completed,154.53,0.0,12.36,6.3,173.19,154.53,USD,2026-04-15 02:00:00
991,67,385,2025-01-22,completed,147.7,0.0,11.82,7.29,166.81,147.7,USD,2025-01-23 15:00:00
992,319,647,2025-07-26,pending,60.43,10.74,3.98,5.1,58.77,49.69,USD,2025-07-26 10:00:00
993,321,43,2025-05-28,completed,551.47,93.36,36.65,4.83,499.59,458.11,USD,2025-05-28 18:00:00
994,210,322,2026-02-17,completed,151.67,0.0,12.13,0.41,164.21,151.67,USD,2026-02-17 18:00:00
995,62,657,2025-05-06,completed,244.81,2.4,19.39,10.08,271.88,242.41,USD,2025-05-06 20:00:00
996,153,464,2025-10-23,completed,249.88,52.02,15.83,9.26,222.95,197.86,USD,2025-10-24 04:00:00
997,109,20,2025-08-07,pending,48.81,10.64,3.05,10.03,51.25,38.17,USD,2025-08-09 01:00:00
998,330,677,2026-03-25,completed,137.13,0.0,10.97,14.12,162.22,137.13,USD,2026-03-27 16:00:00
999,151,43,2025-08-13,completed,290.23,0.0,23.22,7.1,320.55,290.23,USD,2025-08-14 17:00:00
1000,190,384,2026-02-24,refunded,426.64,0.0,34.13,13.23,474.0,0.0,USD,2026-02-25 10:00:00
1001,131,92,2025-02-24,completed,139.29,31.14,8.65,6.66,123.46,108.15,USD,2025-02-26 02:00:00
1002,85,220,2026-04-01,completed,57.48,6.44,4.08,7.16,62.28,51.04,USD,2026-04-02 20:00:00
1003,406,315,2026-01-23,refunded,113.88,0.0,9.11,9.49,132.48,0.0,USD,2026-01-24 08:00:00
1004,242,213,2025-04-11,pending,134.87,0.0,10.79,3.24,148.9,134.87,USD,2025-04-11 02:00:00
1005,286,701,2025-03-08,completed,131.11,0.0,10.49,3.26,144.86,131.11,USD,2025-03-09 15:00:00
1006,145,454,2025-07-15,completed,88.76,9.23,6.36,7.65,93.54,79.53,USD,2025-07-15 04:00:00
1007,44,290,2026-08-23,completed,52.06,4.92,3.77,1.03,51.94,47.14,USD,2026-08-24 19:00:00
1008,367,233,2025-06-10,completed,71.44,0.0,5.72,3.55,80.71,71.44,USD,2025-06-12 19:00:00
1009,362,399,2025-10-16,completed,114.65,10.52,8.33,11.9,124.36,104.13,USD,2025-10-18 09:00:00
1010,24,271,2025-09-29,completed,287.06,0.0,22.96,6.96,316.98,287.06,USD,2025-10-01 12:00:00
1011,444,646,2025-06-29,completed,361.03,63.32,23.82,0.4,321.93,297.71,USD,2025-06-30 09:00:00
1012,427,188,2025-10-10,completed,191.69,11.97,14.38,0.91,195.01,179.72,USD,2025-10-11 11:00:00
1013,425,552,2025-04-17,completed,73.19,0.0,5.86,13.79,92.84,73.19,USD,2025-04-18 13:00:00
1014,231,358,2026-02-10,completed,119.73,11.36,8.67,14.35,131.39,108.37,USD,2026-02-10 14:00:00
1015,347,212,2025-04-08,completed,25.52,3.56,1.76,9.62,33.34,21.96,USD,2025-04-10 22:00:00
1016,8,373,2025-12-12,completed,431.87,39.99,31.35,2.77,426.0,391.88,USD,2025-12-12 02:00:00
1017,300,96,2025-07-13,completed,105.83,13.8,7.36,5.52,104.91,92.03,USD,2025-07-15 23:00:00
1018,67,421,2025-12-18,completed,231.12,0.0,18.49,4.58,254.19,231.12,USD,2025-12-20 22:00:00
1019,455,574,2025-11-29,completed,344.82,63.03,22.54,11.78,316.11,281.79,USD,2025-12-01 19:00:00
1020,473,475,2026-01-20,completed,508.78,95.8,33.04,8.06,454.08,412.98,USD,2026-01-20 00:00:00
1021,76,13,2026-01-03,completed,308.08,0.0,24.65,11.69,344.42,308.08,USD,2026-01-05 20:00:00
1022,269,471,2025-06-15,completed,130.49,22.53,8.64,5.41,122.01,107.96,USD,2025-06-15 17:00:00
1023,297,21,2025-12-24,completed,252.42,0.0,20.19,13.04,285.65,252.42,USD,2025-12-24 18:00:00
1024,385,294,2025-05-18,completed,496.98,59.32,35.01,6.44,479.11,437.66,USD,2025-05-20 01:00:00
1025,245,508,2025-08-24,completed,105.04,0.0,8.4,6.26,119.7,105.04,USD,2025-08-25 04:00:00
1026,442,721,2025-05-11,completed,49.66,0.0,3.97,7.34,60.97,49.66,USD,2025-05-13 19:00:00
1027,173,782,2025-11-21,completed,89.33,0.0,7.15,8.88,105.36,89.33,USD,2025-11-22 11:00:00
1028,161,410,2026-04-19,completed,241.19,18.38,17.82,13.41,254.04,222.81,USD,2026-04-19 08:00:00
1029,365,171,2026-01-03,completed,133.02,28.11,8.39,6.87,120.17,104.91,USD,2026-01-03 17:00:00
1030,274,666,2025-03-01,pending,166.1,0.0,13.29,13.95,193.34,166.1,USD,2025-03-03 07:00:00
1031,41,285,2025-02-16,completed,268.94,0.0,21.52,5.91,296.37,268.94,USD,2025-02-17 17:00:00
1032,326,446,2025-07-11,completed,87.71,18.16,5.56,4.87,79.98,69.55,USD,2025-07-11 23:00:00
1033,140,159,2025-12-24,refunded,160.25,28.97,10.5,4.43,146.21,0.0,USD,2025-12-24 15:00:00
1034,421,297,2025-06-20,pending,118.14,0.0,9.45,0.32,127.91,118.14,USD,2025-06-22 00:00:00
1035,419,384,2026-08-28,completed,484.41,98.68,30.86,12.74,429.33,385.73,USD,2026-08-28 19:00:00
1036,211,591,2025-12-26,completed,301.79,0.0,24.14,1.19,327.12,301.79,USD,2025-12-26 06:00:00
1037,427,720,2026-06-27,completed,133.71,0.0,10.7,5.01,149.42,133.71,USD,2026-06-28 16:00:00
1038,476,142,2026-07-15,refunded,128.14,0.0,10.25,3.76,142.15,0.0,USD,2026-07-17 14:00:00
1039,365,448,2025-02-28,completed,519.39,55.86,37.08,11.17,511.78,463.53,USD,2025-02-28 22:00:00
1040,304,776,2026-06-18,completed,492.76,0.0,39.42,13.99,546.17,492.76,USD,2026-06-20 02:00:00
1041,467,14,2025-01-31,completed,240.11,18.22,17.75,12.25,251.89,221.89,USD,2025-02-01 08:00:00
1042,437,458,2025-03-05,completed,171.68,0.0,13.73,4.8,190.21,171.68,USD,2025-03-07 20:00:00
1043,240,615,2025-11-24,completed,61.43,14.6,3.75,6.84,57.42,46.83,USD,2025-11-25 19:00:00
1044,42,84,2025-11-24,completed,89.98,0.0,7.2,3.71,100.89,89.98,USD,2025-11-25 12:00:00
1045,301,535,2026-01-29,completed,57.33,0.0,4.59,13.86,75.78,57.33,USD,2026-01-29 16:00:00
1046,232,338,2025-01-23,completed,353.78,0.0,28.3,1.78,383.86,353.78,USD,2025-01-25 15:00:00
1047,183,481,2025-03-07,completed,62.29,0.0,4.98,14.28,81.55,62.29,USD,2025-03-07 03:00:00
1048,90,571,2026-04-26,completed,126.9,0.0,10.15,12.2,149.25,126.9,USD,2026-04-27 14:00:00
1049,359,116,2025-12-25,pending,31.13,0.96,2.41,10.67,43.25,30.17,USD,2025-12-25 19:00:00
1050,456,55,2025-08-16,completed,45.1,1.19,3.51,11.61,59.03,43.91,USD,2025-08-17 12:00:00
1051,299,254,2025-04-21,completed,277.17,10.6,21.33,5.09,292.99,266.57,USD,2025-04-23 22:00:00
1052,118,210,2025-05-11,completed,215.64,0.0,17.25,4.44,237.33,215.64,USD,2025-05-11 06:00:00
1053,1,231,2025-07-06,completed,176.14,33.19,11.44,5.72,160.11,142.95,USD,2025-07-06 03:00:00
1054,357,740,2025-10-21,completed,128.69,0.0,10.3,2.72,141.71,128.69,USD,2025-10-23 10:00:00
1055,79,550,2026-05-10,completed,39.66,4.33,2.83,11.2,49.36,35.33,USD,2026-05-12 02:00:00
1056,32,285,2025-09-22,completed,115.89,17.34,7.88,7.13,113.56,98.55,USD,2025-09-23 05:00:00
1057,99,485,2025-09-23,completed,153.3,0.0,12.26,13.29,178.85,153.3,USD,2025-09-23 16:00:00
1058,101,128,2026-07-27,refunded,264.75,0.0,21.18,13.18,299.11,0.0,USD,2026-07-28 19:00:00
1059,170,147,2025-02-26,completed,341.21,55.08,22.89,2.34,311.36,286.13,USD,2025-02-26 18:00:00
1060,160,79,2025-01-21,refunded,282.96,0.0,22.64,3.28,308.88,0.0,USD,2025-01-22 22:00:00
1061,99,342,2026-08-26,cancelled,214.75,38.62,14.09,6.16,196.38,176.13,USD,2026-08-27 05:00:00
1062,391,496,2026-07-31,completed,174.22,30.06,11.53,1.78,157.47,144.16,USD,2026-08-02 07:00:00
1063,414,407,2025-09-02,completed,200.32,0.0,16.03,10.34,226.69,200.32,USD,2025-09-03 23:00:00
1064,126,447,2025-05-23,completed,109.95,0.0,8.8,11.06,129.81,109.95,USD,2025-05-24 17:00:00
1065,185,131,2025-03-16,refunded,185.02,0.0,14.8,10.82,210.64,0.0,USD,2025-03-16 07:00:00
1066,409,519,2025-03-30,completed,152.66,15.07,11.01,7.05,155.65,137.59,USD,2025-03-31 20:00:00
1067,477,443,2026-06-26,completed,653.0,0.0,52.24,12.65,717.89,653.0,USD,2026-06-28 02:00:00
1068,395,767,2026-03-27,completed,203.87,0.0,16.31,9.09,229.27,203.87,USD,2026-03-28 13:00:00
1069,277,198,2026-05-28,completed,23.23,0.0,1.86,14.9,39.99,23.23,USD,2026-05-29 18:00:00
1070,497,49,2025-11-14,completed,123.53,17.89,8.45,12.23,126.32,105.64,USD,2025-11-15 20:00:00
1071,364,365,2026-02-04,completed,140.55,17.56,9.84,10.83,143.66,122.99,USD,2026-02-04 16:00:00
1072,339,159,2026-06-28,completed,308.49,8.33,24.01,1.85,326.02,300.16,USD,2026-06-29 07:00:00
1073,15,140,2025-08-06,completed,222.09,18.88,16.26,12.49,231.96,203.21,USD,2025-08-06 09:00:00
1074,319,188,2025-11-26,completed,214.46,20.17,15.54,4.58,214.41,194.29,USD,2025-11-28 07:00:00
1075,144,544,2025-06-24,pending,401.92,71.03,26.47,6.28,363.64,330.89,USD,2025-06-24 10:00:00
1076,301,342,2025-11-03,completed,494.22,0.0,39.54,6.94,540.7,494.22,USD,2025-11-05 10:00:00
1077,287,700,2025-05-09,completed,276.89,0.0,22.15,4.97,304.01,276.89,USD,2025-05-10 21:00:00
1078,55,97,2025-05-06,completed,130.84,2.76,10.25,1.63,139.96,128.08,USD,2025-05-07 13:00:00
1079,231,746,2025-08-05,completed,133.83,0.0,10.71,2.99,147.53,133.83,USD,2025-08-06 12:00:00
1080,257,328,2026-07-31,completed,369.23,0.0,29.54,12.05,410.82,369.23,USD,2026-07-31 10:00:00
1081,24,428,2025-06-14,completed,133.53,16.51,9.36,9.78,136.16,117.02,USD,2025-06-15 22:00:00
1082,426,653,2026-02-08,cancelled,165.85,23.81,11.36,14.14,167.54,142.04,USD,2026-02-09 02:00:00
1083,469,394,2025-12-13,cancelled,121.51,0.0,9.72,12.32,143.55,121.51,USD,2025-12-15 08:00:00
1084,11,131,2026-01-01,completed,72.1,0.0,5.77,6.03,83.9,72.1,USD,2026-01-03 12:00:00
1085,61,193,2025-03-21,completed,621.24,0.0,49.7,11.79,682.73,621.24,USD,2025-03-23 18:00:00
1086,64,734,2026-04-25,completed,166.67,0.0,13.33,8.65,188.65,166.67,USD,2026-04-27 18:00:00
1087,221,56,2026-04-22,refunded,438.92,0.0,35.11,4.29,478.32,0.0,USD,2026-04-24 06:00:00
1088,301,730,2025-03-03,completed,134.89,0.0,10.79,14.63,160.31,134.89,USD,2025-03-03 19:00:00
1089,121,541,2025-08-28,completed,105.78,24.46,6.51,13.93,101.76,81.32,USD,2025-08-28 19:00:00
1090,424,411,2026-06-10,completed,261.46,0.0,20.92,1.68,284.06,261.46,USD,2026-06-12 19:00:00
1091,156,253,2025-05-25,completed,340.26,0.0,27.22,12.59,380.07,340.26,USD,2025-05-27 21:00:00
1092,154,689,2025-10-31,cancelled,354.57,21.42,26.65,1.17,360.97,333.15,USD,2025-10-31 19:00:00
1093,295,27,2026-05-18,completed,151.8,0.0,12.14,13.93,177.87,151.8,USD,2026-05-19 22:00:00
1094,436,570,2026-05-02,completed,279.81,0.0,22.38,9.36,311.55,279.81,USD,2026-05-04 18:00:00
1095,125,168,2025-08-23,completed,115.01,0.0,9.2,2.5,126.71,115.01,USD,2025-08-25 13:00:00
1096,169,286,2026-03-09,cancelled,183.35,14.7,13.49,12.26,194.4,168.65,USD,2026-03-11 19:00:00
1097,170,52,2026-07-20,completed,141.19,0.0,11.3,7.74,160.23,141.19,USD,2026-07-21 01:00:00
1098,233,450,2025-10-01,completed,125.64,0.0,10.05,0.89,136.58,125.64,USD,2025-10-02 12:00:00
1099,215,119,2026-08-15,completed,188.77,18.15,13.65,11.98,196.25,170.62,USD,2026-08-16 19:00:00
1100,477,94,2026-04-13,completed,70.47,12.28,4.66,11.83,74.68,58.19,USD,2026-04-15 20:00:00
1101,74,264,2026-01-29,completed,322.28,78.06,19.54,7.23,270.99,244.22,USD,2026-01-31 22:00:00
1102,209,397,2026-03-14,completed,126.03,13.84,8.98,10.97,132.14,112.19,USD,2026-03-15 15:00:00
1103,127,756,2025-04-24,pending,312.38,38.72,21.89,0.6,296.15,273.66,USD,2025-04-26 13:00:00
1104,300,664,2025-01-03,completed,83.64,0.0,6.69,4.77,95.1,83.64,USD,2025-01-04 03:00:00
1105,391,321,2026-05-18,completed,125.7,0.0,10.06,10.1,145.86,125.7,USD,2026-05-19 19:00:00
1106,468,469,2026-03-07,completed,70.27,0.0,5.62,3.46,79.35,70.27,USD,2026-03-09 10:00:00
1107,219,617,2026-07-24,refunded,68.0,0.0,5.44,6.76,80.2,0.0,USD,2026-07-26 15:00:00
1108,133,306,2025-11-05,completed,93.02,0.0,7.44,13.98,114.44,93.02,USD,2025-11-05 07:00:00
1109,482,615,2025-08-23,completed,84.72,0.0,6.78,12.4,103.9,84.72,USD,2025-08-23 05:00:00
1110,46,531,2026-05-25,completed,70.78,4.83,5.28,8.37,79.6,65.95,USD,2026-05-25 15:00:00
1111,66,563,2026-07-26,cancelled,174.58,20.78,12.3,8.65,174.75,153.8,USD,2026-07-26 07:00:00
1112,480,782,2026-05-07,completed,258.05,0.0,20.64,13.31,292.0,258.05,USD,2026-05-07 15:00:00
1113,444,302,2026-05-18,pending,267.1,0.0,21.37,12.95,301.42,267.1,USD,2026-05-20 20:00:00
1114,280,54,2025-04-14,completed,36.73,0.0,2.94,1.32,40.99,36.73,USD,2025-04-15 20:00:00
1115,165,430,2026-06-12,completed,140.52,0.0,11.24,6.98,158.74,140.52,USD,2026-06-12 06:00:00
1116,483,265,2025-01-14,completed,130.32,0.0,10.43,2.86,143.61,130.32,USD,2025-01-16 03:00:00
1117,480,48,2026-04-04,completed,406.52,0.0,32.52,1.25,440.29,406.52,USD,2026-04-06 19:00:00
1118,434,125,2025-04-30,completed,144.56,0.0,11.56,4.39,160.51,144.56,USD,2025-05-02 12:00:00
1119,386,427,2025-01-26,completed,164.32,37.04,10.18,9.16,146.62,127.28,USD,2025-01-28 13:00:00
1120,298,766,2026-03-26,completed,50.74,0.0,4.06,11.92,66.72,50.74,USD,2026-03-28 16:00:00
1121,186,271,2025-07-26,completed,91.05,19.69,5.71,13.69,90.76,71.36,USD,2025-07-28 06:00:00
1122,236,437,2026-06-13,pending,47.88,0.0,3.83,6.34,58.05,47.88,USD,2026-06-15 15:00:00
1123,272,142,2025-06-21,refunded,182.61,0.0,14.61,6.33,203.55,0.0,USD,2025-06-23 09:00:00
1124,241,104,2026-03-02,completed,414.8,0.0,33.18,2.3,450.28,414.8,USD,2026-03-04 01:00:00
1125,431,626,2026-01-26,completed,93.62,16.9,6.14,2.92,85.78,76.72,USD,2026-01-26 14:00:00
1126,84,490,2026-05-14,completed,145.42,0.0,11.63,1.54,158.59,145.42,USD,2026-05-16 17:00:00
1127,42,152,2026-06-07,completed,85.16,0.0,6.81,14.64,106.61,85.16,USD,2026-06-07 06:00:00
1128,227,401,2025-12-23,completed,108.03,26.32,6.54,1.91,90.16,81.71,USD,2025-12-23 19:00:00
1129,104,465,2025-07-30,completed,185.32,0.0,14.83,11.35,211.5,185.32,USD,2025-08-01 04:00:00
1130,411,48,2025-11-04,refunded,541.41,0.0,43.31,4.77,589.49,0.0,USD,2025-11-06 04:00:00
1131,425,241,2026-01-01,completed,401.79,50.85,28.08,8.06,387.08,350.94,USD,2026-01-03 15:00:00
1132,495,692,2026-08-13,completed,478.16,0.0,38.25,13.09,529.5,478.16,USD,2026-08-13 05:00:00
1133,194,291,2025-04-15,completed,314.2,50.55,21.09,14.04,298.78,263.65,USD,2025-04-17 08:00:00
1134,481,568,2025-02-18,completed,144.01,0.0,11.52,3.6,159.13,144.01,USD,2025-02-18 09:00:00
1135,51,485,2025-10-09,completed,129.79,18.45,8.91,13.67,133.92,111.34,USD,2025-10-10 19:00:00
1136,482,5,2025-09-13,completed,94.08,0.0,7.53,3.78,105.39,94.08,USD,2025-09-13 16:00:00
1137,124,759,2026-07-01,completed,12.93,1.18,0.94,12.07,24.76,11.75,USD,2026-07-02 16:00:00
1138,10,768,2025-06-18,completed,142.32,32.51,8.78,0.23,118.82,109.81,USD,2025-06-18 07:00:00
1139,413,535,2025-04-01,completed,418.57,67.84,28.06,8.03,386.82,350.73,USD,2025-04-01 02:00:00
1140,258,128,2025-03-16,pending,415.54,83.44,26.57,10.89,369.56,332.1,USD,2025-03-18 21:00:00
1141,207,676,2026-06-27,completed,668.83,45.65,49.85,12.58,685.61,623.18,USD,2026-06-28 12:00:00
1142,101,1,2026-01-03,completed,195.06,0.0,15.6,12.62,223.28,195.06,USD,2026-01-04 09:00:00
1143,208,408,2026-08-16,completed,61.38,0.0,4.91,4.48,70.77,61.38,USD,2026-08-17 04:00:00
1144,308,342,2025-06-09,refunded,246.77,0.0,19.74,12.8,279.31,0.0,USD,2025-06-11 17:00:00
1145,72,559,2025-02-19,completed,545.11,0.0,43.61,4.85,593.57,545.11,USD,2025-02-21 08:00:00
1146,473,113,2025-10-09,completed,453.83,0.0,36.31,3.51,493.65,453.83,USD,2025-10-10 10:00:00
1147,362,701,2025-04-15,completed,118.81,22.09,7.74,0.02,104.48,96.72,USD,2025-04-15 08:00:00
1148,439,457,2025-03-24,pending,66.6,14.18,4.19,3.54,60.15,52.42,USD,2025-03-26 02:00:00
1149,23,209,2026-06-20,completed,64.98,12.01,4.24,1.78,58.99,52.97,USD,2026-06-20 14:00:00
1150,434,250,2025-08-25,completed,98.95,0.0,7.92,10.12,116.99,98.95,USD,2025-08-25 23:00:00
1151,433,550,2025-02-12,completed,111.1,13.84,7.78,2.17,107.21,97.26,USD,2025-02-13 23:00:00
1152,183,149,2025-05-02,completed,136.15,21.25,9.19,8.78,132.87,114.9,USD,2025-05-04 20:00:00
1153,285,238,2025-08-11,completed,268.97,57.0,16.96,1.9,230.83,211.97,USD,2025-08-11 15:00:00
1154,251,789,2026-06-29,cancelled,132.68,23.28,8.75,10.57,128.72,109.4,USD,2026-06-29 02:00:00
1155,414,704,2026-01-23,completed,177.53,0.0,14.2,4.28,196.01,177.53,USD,2026-01-24 06:00:00
1156,141,267,2025-11-14,pending,44.79,0.0,3.58,4.63,53.0,44.79,USD,2025-11-16 02:00:00
1157,460,445,2025-12-20,pending,94.18,13.01,6.49,9.61,97.27,81.17,USD,2025-12-21 23:00:00
1158,277,332,2026-05-01,completed,90.72,17.12,5.89,14.08,93.57,73.6,USD,2026-05-03 20:00:00
1159,1,161,2025-04-28,cancelled,37.83,5.14,2.62,14.87,50.18,32.69,USD,2025-04-28 14:00:00
1160,152,236,2025-10-22,completed,130.2,25.31,8.39,5.36,118.64,104.89,USD,2025-10-24 08:00:00
1161,72,87,2025-08-23,completed,45.1,9.44,2.85,14.19,52.7,35.66,USD,2025-08-25 07:00:00
1162,405,670,2025-01-26,completed,123.35,8.18,9.21,9.18,133.56,115.17,USD,2025-01-28 11:00:00
1163,205,197,2025-12-01,pending,187.38,28.86,12.68,13.6,184.8,158.52,USD,2025-12-03 16:00:00
1164,233,158,2026-02-26,completed,423.11,58.93,29.13,0.42,393.73,364.18,USD,2026-02-26 21:00:00
1165,176,511,2026-02-09,completed,87.01,0.0,6.96,0.5,94.47,87.01,USD,2026-02-09 22:00:00
1166,351,103,2025-01-30,completed,183.72,0.0,14.7,1.12,199.54,183.72,USD,2025-01-31 08:00:00
1167,497,765,2025-08-28,refunded,104.46,0.0,8.36,12.07,124.89,0.0,USD,2025-08-29 01:00:00
1168,437,706,2025-08-28,completed,42.76,0.0,3.42,2.07,48.25,42.76,USD,2025-08-28 09:00:00
1169,495,331,2025-04-05,completed,426.25,49.12,30.17,2.65,409.95,377.13,USD,2025-04-05 23:00:00
