customer_id,company_name,segment,industry,created_at,status,country
471,Account 0471,SMB,Logistics,2026-05-19,prospect,US
472,Account 0472,SMB,Media,2026-07-13,active,JP
473,Account 0473,SMB,Healthcare,2026-02-18,active,GB
474,Account 0474,SMB,Fintech,2025-07-27,active,US
475,Account 0475,SMB,Logistics,2025-12-06,active,US
476,Account 0476,SMB,Fintech,2025-01-31,active,US
477,Account 0477,SMB,Healthcare,2026-07-20,active,US
478,Account 0478,Mid-Market,Fintech,2025-07-27,prospect,JP
479,Account 0479,Mid-Market,Fintech,2025-02-04,active,GB
480,Account 0480,SMB,Healthcare,2026-04-28,active,US
481,Account 0481,SMB,Retail,2026-02-04,active,BR
482,Account 0482,SMB,Retail,2026-01-13,active,US
483,Account 0483,SMB,Fintech,2025-02-02,active,BR
484,Account 0484,SMB,Retail,2026-04-01,active,US
485,Account 0485,SMB,Healthcare,2026-01-22,active,DE
486,Account 0486,SMB,Logistics,2026-04-27,active,JP
487,Account 0487,SMB,Retail,2026-05-18,prospect,US
488,Account 0488,SMB,Retail,2025-05-09,active,GB
489,Account 0489,SMB,Retail,2025-05-08,churned,JP
490,Account 0490,SMB,Healthcare,2026-07-15,active,US
491,Account 0491,Mid-Market,Fintech,2025-11-19,active,US
492,Account 0492,Mid-Market,Healthcare,2025-09-23,churned,GB
493,Account 0493,Mid-Market,Retail,2025-06-24,active,US
494,Account 0494,SMB,Fintech,2026-01-23,churned,US
495,Account 0495,Mid-Market,Healthcare,2026-04-03,active,US
496,Account 0496,SMB,Healthcare,2025-01-02,active,GB
497,Account 0497,SMB,Healthcare,2025-12-02,churned,US
498,Account 0498,Mid-Market,Media,2026-08-26,active,US
499,Account 0499,SMB,Healthcare,2025-06-20,active,BR
500,Account 0500,SMB,Logistics,2025-06-20,active,DE
