payment_id,order_id,customer_id,amount,fee_amount,status,paid_at,method
1003,1090,424,284.06,8.54,captured,2026-06-13 06:00:00,ach
1004,1091,156,380.07,11.32,captured,2025-05-27 23:00:00,wire
1005,1093,295,177.87,5.46,captured,2026-05-20 10:00:00,wire
1006,1094,436,311.55,9.33,captured,2026-05-05 11:00:00,card
1007,1095,125,126.71,3.97,captured,2025-08-25 14:00:00,ach
1008,1097,170,160.23,4.95,captured,2026-07-21 06:00:00,ach
1009,1098,233,136.58,4.26,captured,2025-10-03 05:00:00,paypal
1010,1099,215,196.25,5.99,captured,2026-08-17 09:00:00,wire
1011,1100,477,74.68,2.47,captured,2026-04-16 13:00:00,paypal
1012,1101,74,270.99,8.16,captured,2026-02-01 00:00:00,card
1013,1102,209,132.14,4.13,captured,2026-03-15 17:00:00,wire
1014,1104,300,95.1,3.06,captured,2025-01-04 20:00:00,card
1015,1105,391,145.86,4.53,captured,2026-05-19 19:00:00,wire
1016,1106,468,79.35,2.6,captured,2026-03-10 03:00:00,wire
1017,1107,219,80.2,2.63,refunded,2026-07-27 14:00:00,wire
1018,1108,133,114.44,3.62,captured,2025-11-05 12:00:00,paypal
1019,1109,482,103.9,3.31,captured,2025-08-23 11:00:00,ach
1020,1110,46,79.6,2.61,captured,2026-05-25 17:00:00,paypal
1021,1112,480,292.0,8.77,captured,2026-05-08 01:00:00,ach
1022,1114,280,40.99,1.49,captured,2025-04-16 11:00:00,wire
1023,1115,165,158.74,4.9,captured,2026-06-12 18:00:00,card
1024,1116,483,143.61,4.46,captured,2025-01-16 12:00:00,paypal
1025,1117,480,220.15,6.68,captured,2026-04-07 15:00:00,wire
1026,1117,480,220.14,6.68,captured,2026-04-06 20:00:00,paypal
1027,1118,434,160.51,4.95,captured,2025-05-02 20:00:00,ach
1028,1119,386,146.62,4.55,captured,2025-01-29 08:00:00,ach
1029,1120,298,66.72,2.23,captured,2026-03-29 02:00:00,ach
1030,1121,186,90.76,2.93,captured,2025-07-28 17:00:00,paypal
1031,1123,272,203.55,6.2,refunded,2025-06-23 11:00:00,paypal
1032,1124,241,450.28,13.36,captured,2026-03-04 16:00:00,wire
1033,1125,431,85.78,2.79,captured,2026-01-27 12:00:00,paypal
1034,1126,84,158.59,4.9,captured,2026-05-16 23:00:00,ach
1035,1127,42,106.61,3.39,captured,2026-06-07 20:00:00,wire
1036,1128,227,90.16,2.91,captured,2025-12-23 19:00:00,paypal
1037,1129,104,211.5,6.43,captured,2025-08-02 01:00:00,wire
1038,1130,411,589.49,17.4,refunded,2025-11-06 15:00:00,ach
1039,1131,425,387.08,11.53,captured,2026-01-03 15:00:00,ach
1040,1132,495,264.75,7.98,captured,2026-08-13 18:00:00,card
1041,1132,495,264.75,7.98,captured,2026-08-13 18:00:00,card
1042,1133,194,298.78,8.96,captured,2025-04-18 06:00:00,card
1043,1134,481,159.13,4.91,captured,2025-02-18 20:00:00,wire
1044,1135,51,133.92,4.18,captured,2025-10-11 14:00:00,card
1045,1136,482,105.39,3.36,captured,2025-09-14 11:00:00,paypal
1046,1137,124,24.76,1.02,captured,2026-07-03 15:00:00,wire
1047,1138,10,118.82,3.75,captured,2025-06-19 06:00:00,card
1048,1139,413,386.82,11.52,captured,2025-04-01 20:00:00,paypal
1049,1141,207,685.61,20.18,captured,2026-06-28 15:00:00,card
1050,1142,101,111.64,3.54,captured,2026-01-04 13:00:00,ach
1051,1142,101,111.64,3.54,captured,2026-01-04 17:00:00,paypal
1052,1143,208,35.38,1.33,captured,2026-08-17 10:00:00,wire
1053,1143,208,35.39,1.33,captured,2026-08-17 12:00:00,paypal
1054,1144,308,279.31,8.4,refunded,2025-06-12 08:00:00,wire
1055,1145,72,593.57,17.51,captured,2025-02-21 10:00:00,card
1056,1146,473,493.65,14.62,captured,2025-10-11 07:00:00,card
1057,1147,362,104.48,3.33,captured,2025-04-15 20:00:00,ach
1058,1149,23,58.99,2.01,captured,2026-06-21 05:00:00,wire
1059,1150,434,116.99,3.69,captured,2025-08-26 00:00:00,wire
1060,1151,433,107.21,3.41,captured,2025-02-14 13:00:00,ach
1061,1152,183,132.87,4.15,captured,2025-05-05 16:00:00,wire
1062,1153,285,230.83,6.99,captured,2025-08-12 14:00:00,wire
1063,1155,414,98.0,3.14,captured,2026-01-25 03:00:00,card
1064,1155,414,98.01,3.14,captured,2026-01-24 18:00:00,card
1065,1158,277,46.78,1.66,captured,2026-05-04 12:00:00,paypal
1066,1158,277,46.79,1.66,captured,2026-05-04 13:00:00,wire
1067,1160,152,118.64,3.74,captured,2025-10-25 02:00:00,card
1068,1161,72,52.7,1.83,captured,2025-08-26 06:00:00,card
1069,1162,405,133.56,4.17,captured,2025-01-28 20:00:00,paypal
1070,1164,233,393.73,11.72,captured,2026-02-27 06:00:00,card
1071,1165,176,47.23,1.67,captured,2026-02-10 02:00:00,ach
1072,1165,176,47.24,1.67,captured,2026-02-10 16:00:00,wire
1073,1166,351,199.54,6.09,captured,2025-02-01 04:00:00,wire
1074,1167,497,124.89,3.92,refunded,2025-08-29 20:00:00,wire
1075,1168,437,48.25,1.7,captured,2025-08-28 15:00:00,paypal
1076,1169,495,409.95,12.19,captured,2025-04-05 23:00:00,card
1077,1170,150,213.43,6.49,captured,2025-11-29 18:00:00,card
1078,1171,333,271.73,8.18,captured,2025-11-21 21:00:00,card
1079,1172,312,517.07,15.3,captured,2026-04-19 05:00:00,paypal
1080,1173,152,143.71,4.47,captured,2026-04-11 12:00:00,ach
1081,1174,423,61.1,2.07,captured,2026-07-02 20:00:00,wire
1082,1175,460,85.21,2.77,captured,2025-09-15 10:00:00,card
1083,1176,476,59.04,2.01,captured,2025-05-08 10:00:00,ach
1084,1177,494,385.31,11.47,captured,2025-11-27 21:00:00,ach
1085,1178,82,544.0,16.08,captured,2026-02-09 02:00:00,paypal
1086,1179,74,204.22,6.22,captured,2025-07-24 21:00:00,paypal
1087,1181,363,353.81,10.56,captured,2026-07-13 15:00:00,wire
1088,1183,82,587.51,17.34,captured,2026-01-08 03:00:00,paypal
1089,1184,143,32.88,1.25,captured,2026-07-25 18:00:00,ach
1090,1185,65,115.36,3.65,captured,2025-01-10 00:00:00,wire
1091,1186,79,198.61,6.06,captured,2025-11-22 12:00:00,ach
1092,1188,293,151.93,4.71,captured,2025-06-25 02:00:00,wire
1093,1189,257,189.93,5.81,refunded,2026-04-21 10:00:00,wire
1094,1190,168,253.87,7.66,captured,2026-05-01 19:00:00,ach
1095,1191,272,307.55,9.22,refunded,2025-10-25 11:00:00,wire
1096,1192,334,201.91,6.16,captured,2025-11-18 18:00:00,card
1097,1193,49,18.28,0.83,captured,2026-01-01 16:00:00,card
1098,1194,141,148.45,4.61,captured,2026-06-22 01:00:00,paypal
1099,1195,101,231.72,7.02,refunded,2025-01-16 18:00:00,ach
1100,1196,1,369.31,11.01,captured,2025-12-11 06:00:00,card
1101,1197,59,134.56,4.2,captured,2025-02-11 21:00:00,paypal
1102,1197,59,134.56,4.2,captured,2025-02-11 04:00:00,card
1103,1198,384,69.73,2.32,captured,2026-07-23 11:00:00,paypal
1104,1198,384,69.73,2.32,captured,2026-07-23 09:00:00,paypal
1105,1199,438,109.93,3.49,captured,2025-05-28 00:00:00,card
1106,1200,81,187.57,5.74,captured,2025-01-13 16:00:00,paypal
1107,1201,384,40.51,1.47,captured,2026-05-08 02:00:00,paypal
1108,1202,127,115.37,3.65,captured,2026-03-25 17:00:00,paypal
1109,1203,70,403.68,12.01,captured,2026-07-05 05:00:00,ach
1110,1204,118,187.36,5.73,captured,2025-08-01 19:00:00,card
1111,1205,460,219.52,6.67,captured,2025-06-19 07:00:00,card
1112,1206,172,61.42,2.08,captured,2026-02-11 19:00:00,wire
1113,1207,371,289.41,8.69,captured,2026-07-30 04:00:00,ach
1114,1208,243,169.58,5.22,refunded,2026-07-29 20:00:00,card
1115,1211,496,314.6,9.42,captured,2026-05-19 00:00:00,wire
1116,1212,326,200.33,6.11,captured,2026-03-30 05:00:00,wire
1117,1213,425,167.29,5.15,captured,2026-01-01 04:00:00,paypal
1118,1214,73,52.35,1.82,captured,2025-04-08 15:00:00,paypal
1119,1215,451,55.58,1.91,captured,2026-01-19 07:00:00,wire
1120,1216,92,158.81,4.91,captured,2025-04-14 17:00:00,ach
1121,1218,424,269.78,8.12,captured,2025-12-15 19:00:00,card
1122,1219,242,94.82,3.05,captured,2025-01-17 16:00:00,paypal
1123,1220,125,122.1,3.84,refunded,2025-09-21 03:00:00,card
1124,1221,14,213.17,6.48,captured,2025-07-12 04:00:00,ach
1125,1222,110,136.87,4.27,captured,2025-03-10 10:00:00,card
1126,1223,413,621.51,18.32,captured,2026-01-30 23:00:00,wire
1127,1225,461,239.85,7.26,captured,2026-06-28 09:00:00,ach
1128,1226,388,287.21,8.63,captured,2026-03-04 03:00:00,paypal
1129,1227,103,262.7,7.92,captured,2025-04-23 07:00:00,ach
1130,1228,370,112.29,3.56,captured,2025-02-28 15:00:00,ach
1131,1229,260,275.4,8.29,captured,2026-05-17 11:00:00,ach
1132,1230,174,247.28,7.47,captured,2025-01-30 15:00:00,paypal
1133,1231,253,282.02,8.48,captured,2025-08-21 19:00:00,wire
1134,1233,441,321.77,9.63,captured,2025-04-22 20:00:00,ach
1135,1234,393,220.26,6.69,captured,2026-01-21 21:00:00,wire
1136,1235,90,73.04,2.42,captured,2026-04-15 23:00:00,paypal
1137,1236,50,183.88,5.63,captured,2026-06-27 19:00:00,card
1138,1237,212,197.93,6.04,captured,2025-10-12 14:00:00,ach
1139,1238,231,278.48,8.38,captured,2025-09-24 02:00:00,ach
1140,1239,387,218.37,6.63,captured,2025-05-05 12:00:00,card
1141,1240,421,548.68,16.21,captured,2025-02-23 13:00:00,paypal
1142,1241,32,179.54,5.51,captured,2026-05-28 22:00:00,ach
1143,1242,123,136.62,4.26,captured,2026-05-29 04:00:00,paypal
1144,1243,294,444.66,13.2,captured,2026-08-22 04:00:00,paypal
1145,1244,190,179.71,5.51,captured,2025-03-20 16:00:00,paypal
1146,1245,496,157.83,4.88,refunded,2025-09-15 10:00:00,card
1147,1246,331,243.11,7.35,captured,2026-01-22 13:00:00,paypal
1148,1247,162,226.41,6.87,refunded,2026-06-20 01:00:00,ach
1149,1248,337,277.84,8.36,captured,2025-09-11 05:00:00,ach
1150,1250,232,92.8,2.99,captured,2026-07-10 13:00:00,ach
1151,1251,358,70.88,2.36,captured,2025-02-23 13:00:00,ach
1152,1252,217,83.01,2.71,captured,2026-03-06 23:00:00,paypal
1153,1253,349,395.35,11.77,captured,2025-08-11 16:00:00,card
1154,1254,210,169.21,5.21,captured,2025-01-01 20:00:00,ach
1155,1255,298,163.01,5.03,captured,2025-11-18 14:00:00,wire
1156,1255,298,163.01,5.03,captured,2025-11-18 14:00:00,ach
1157,1258,174,97.18,3.12,captured,2025-04-21 03:00:00,paypal
1158,1259,60,310.62,9.31,refunded,2026-02-14 12:00:00,card
1159,1260,129,167.71,5.16,captured,2025-06-22 16:00:00,ach
1160,1261,179,71.55,2.37,captured,2025-04-03 17:00:00,ach
1161,1262,159,108.63,3.45,captured,2025-09-02 18:00:00,ach
1162,1263,211,51.65,1.8,captured,2025-04-27 03:00:00,wire
1163,1265,126,201.72,6.15,refunded,2025-11-23 10:00:00,paypal
1164,1267,142,163.37,5.04,captured,2026-08-19 10:00:00,paypal
1165,1268,293,200.86,6.12,captured,2025-02-22 22:00:00,card
1166,1269,239,263.89,7.95,captured,2025-01-25 20:00:00,paypal
1167,1270,316,347.47,10.38,captured,2025-09-27 15:00:00,paypal
1168,1272,499,119.09,3.75,captured,2026-06-02 12:00:00,card
1169,1273,243,321.61,9.63,refunded,2026-05-06 18:00:00,paypal
1170,1274,308,196.51,6.0,captured,2025-09-21 15:00:00,wire
1171,1275,222,131.66,4.12,captured,2026-08-10 17:00:00,wire
1172,1276,368,89.36,2.89,captured,2025-11-13 13:00:00,wire
1173,1277,280,25.56,1.04,captured,2025-11-29 23:00:00,card
1174,1278,50,245.22,7.41,captured,2026-04-20 22:00:00,card
1175,1280,381,124.38,3.91,captured,2026-03-11 08:00:00,ach
1176,1281,202,127.12,3.99,captured,2025-05-26 14:00:00,wire
1177,1282,255,89.58,2.9,captured,2025-11-09 07:00:00,paypal
1178,1282,255,89.57,2.9,captured,2025-11-09 08:00:00,wire
1179,1283,6,125.24,3.93,captured,2026-05-08 02:00:00,card
1180,1284,434,107.18,3.41,captured,2026-08-12 01:00:00,wire
1181,1286,486,309.85,9.29,captured,2025-01-23 23:00:00,card
1182,1288,116,256.44,7.74,captured,2025-02-04 21:00:00,paypal
1183,1289,145,272.93,8.21,captured,2026-02-22 09:00:00,paypal
1184,1290,465,128.31,4.02,captured,2025-09-19 21:00:00,wire
1185,1290,465,128.31,4.02,captured,2025-09-19 10:00:00,card
1186,1291,22,230.21,6.98,captured,2026-05-04 09:00:00,wire
1187,1292,336,251.01,7.58,captured,2025-04-09 05:00:00,paypal
1188,1293,35,115.58,3.65,captured,2025-01-31 03:00:00,card
1189,1294,370,157.03,4.85,captured,2025-05-12 19:00:00,paypal
1190,1295,291,304.61,9.13,captured,2025-02-10 05:00:00,ach
1191,1296,237,118.19,3.73,captured,2025-04-02 09:00:00,ach
1192,1297,351,87.86,2.85,captured,2026-04-07 14:00:00,ach
1193,1297,351,87.86,2.85,captured,2026-04-07 11:00:00,card
1194,1298,178,278.21,8.37,captured,2026-02-28 02:00:00,wire
1195,1299,287,486.46,14.41,captured,2026-01-13 15:00:00,paypal
1196,1300,401,369.69,11.02,captured,2025-09-14 17:00:00,ach
1197,1301,230,100.5,3.21,captured,2025-05-16 13:00:00,wire
1198,1302,11,252.11,7.61,captured,2026-05-24 03:00:00,wire
1199,1303,497,184.97,5.66,captured,2026-06-17 23:00:00,ach
1200,1304,271,162.63,5.02,captured,2025-06-04 14:00:00,card
1201,1305,215,198.02,6.04,captured,2026-06-30 16:00:00,wire
1202,1306,37,114.02,3.61,captured,2026-01-16 11:00:00,paypal
1203,1307,46,178.64,5.48,refunded,2025-07-31 21:00:00,ach
1204,1308,128,116.2,3.67,captured,2025-05-12 22:00:00,wire
1205,1309,462,205.62,6.26,captured,2025-12-28 00:00:00,paypal
1206,1310,363,156.1,4.83,captured,2025-01-10 06:00:00,ach
1207,1312,378,87.25,2.83,captured,2026-02-24 22:00:00,wire
1208,1312,378,87.26,2.83,captured,2026-02-25 10:00:00,wire
1209,1313,196,152.17,4.71,captured,2025-10-29 11:00:00,paypal
1210,1314,445,160.9,4.97,captured,2025-03-31 09:00:00,paypal
1211,1315,164,156.41,4.84,refunded,2025-04-09 09:00:00,card
1212,1316,358,73.08,2.42,captured,2026-02-28 07:00:00,card
1213,1317,219,328.57,9.83,captured,2026-05-24 16:00:00,wire
1214,1318,338,428.84,12.74,captured,2026-02-26 06:00:00,wire
1215,1319,94,137.91,4.3,captured,2025-04-09 04:00:00,card
1216,1320,473,193.62,5.91,captured,2026-02-10 09:00:00,wire
1217,1320,473,193.61,5.91,captured,2026-02-10 22:00:00,paypal
1218,1323,344,431.27,12.81,captured,2025-12-26 04:00:00,ach
1219,1325,278,84.08,2.74,refunded,2026-05-17 05:00:00,card
1220,1326,435,291.41,8.75,captured,2025-02-16 17:00:00,card
1221,1327,485,193.77,5.92,captured,2025-01-01 20:00:00,paypal
1222,1328,382,28.48,1.13,captured,2026-07-21 04:00:00,paypal
1223,1329,93,130.41,4.08,captured,2025-07-06 14:00:00,card
1224,1330,385,283.57,8.52,captured,2025-02-12 20:00:00,ach
1225,1331,252,169.63,5.22,refunded,2025-04-30 00:00:00,ach
1226,1333,471,76.89,2.53,captured,2026-06-25 21:00:00,card
1227,1334,264,136.87,4.27,captured,2026-07-17 04:00:00,card
1228,1335,426,265.19,7.99,captured,2026-02-03 20:00:00,card
1229,1337,44,409.62,12.18,captured,2026-03-10 01:00:00,wire
1230,1338,351,163.39,5.04,captured,2026-05-27 00:00:00,paypal
1231,1339,248,263.16,7.93,captured,2025-09-08 05:00:00,wire
1232,1340,274,292.31,8.78,captured,2025-12-29 01:00:00,ach
1233,1341,152,276.72,8.32,captured,2025-10-25 08:00:00,card
1234,1342,93,79.88,2.62,captured,2026-06-07 11:00:00,card
1235,1343,372,91.73,2.96,captured,2026-01-08 06:00:00,wire
1236,1345,47,162.54,5.01,captured,2026-06-17 01:00:00,card
1237,1346,247,99.89,3.2,captured,2025-12-05 08:00:00,ach
1238,1347,356,139.79,4.35,captured,2025-09-19 09:00:00,wire
1239,1348,103,165.88,5.11,captured,2025-04-26 10:00:00,paypal
1240,1349,181,109.98,3.49,captured,2026-03-03 05:00:00,paypal
1241,1349,181,109.98,3.49,captured,2026-03-02 10:00:00,paypal
1242,1350,212,178.88,5.49,refunded,2025-01-13 14:00:00,wire
1243,1351,462,168.46,5.19,captured,2025-04-17 15:00:00,card
1244,1352,74,241.32,7.3,captured,2026-02-24 17:00:00,card
1245,1353,460,187.08,5.73,captured,2025-06-17 09:00:00,wire
1246,1354,74,147.65,4.58,captured,2026-04-01 12:00:00,card
1247,1354,74,147.65,4.58,captured,2026-04-01 21:00:00,card
1248,1355,290,194.15,5.93,captured,2025-06-09 11:00:00,paypal
1249,1356,422,239.22,7.24,captured,2026-03-25 22:00:00,paypal
1250,1356,422,239.21,7.24,captured,2026-03-25 19:00:00,paypal
1251,1357,453,73.01,2.42,captured,2026-02-20 18:00:00,paypal
1252,1358,272,148.58,4.61,captured,2026-03-18 23:00:00,card
1253,1359,247,123.52,3.88,captured,2026-03-25 02:00:00,paypal
1254,1360,391,228.67,6.93,captured,2026-05-04 02:00:00,wire
1255,1361,455,73.44,2.43,captured,2025-08-14 10:00:00,ach
1256,1362,6,58.42,1.99,captured,2025-10-15 12:00:00,card
1257,1363,132,83.01,2.71,captured,2025-02-13 18:00:00,ach
1258,1365,417,83.24,2.71,captured,2025-10-07 07:00:00,wire
1259,1365,417,83.24,2.71,captured,2025-10-07 15:00:00,ach
1260,1366,9,218.96,6.65,captured,2026-04-14 11:00:00,card
1261,1367,63,51.83,1.8,captured,2026-07-04 15:00:00,ach
1262,1368,2,76.81,2.53,captured,2026-02-10 22:00:00,paypal
1263,1368,2,76.81,2.53,captured,2026-02-11 06:00:00,wire
1264,1369,477,284.4,8.55,captured,2025-03-19 23:00:00,wire
1265,1371,133,306.87,9.2,captured,2025-11-22 21:00:00,card
1266,1372,261,22.28,0.95,captured,2025-09-25 18:00:00,paypal
1267,1373,175,203.71,6.21,captured,2026-07-21 16:00:00,paypal
1268,1375,207,143.45,4.46,captured,2025-12-15 15:00:00,card
1269,1377,145,326.7,9.77,captured,2025-09-24 15:00:00,wire
1270,1379,235,168.52,5.19,captured,2025-03-21 12:00:00,wire
1271,1382,420,243.32,7.36,refunded,2026-03-25 15:00:00,card
1272,1384,255,68.92,2.3,captured,2026-08-28 08:00:00,ach
1273,1384,255,68.93,2.3,captured,2026-08-27 18:00:00,card
1274,1385,416,172.81,5.31,captured,2025-04-24 20:00:00,card
1275,1386,176,91.83,2.96,captured,2025-09-22 01:00:00,card
1276,1387,472,52.23,1.81,captured,2025-07-18 01:00:00,wire
1277,1388,284,145.44,4.52,captured,2026-06-14 09:00:00,card
1278,1389,401,200.78,6.12,captured,2025-03-14 13:00:00,ach
1279,1390,337,212.53,6.46,captured,2026-02-11 15:00:00,paypal
1280,1391,462,112.85,3.57,refunded,2025-07-13 17:00:00,wire
1281,1393,424,86.66,2.81,captured,2026-01-01 00:00:00,wire
1282,1394,467,350.83,10.47,captured,2025-08-29 01:00:00,ach
1283,1396,177,115.97,3.66,captured,2025-08-28 23:00:00,paypal
1284,1397,46,262.08,7.9,captured,2025-04-29 04:00:00,paypal
1285,1398,205,165.37,5.1,captured,2025-03-14 06:00:00,ach
1286,1399,347,59.88,2.04,captured,2025-04-20 16:00:00,ach
1287,1400,430,66.58,2.23,captured,2025-09-24 11:00:00,paypal
1288,1401,385,141.45,4.4,captured,2025-06-15 11:00:00,wire
1289,1402,319,133.64,4.18,captured,2025-03-14 22:00:00,card
1290,1405,122,115.37,3.65,captured,2026-05-27 20:00:00,paypal
1291,1407,276,53.77,1.86,captured,2025-11-15 21:00:00,ach
1292,1407,276,53.78,1.86,captured,2025-11-16 01:00:00,card
1293,1408,257,40.73,1.48,captured,2025-04-23 11:00:00,ach
1294,1408,257,40.73,1.48,captured,2025-04-23 08:00:00,wire
1295,1409,200,57.34,1.96,captured,2025-09-10 05:00:00,wire
1296,1410,318,204.87,6.24,captured,2026-01-01 18:00:00,paypal
1297,1411,500,135.53,4.23,captured,2025-01-15 09:00:00,wire
1298,1413,57,44.35,1.59,captured,2026-07-07 00:00:00,paypal
1299,1414,64,244.26,7.38,captured,2026-07-25 03:00:00,paypal
1300,1415,89,250.42,7.56,captured,2025-05-09 18:00:00,paypal
1301,1416,204,472.74,14.01,captured,2026-06-30 00:00:00,card
1302,1417,3,247.94,7.49,captured,2025-03-12 09:00:00,card
1303,1418,141,515.86,15.26,captured,2026-06-21 18:00:00,ach
1304,1419,348,116.84,3.69,captured,2025-03-25 04:00:00,ach
1305,1420,340,488.09,14.45,captured,2025-07-31 21:00:00,wire
1306,1421,335,233.71,7.08,captured,2026-08-02 12:00:00,wire
1307,1423,38,170.08,5.23,captured,2025-05-13 13:00:00,wire
1308,1426,40,396.0,11.78,captured,2026-07-15 08:00:00,ach
1309,1427,406,157.99,4.88,captured,2025-09-10 13:00:00,wire
1310,1428,234,209.56,6.38,captured,2025-03-01 02:00:00,paypal
1311,1430,200,292.01,8.77,captured,2025-12-04 11:00:00,paypal
1312,1431,292,193.66,5.92,captured,2025-01-12 06:00:00,paypal
1313,1432,264,483.22,14.31,captured,2025-06-01 03:00:00,card
1314,1433,7,248.28,7.5,refunded,2026-01-03 14:00:00,paypal
1315,1434,60,59.92,2.04,captured,2026-06-03 08:00:00,paypal
1316,1434,60,59.92,2.04,captured,2026-06-03 16:00:00,paypal
1317,1435,474,123.81,3.89,captured,2025-03-03 14:00:00,card
1318,1436,246,51.87,1.8,captured,2025-07-26 02:00:00,card
1319,1438,329,278.29,8.37,captured,2026-06-11 12:00:00,wire
1320,1439,369,282.46,8.49,captured,2026-04-24 12:00:00,paypal
1321,1441,419,160.42,4.95,captured,2026-01-13 13:00:00,paypal
1322,1443,376,175.29,5.38,captured,2026-07-25 05:00:00,wire
1323,1444,133,296.09,8.89,captured,2026-04-05 17:00:00,ach
1324,1445,294,28.4,1.12,captured,2026-02-09 05:00:00,card
1325,1446,185,133.16,4.16,captured,2025-08-02 11:00:00,card
1326,1447,455,76.67,2.52,refunded,2026-04-30 15:00:00,wire
1327,1448,454,594.56,17.54,captured,2025-09-02 15:00:00,card
1328,1449,177,325.99,9.75,captured,2025-07-16 18:00:00,paypal
1329,1450,13,146.06,4.54,captured,2025-06-19 01:00:00,card
1330,1451,125,67.31,2.25,captured,2026-02-05 14:00:00,wire
1331,1452,137,81.95,2.68,captured,2026-01-13 01:00:00,card
1332,1453,10,341.93,10.22,captured,2025-05-21 16:00:00,ach
1333,1455,234,148.04,4.59,captured,2025-05-20 16:00:00,card
1334,1457,305,78.61,2.58,captured,2025-07-30 00:00:00,wire
1335,1458,199,179.69,5.51,captured,2026-04-21 08:00:00,paypal
1336,1459,88,62.4,2.11,captured,2025-05-21 21:00:00,paypal
1337,1459,88,62.39,2.11,captured,2025-05-21 08:00:00,ach
1338,1460,228,128.49,4.03,captured,2025-08-30 21:00:00,wire
1339,1461,300,106.76,3.4,captured,2025-01-16 19:00:00,wire
1340,1463,113,422.51,12.55,captured,2025-01-20 01:00:00,wire
1341,1464,306,150.65,4.67,captured,2025-02-12 11:00:00,ach
1342,1465,397,216.3,6.57,captured,2026-07-20 23:00:00,wire
1343,1466,314,189.46,5.79,captured,2025-06-18 15:00:00,paypal
1344,1467,476,42.41,1.53,captured,2025-11-20 05:00:00,wire
1345,1468,471,120.99,3.81,refunded,2026-08-05 20:00:00,ach
1346,1469,248,36.02,1.34,captured,2025-10-25 05:00:00,paypal
1347,1471,229,154.64,4.78,captured,2026-03-21 03:00:00,ach
1348,1472,245,290.29,8.72,captured,2026-03-29 12:00:00,ach
1349,1474,482,311.69,9.34,captured,2026-07-24 16:00:00,ach
1350,1475,285,45.15,1.61,captured,2025-03-17 20:00:00,paypal
1351,1475,285,45.15,1.61,captured,2025-03-17 13:00:00,card
1352,1476,65,401.14,11.93,captured,2025-07-29 04:00:00,card
1353,1477,452,415.65,12.35,captured,2026-08-04 04:00:00,card
1354,1478,475,37.49,1.39,captured,2025-12-09 22:00:00,paypal
1355,1479,281,26.06,1.06,captured,2025-12-12 12:00:00,ach
1356,1479,281,26.06,1.06,captured,2025-12-12 13:00:00,wire
1357,1480,475,184.36,5.65,captured,2026-06-04 16:00:00,ach
1358,1481,486,128.23,4.02,captured,2025-10-03 20:00:00,paypal
1359,1482,477,108.72,3.45,captured,2026-01-11 17:00:00,ach
1360,1483,482,225.45,6.84,captured,2025-11-30 12:00:00,wire
1361,1484,34,265.02,7.99,refunded,2025-03-11 07:00:00,ach
1362,1486,289,317.84,9.52,captured,2026-04-15 21:00:00,paypal
1363,1489,321,361.57,10.79,captured,2026-08-07 05:00:00,wire
1364,1490,157,91.82,2.96,captured,2026-04-15 06:00:00,card
1365,1491,467,33.42,1.27,captured,2025-01-02 07:00:00,ach
1366,1491,467,33.43,1.27,refunded,2025-01-02 11:00:00,wire
1367,1492,296,87.81,2.85,captured,2026-04-05 03:00:00,card
1368,1493,341,88.21,2.86,captured,2026-08-19 14:00:00,paypal
1369,1494,129,272.69,8.21,captured,2026-04-06 23:00:00,paypal
1370,1495,380,30.59,1.19,captured,2026-01-23 01:00:00,paypal
1371,1497,436,214.53,6.52,captured,2025-10-30 13:00:00,paypal
1372,1498,427,107.83,3.43,captured,2025-06-01 17:00:00,ach
1373,1499,342,136.99,4.27,captured,2025-10-17 19:00:00,card
1374,1500,491,241.31,7.3,refunded,2026-07-08 19:00:00,ach
1375,1501,456,264.32,7.97,captured,2025-02-23 09:00:00,paypal
1376,1502,35,401.87,11.95,captured,2025-03-21 12:00:00,card
1377,1503,111,243.22,7.35,captured,2026-06-18 02:00:00,paypal
1378,1504,61,165.2,5.09,captured,2026-05-21 01:00:00,card
1379,1506,295,115.69,3.66,captured,2025-08-08 17:00:00,card
1380,1508,44,91.98,2.97,captured,2026-02-14 17:00:00,card
1381,1510,316,109.12,3.46,captured,2026-05-04 21:00:00,wire
1382,1511,184,69.47,2.31,captured,2025-08-11 21:00:00,paypal
1383,1512,360,389.55,11.6,captured,2026-05-01 06:00:00,wire
1384,1513,296,204.8,6.24,captured,2026-08-04 21:00:00,ach
1385,1514,208,494.97,14.65,refunded,2025-04-09 23:00:00,paypal
1386,1515,35,471.34,13.97,captured,2026-04-11 04:00:00,paypal
1387,1516,379,81.21,2.66,captured,2026-01-06 19:00:00,ach
1388,1517,313,175.72,5.4,captured,2025-09-06 12:00:00,wire
1389,1518,57,89.49,2.9,captured,2025-05-11 09:00:00,wire
1390,1519,94,76.68,2.52,captured,2025-04-07 20:00:00,ach
1391,1520,151,132.48,4.14,captured,2025-03-11 09:00:00,paypal
1392,1521,90,264.17,7.96,refunded,2025-06-11 11:00:00,ach
1393,1522,404,136.34,4.25,captured,2025-11-10 11:00:00,paypal
1394,1522,404,136.33,4.25,captured,2025-11-10 10:00:00,wire
1395,1523,467,128.82,4.04,captured,2025-11-25 17:00:00,wire
1396,1523,467,128.82,4.04,captured,2025-11-25 16:00:00,paypal
1397,1524,45,142.37,4.43,captured,2026-08-25 01:00:00,ach
1398,1525,120,289.35,8.69,captured,2026-03-28 00:00:00,ach
1399,1526,143,72.8,2.41,captured,2026-08-19 10:00:00,paypal
