session_id,user_id,started_at,duration_seconds,events_count,converted
2144,274,2025-08-13,4688,153,False
2145,432,2026-05-11,137,142,False
2146,341,2026-03-02,1831,11,False
2147,469,2025-06-24,4073,146,False
2148,117,2025-04-03,3135,182,False
2149,724,2026-02-04,4456,133,False
2150,395,2025-03-16,5077,70,False
2151,558,2025-11-15,3847,45,False
2152,755,2026-08-21,1431,78,False
2153,72,2026-03-27,49,68,False
2154,186,2025-07-09,3941,35,False
2155,434,2026-08-07,1741,189,False
2156,548,2026-06-29,3548,26,False
2157,380,2025-10-26,2769,57,False
2158,31,2025-01-14,833,11,False
2159,554,2026-06-25,1989,117,False
2160,516,2026-05-20,5317,22,False
2161,13,2026-08-16,1758,150,False
2162,751,2026-07-23,4231,111,False
2163,712,2025-10-26,3774,101,False
2164,226,2025-01-10,2331,146,False
2165,489,2025-08-28,4107,183,False
2166,653,2025-08-25,3036,21,False
2167,359,2025-07-02,3374,135,False
2168,66,2026-05-06,1967,26,False
2169,324,2026-05-07,5087,20,True
2170,287,2025-01-03,1435,19,False
2171,651,2026-07-09,2911,52,False
2172,6,2025-07-05,4842,98,False
2173,760,2025-04-17,3842,41,False
2174,285,2025-06-06,3171,45,False
2175,309,2025-02-08,464,190,False
2176,248,2025-03-23,2013,30,False
2177,19,2025-06-28,2437,18,False
2178,555,2025-02-23,4601,84,False
2179,594,2025-04-15,4620,136,False
2180,236,2025-06-01,2405,118,True
2181,100,2026-04-11,1938,129,False
2182,659,2025-05-02,1022,36,False
2183,554,2026-07-12,2598,81,True
2184,234,2026-08-15,849,155,False
2185,536,2025-07-24,923,69,False
2186,179,2025-01-14,5082,119,False
2187,508,2025-06-25,2919,27,False
2188,396,2025-03-20,2083,152,False
2189,153,2025-01-20,2292,195,False
2190,526,2026-05-05,2153,66,False
2191,146,2025-03-08,4541,18,False
2192,711,2026-04-08,2917,79,False
2193,82,2026-02-10,3493,171,False
2194,651,2025-10-12,3125,196,False
2195,230,2025-07-13,3057,108,False
2196,420,2025-08-22,2350,121,False
2197,683,2025-07-08,4157,131,False
2198,783,2025-07-30,5055,31,False
2199,400,2025-06-13,1880,40,False
2200,238,2026-08-14,1807,143,False
2201,597,2026-07-12,4117,89,False
2202,800,2026-06-11,637,149,False
2203,239,2026-05-25,2468,79,False
2204,309,2025-06-08,5375,192,False
2205,664,2026-06-11,3775,153,False
2206,210,2025-10-07,1210,109,False
2207,452,2025-04-10,2230,163,False
2208,307,2026-03-29,5102,118,False
2209,408,2026-08-09,2861,47,False
2210,469,2026-05-16,4571,61,False
2211,413,2025-01-12,4390,37,False
2212,380,2025-03-16,4205,111,False
2213,306,2025-03-22,3509,130,True
2214,41,2026-08-04,743,8,False
2215,626,2025-11-18,1604,88,False
2216,285,2026-05-13,216,164,False
2217,59,2025-03-24,2366,153,False
2218,394,2025-11-02,947,139,False
2219,658,2025-08-15,3266,59,False
2220,531,2025-10-31,2187,136,False
2221,477,2026-02-11,5081,48,False
2222,763,2025-11-04,4283,136,False
2223,538,2025-02-14,1240,163,False
2224,765,2026-05-11,2138,44,False
2225,716,2026-07-06,2268,147,False
2226,412,2025-11-28,197,9,False
2227,57,2025-04-21,3932,129,False
2228,456,2026-05-09,414,106,False
2229,758,2025-12-30,4432,190,False
2230,559,2026-06-09,2503,108,False
2231,178,2026-01-09,2470,7,False
2232,669,2026-03-03,184,170,False
2233,672,2026-04-22,3401,53,False
2234,597,2025-01-29,4088,136,False
2235,126,2025-05-29,2247,155,False
2236,577,2025-09-29,1345,66,False
2237,693,2026-03-06,5392,9,False
2238,358,2025-06-05,2646,104,False
2239,549,2025-09-30,3574,81,False
2240,696,2025-01-27,4284,106,False
2241,588,2026-01-19,3193,180,False
2242,531,2026-01-29,2996,140,False
2243,334,2025-11-29,3707,45,False
2244,128,2025-11-08,4771,150,False
2245,217,2026-08-30,3707,58,False
2246,479,2025-02-07,4578,123,False
2247,590,2026-03-07,1538,51,False
2248,249,2026-01-13,960,171,False
2249,306,2025-10-01,572,97,False
2250,163,2025-04-26,150,64,False
2251,281,2026-07-22,2423,197,False
2252,520,2026-07-23,4671,164,False
2253,1,2025-07-26,381,38,False
2254,514,2026-02-28,3551,8,False
2255,51,2025-03-07,4326,171,False
2256,764,2025-01-03,4964,167,False
2257,592,2026-08-10,4382,51,False
2258,781,2026-06-13,476,62,False
2259,296,2025-01-06,841,134,False
2260,328,2025-02-09,5329,139,False
2261,385,2025-04-02,534,92,False
2262,143,2025-01-08,5316,142,False
2263,576,2025-08-15,5095,60,False
2264,113,2025-08-28,1469,75,False
2265,677,2026-02-07,4363,96,False
2266,780,2025-04-05,345,46,False
2267,207,2026-06-17,714,161,False
2268,317,2026-05-12,2027,151,False
2269,28,2026-03-02,1254,103,False
2270,275,2026-07-28,2362,62,False
2271,169,2025-04-27,1482,101,False
2272,497,2026-04-21,1473,65,False
2273,630,2025-09-22,1937,47,False
2274,46,2025-08-12,320,129,False
2275,138,2026-02-17,3748,40,False
2276,518,2025-06-27,4684,138,False
2277,367,2025-01-12,2179,135,False
2278,701,2025-07-27,1164,2,False
2279,631,2026-04-19,4876,37,False
2280,580,2025-02-22,4719,100,False
2281,778,2026-06-03,2508,6,False
2282,334,2026-07-03,1418,164,False
2283,525,2025-10-15,4047,114,False
2284,93,2025-05-29,4593,81,False
2285,78,2026-05-09,202,83,False
2286,193,2025-06-01,1548,70,False
2287,237,2025-05-07,4661,132,False
2288,213,2026-03-11,571,124,False
2289,538,2025-07-13,1357,11,False
2290,308,2026-01-10,4447,39,False
2291,562,2025-05-19,4404,165,False
2292,107,2026-08-06,1520,185,False
2293,284,2025-05-15,4696,169,False
2294,461,2026-08-19,1688,47,False
2295,795,2026-04-06,1142,169,False
2296,294,2025-09-11,2220,139,False
2297,455,2026-02-20,3226,42,False
2298,398,2026-07-14,3283,135,True
2299,11,2026-01-16,1428,154,False
2300,229,2026-08-03,3446,142,False
2301,231,2026-07-12,125,191,False
2302,364,2026-06-04,437,168,False
2303,149,2026-07-12,1368,142,False
2304,571,2026-07-21,5148,105,False
2305,380,2025-01-15,3809,122,False
2306,71,2025-12-31,309,180,False
2307,286,2026-02-10,404,80,True
2308,409,2025-03-11,4518,122,False
2309,175,2026-02-07,2745,71,False
2310,495,2026-06-06,3871,192,False
2311,610,2026-03-26,1695,178,False
2312,535,2025-07-06,1584,19,False
2313,537,2025-10-25,879,32,False
2314,739,2026-07-16,3236,168,False
2315,420,2025-06-14,3107,122,False
2316,625,2025-11-12,2981,125,False
2317,275,2026-05-24,5040,33,False
2318,592,2025-10-25,3611,177,False
2319,466,2025-03-08,5037,153,False
2320,695,2026-05-20,3991,70,False
2321,62,2025-07-27,735,176,False
2322,732,2025-08-24,2794,130,False
2323,186,2026-05-27,5248,173,False
2324,672,2025-03-06,3876,103,False
2325,304,2026-03-29,655,81,False
2326,492,2026-04-21,1093,152,False
2327,268,2026-06-27,444,14,False
2328,675,2025-06-26,3749,132,False
2329,581,2025-01-15,2378,189,False
2330,262,2026-05-29,2327,178,False
2331,107,2025-04-04,5272,61,False
2332,762,2026-07-10,5083,86,False
2333,780,2026-03-08,538,45,False
2334,139,2025-08-26,4624,116,False
2335,254,2025-08-14,5052,132,False
2336,184,2026-02-11,37,170,True
2337,182,2026-06-02,4937,169,False
2338,127,2025-01-11,4114,111,False
2339,584,2025-01-13,1547,57,False
2340,622,2026-04-27,3265,86,False
2341,486,2025-09-06,255,76,False
2342,348,2025-10-06,3865,94,False
2343,784,2025-01-06,1880,55,False
2344,591,2025-06-10,1417,154,False
2345,48,2025-12-31,4291,134,False
2346,409,2026-06-16,4319,188,False
2347,137,2025-03-18,1936,13,False
2348,323,2025-09-06,785,41,False
2349,316,2026-03-24,4005,2,False
2350,718,2026-05-15,4856,50,False
2351,657,2025-10-25,4734,23,False
2352,346,2025-09-13,2362,39,False
2353,617,2026-05-22,2816,113,False
2354,495,2026-07-31,601,38,False
2355,444,2026-04-12,1785,116,False
2356,687,2026-02-11,3792,13,False
2357,499,2026-02-25,4139,135,False
2358,171,2026-02-09,2107,159,False
2359,317,2025-11-10,4978,164,False
2360,323,2025-03-17,1396,68,False
2361,676,2026-06-28,3797,65,False
2362,116,2026-03-30,3622,85,False
2363,382,2025-07-29,3223,177,False
2364,435,2025-11-12,1820,173,True
2365,763,2025-02-15,3843,104,False
2366,632,2026-03-13,1194,183,False
2367,209,2025-09-07,4483,56,False
2368,45,2026-06-11,3267,109,False
2369,102,2025-05-17,2234,38,False
2370,49,2026-03-03,1911,20,False
2371,325,2025-07-25,703,138,False
2372,593,2025-10-30,313,91,False
2373,526,2025-07-14,1713,114,False
2374,568,2026-06-02,1248,182,False
2375,425,2025-05-06,3720,98,False
2376,322,2026-03-25,2451,180,False
2377,660,2025-01-16,854,116,False
2378,289,2026-04-10,3114,65,False
2379,468,2025-10-14,3440,17,False
2380,226,2026-07-08,2642,194,False
2381,293,2025-09-06,3537,159,False
2382,50,2025-03-25,4963,65,False
2383,487,2026-02-16,3240,141,False
2384,411,2025-10-30,1864,163,False
2385,253,2025-01-27,3394,5,False
2386,493,2025-03-17,4687,187,False
2387,105,2025-10-26,3473,28,True
2388,693,2026-04-01,2600,26,False
2389,27,2026-08-21,650,90,False
2390,434,2025-09-20,3688,59,False
2391,214,2026-08-01,4237,77,False
2392,122,2026-03-14,2930,112,False
2393,138,2025-11-24,3421,84,False
2394,247,2025-03-15,614,74,False
2395,507,2026-05-27,5222,107,False
2396,629,2026-01-12,2298,195,False
2397,746,2026-04-24,4770,140,False
2398,495,2025-03-10,3655,81,False
2399,397,2026-07-26,3898,139,False
2400,617,2025-08-03,1512,167,False
2401,650,2025-09-04,1440,10,False
2402,331,2025-11-22,1803,40,False
2403,335,2025-01-20,1476,199,False
2404,55,2026-02-24,3795,196,False
2405,13,2025-06-09,853,141,False
2406,714,2025-11-01,3969,146,False
2407,694,2025-11-13,820,181,False
2408,280,2026-03-20,2909,3,False
2409,755,2026-05-02,1601,105,False
2410,67,2025-04-16,3984,35,False
2411,767,2026-05-05,1569,190,False
2412,470,2026-01-25,4551,21,False
2413,418,2026-07-10,4727,24,False
2414,596,2025-08-23,2762,118,False
2415,182,2025-12-05,155,65,False
2416,383,2025-04-04,3765,166,False
2417,184,2025-08-02,3698,60,False
2418,492,2026-06-03,95,157,False
2419,334,2026-04-20,3054,79,False
2420,334,2026-08-16,187,116,False
2421,597,2026-06-05,1358,194,False
2422,651,2025-05-26,3266,123,False
2423,687,2025-07-16,2519,38,False
2424,627,2025-04-06,3443,188,False
2425,143,2025-11-03,2262,187,False
2426,576,2026-04-10,1607,91,False
2427,567,2026-05-16,403,76,False
2428,16,2026-08-25,3346,150,False
2429,155,2025-07-28,2939,110,False
2430,414,2025-09-12,576,20,True
2431,244,2025-12-16,649,66,False
2432,629,2026-04-26,4161,17,False
2433,615,2026-08-07,4469,59,True
2434,196,2025-03-31,1925,35,False
2435,15,2025-07-27,5287,196,False
2436,208,2025-05-19,3098,191,False
2437,723,2025-06-01,2969,5,False
2438,724,2025-03-27,5288,152,False
2439,404,2025-12-27,3329,162,False
2440,674,2026-02-09,2803,182,False
2441,453,2025-09-22,695,177,False
2442,791,2025-12-23,2858,68,False
2443,123,2026-02-25,1787,97,False
2444,398,2026-02-06,583,34,False
2445,145,2026-07-28,2893,173,False
2446,100,2025-04-13,268,12,False
2447,124,2026-08-03,5012,101,False
2448,7,2025-02-19,4984,88,False
2449,756,2025-01-18,3916,68,False
2450,565,2025-11-21,4682,194,False
2451,399,2025-10-20,4467,95,False
2452,654,2025-11-18,4382,9,False
2453,454,2026-08-27,703,169,False
2454,343,2025-09-13,5368,185,False
2455,388,2026-05-30,1292,70,False
2456,341,2026-02-19,549,55,False
2457,325,2025-02-08,4745,140,False
2458,673,2025-09-12,4142,12,False
2459,777,2025-03-22,3247,131,False
2460,149,2026-06-04,630,35,True
2461,590,2025-08-11,1739,44,False
2462,51,2026-04-18,3438,20,False
2463,637,2025-02-14,3808,127,False
2464,773,2025-07-23,3885,136,False
2465,579,2026-05-02,1369,93,False
2466,434,2026-06-27,3754,191,False
2467,760,2025-01-16,625,15,False
2468,618,2025-10-26,1452,197,False
2469,630,2026-06-16,123,161,False
2470,764,2025-10-09,4773,15,False
2471,434,2025-07-01,2005,86,False
2472,649,2026-03-14,3069,109,False
2473,720,2026-04-26,84,122,False
2474,375,2026-08-04,4935,87,False
2475,583,2026-07-08,2174,61,False
2476,519,2025-01-21,2417,56,False
2477,792,2026-05-08,1953,119,False
2478,506,2025-04-17,1871,108,False
2479,579,2026-05-24,1677,77,False
2480,741,2026-05-04,4855,49,False
2481,9,2025-05-21,455,102,False
2482,113,2025-09-26,4410,48,False
2483,263,2026-04-13,1400,85,False
2484,557,2026-06-06,492,191,False
2485,351,2026-06-13,4715,148,False
2486,691,2025-08-02,2385,149,True
2487,63,2025-02-18,4885,11,False
2488,288,2026-08-16,436,153,False
2489,118,2026-06-09,418,126,False
2490,567,2025-05-12,4702,102,False
2491,217,2025-12-21,1390,55,False
2492,200,2026-07-30,2598,85,False
2493,488,2025-07-17,911,73,False
2494,71,2026-04-25,1434,77,False
2495,743,2025-10-23,3130,162,False
2496,21,2026-08-15,407,28,False
2497,275,2025-09-05,4168,126,False
2498,424,2025-04-09,1603,194,False
2499,8,2026-08-01,4915,35,False
2500,42,2025-08-03,1988,135,False
2501,785,2025-06-17,3905,22,False
2502,474,2025-04-30,5241,102,False
2503,25,2025-09-07,3542,66,False
2504,301,2026-05-19,5346,126,False
2505,267,2025-07-28,3874,150,True
2506,6,2025-06-12,2515,199,False
2507,457,2025-09-26,5311,19,False
2508,182,2025-11-16,4937,50,False
2509,518,2026-05-18,5036,141,False
2510,591,2025-04-28,4319,175,False
2511,334,2025-07-16,554,77,False
2512,304,2026-03-06,4162,20,True
2513,510,2025-09-18,1253,19,False
2514,581,2026-03-28,1473,2,False
2515,317,2025-09-26,4213,16,False
2516,652,2025-03-11,4017,182,False
2517,230,2026-06-07,430,199,False
2518,638,2026-02-21,5352,18,False
2519,297,2025-03-24,3726,199,False
2520,537,2025-04-11,4540,137,False
2521,798,2025-07-26,4883,110,False
2522,598,2026-08-03,2941,96,False
2523,256,2025-07-01,1817,51,False
2524,456,2026-06-19,34,82,False
2525,161,2025-10-24,3897,195,False
2526,372,2025-05-03,2053,197,False
2527,495,2025-03-12,2284,130,False
2528,50,2025-07-26,3542,65,False
2529,320,2025-05-16,2263,70,False
2530,781,2025-12-28,773,19,False
2531,797,2026-08-18,4703,51,False
2532,673,2026-05-05,2208,49,False
2533,573,2025-07-08,3895,193,False
2534,538,2026-07-27,3844,192,False
2535,426,2026-08-10,1368,124,False
2536,516,2025-09-12,4816,187,False
2537,192,2025-10-23,5339,114,False
2538,462,2025-10-24,3796,59,False
2539,446,2025-09-07,4595,104,False
2540,76,2025-04-06,3308,109,False
2541,226,2026-06-28,1685,59,False
2542,256,2025-08-01,1243,118,False
2543,549,2025-02-21,5093,178,False
2544,272,2026-08-26,3633,195,False
2545,171,2025-03-17,2634,186,False
2546,635,2026-07-24,4532,125,False
2547,406,2025-03-24,3045,125,False
2548,484,2025-09-09,2381,170,False
2549,272,2025-11-12,350,63,False
2550,319,2025-05-16,4804,29,False
2551,463,2025-12-16,411,4,False
2552,263,2025-12-14,1849,99,False
2553,764,2026-06-10,3264,29,True
2554,684,2025-09-14,3427,153,False
2555,773,2026-06-17,3515,42,False
2556,629,2026-04-02,4547,9,False
2557,69,2026-05-06,2777,77,False
2558,651,2026-01-18,4797,86,False
2559,197,2025-04-20,3160,108,False
2560,317,2026-02-06,2545,189,False
2561,335,2026-03-11,2101,101,True
2562,384,2025-08-16,2503,156,False
2563,641,2026-01-23,2577,148,False
2564,459,2026-01-10,5106,28,False
2565,427,2026-01-25,921,47,False
2566,154,2026-02-23,2534,98,False
2567,640,2026-02-12,698,62,False
2568,290,2026-01-29,48,92,False
2569,534,2025-07-14,2471,41,False
2570,393,2026-02-27,2632,24,False
2571,522,2025-04-01,1604,80,False
2572,537,2026-06-25,3274,62,False
2573,445,2026-04-27,117,116,False
2574,360,2025-06-12,4023,36,False
2575,571,2025-02-14,2267,126,False
2576,124,2025-04-05,455,197,False
2577,778,2026-02-20,5022,88,False
2578,341,2025-01-22,3119,101,False
2579,786,2025-03-02,2564,16,False
2580,426,2026-03-01,3311,31,False
2581,104,2025-10-25,2990,7,False
2582,521,2025-07-23,3679,94,True
2583,415,2025-06-17,3933,99,False
2584,684,2025-11-04,1492,18,True
2585,669,2025-07-01,3497,85,False
2586,186,2025-02-14,4146,168,False
2587,615,2025-10-03,775,173,False
2588,448,2026-07-17,4269,128,False
2589,367,2025-11-08,1896,151,False
2590,334,2025-12-24,766,104,False
2591,542,2025-07-21,3843,65,False
2592,550,2025-03-17,4176,146,True
2593,702,2026-03-29,3009,169,False
2594,700,2025-09-04,3339,62,False
2595,195,2025-02-17,2463,80,False
2596,382,2025-07-09,2374,81,False
2597,792,2025-01-22,1781,143,False
2598,676,2026-06-11,4213,18,False
2599,359,2026-08-24,2657,149,False
2600,2,2026-06-16,714,49,False
2601,185,2026-05-09,1324,92,False
2602,730,2026-04-25,1948,7,False
2603,565,2025-10-14,4034,161,False
2604,631,2025-08-24,4824,21,False
2605,620,2025-02-18,923,48,False
2606,108,2026-07-27,799,131,True
2607,469,2025-01-10,2822,67,False
2608,541,2025-06-17,5012,45,False
2609,77,2025-09-19,1580,110,False
2610,412,2026-02-06,3408,2,False
2611,215,2026-08-30,3909,73,False
2612,777,2025-11-14,66,39,False
2613,202,2026-05-11,1987,111,False
2614,244,2025-09-23,865,62,False
2615,710,2026-08-24,5337,133,False
2616,488,2025-04-25,310,29,False
2617,757,2025-09-05,733,16,False
2618,419,2025-05-26,4176,43,False
2619,151,2025-06-12,882,173,False
2620,177,2026-05-14,1395,195,False
2621,135,2026-03-08,3006,14,False
2622,651,2026-02-10,3089,5,False
2623,20,2025-02-22,5388,33,False
2624,595,2026-07-20,4598,113,False
2625,353,2026-07-28,4528,185,False
2626,436,2026-02-18,4874,156,False
2627,663,2025-09-05,3026,50,False
2628,756,2025-02-06,4545,196,False
2629,229,2025-09-29,3829,54,False
2630,742,2025-03-12,2729,72,False
2631,729,2026-01-31,5062,163,False
2632,655,2026-03-16,795,61,False
2633,100,2025-02-14,2090,148,False
2634,122,2025-06-02,1896,85,False
2635,28,2026-01-29,2945,167,False
2636,716,2025-05-31,1828,125,False
2637,763,2026-06-03,2308,185,True
2638,245,2025-09-04,5349,88,False
2639,421,2026-02-13,4065,74,False
2640,457,2026-03-29,4362,66,False
2641,314,2026-01-02,1919,109,False
2642,780,2026-01-23,1762,182,False
2643,755,2025-12-15,2795,33,False
2644,185,2025-04-28,2245,82,False
2645,440,2025-06-28,3527,50,False
2646,160,2026-06-29,1488,38,False
2647,70,2025-08-02,789,136,True
2648,682,2026-08-14,2196,199,False
2649,693,2025-12-16,4436,198,False
2650,11,2026-04-26,460,113,False
2651,435,2025-05-20,478,1,False
2652,140,2025-04-28,4514,170,True
2653,451,2025-08-20,2074,141,False
2654,262,2026-04-27,2889,64,False
2655,428,2026-02-21,4142,175,False
2656,591,2025-11-13,3279,47,False
2657,68,2025-04-20,5246,120,False
2658,385,2025-01-18,1086,38,False
2659,274,2025-03-19,4469,101,False
2660,315,2026-02-10,2456,151,True
2661,745,2026-08-04,708,144,False
2662,735,2026-08-17,2512,193,False
2663,522,2026-04-10,2720,151,False
2664,605,2025-09-19,548,188,False
2665,309,2026-03-13,2625,176,False
2666,507,2025-02-08,193,141,False
2667,377,2025-08-02,3604,71,False
2668,273,2025-05-20,3348,144,False
2669,634,2026-08-15,686,9,False
2670,688,2025-12-05,3099,53,False
2671,282,2026-07-24,1458,94,False
2672,203,2026-04-26,3498,75,True
2673,322,2026-03-22,1299,57,False
2674,757,2025-04-23,4841,14,False
2675,618,2025-02-17,2776,181,False
2676,209,2025-05-14,5391,113,False
2677,497,2026-05-16,459,88,True
2678,657,2026-07-14,4536,191,True
2679,286,2026-03-01,332,152,False
2680,732,2026-06-20,154,133,False
2681,748,2025-02-15,936,82,False
2682,182,2026-07-10,1678,86,False
2683,483,2025-03-07,4849,84,False
2684,184,2025-04-17,4205,61,False
2685,537,2026-05-19,433,187,False
2686,63,2026-07-21,4869,99,False
2687,513,2025-04-06,1299,95,False
2688,274,2025-07-26,4926,69,False
2689,410,2026-05-17,1117,78,True
2690,401,2025-11-10,3633,185,False
2691,796,2025-09-03,3396,158,False
2692,69,2025-10-05,4578,142,False
2693,466,2025-06-28,3359,132,False
2694,118,2026-08-17,889,52,False
2695,519,2025-11-16,5378,27,False
2696,338,2025-06-09,2138,87,False
2697,133,2026-06-28,5097,127,False
2698,145,2026-08-05,478,3,False
2699,100,2025-02-08,4894,1,False
2700,619,2026-08-06,1587,5,False
2701,731,2026-08-11,5214,4,False
2702,258,2026-07-11,4198,89,False
2703,306,2025-03-28,5260,101,False
2704,38,2025-08-05,1030,87,False
2705,134,2026-06-11,3990,20,False
2706,124,2025-08-16,4016,3,False
2707,759,2025-09-22,4864,125,False
2708,246,2025-05-04,4156,74,False
2709,628,2025-09-12,518,25,False
2710,117,2025-10-16,4754,55,False
2711,144,2025-09-05,1489,51,False
2712,173,2025-05-31,5224,56,False
2713,154,2025-02-23,4171,31,False
2714,166,2026-01-16,4042,68,False
2715,231,2025-02-08,3476,33,False
2716,335,2026-06-11,3657,119,False
2717,148,2025-02-14,3068,81,False
2718,420,2026-07-31,4238,145,False
2719,292,2025-12-03,4980,155,False
2720,499,2025-09-23,1046,78,False
2721,466,2026-05-29,4504,177,True
2722,728,2025-09-19,3997,196,False
2723,497,2025-03-25,3163,89,False
2724,551,2025-11-09,4913,116,False
2725,671,2025-10-24,5057,89,False
2726,159,2026-07-08,2463,138,False
2727,699,2025-11-10,395,22,False
2728,360,2025-02-17,148,91,False
2729,530,2025-07-25,3328,99,False
2730,584,2025-07-05,1838,187,False
2731,172,2025-05-16,1233,168,False
2732,445,2025-04-30,548,108,True
2733,228,2025-02-17,1458,114,False
2734,136,2026-04-16,3393,149,False
2735,705,2025-08-29,4297,13,False
2736,631,2025-08-18,4512,104,False
2737,149,2025-09-21,3577,96,False
2738,158,2026-08-09,520,173,True
2739,70,2026-03-01,3794,144,False
2740,276,2026-08-18,2325,153,False
2741,194,2025-12-31,727,16,False
2742,587,2026-06-19,3642,165,False
2743,324,2026-07-16,5166,135,False
2744,776,2025-11-05,4903,13,False
2745,449,2025-10-26,4227,129,False
2746,713,2026-07-20,1213,114,False
2747,77,2026-03-15,2694,27,False
2748,776,2025-08-17,2865,105,False
2749,261,2025-07-14,2242,166,False
2750,318,2025-08-27,122,78,False
2751,478,2025-06-05,3093,54,False
2752,349,2025-10-15,2125,56,False
2753,252,2026-02-14,1880,143,False
2754,131,2026-02-28,1883,163,False
2755,336,2025-01-26,4020,156,False
2756,379,2025-02-08,981,58,False
2757,104,2026-01-17,2973,88,False
2758,625,2025-11-22,799,113,False
2759,144,2025-02-04,5053,140,False
2760,56,2026-08-10,2012,99,False
2761,258,2026-08-17,4924,133,False
2762,256,2025-02-10,358,102,False
2763,240,2025-01-04,3936,10,False
2764,741,2025-02-22,4897,186,False
2765,478,2026-01-31,855,56,False
2766,147,2026-07-27,5151,178,False
2767,415,2025-09-04,5100,96,False
2768,238,2026-05-20,4664,118,False
2769,761,2025-05-08,3908,176,False
2770,749,2025-01-01,49,41,False
2771,469,2025-10-20,647,21,False
2772,276,2025-10-01,1881,37,False
2773,107,2026-08-28,4222,166,False
2774,665,2025-07-07,2374,22,False
2775,20,2025-09-20,277,127,False
2776,230,2025-04-12,1797,92,True
2777,438,2025-09-01,4527,18,True
2778,206,2025-02-01,4326,38,False
2779,581,2025-07-28,4448,163,False
2780,150,2025-06-01,3656,89,False
2781,683,2025-08-18,1004,120,False
2782,51,2026-02-01,1077,70,False
2783,267,2026-04-22,5341,104,False
2784,333,2025-07-04,495,7,False
2785,789,2026-06-15,4234,198,False
2786,571,2025-07-06,3251,158,False
2787,792,2025-02-17,260,120,False
2788,405,2025-06-09,4559,190,False
2789,751,2025-05-26,4888,193,False
2790,326,2025-02-28,3435,81,False
2791,23,2026-02-05,5340,194,False
2792,164,2025-12-26,1346,63,False
2793,301,2025-07-05,5157,170,False
2794,547,2026-03-20,3023,10,False
2795,169,2025-05-15,3595,72,False
2796,203,2026-08-18,2880,4,False
2797,524,2025-08-01,4808,165,False
2798,26,2025-05-18,4256,127,False
2799,707,2026-03-30,4383,12,False
2800,772,2025-04-09,2316,108,False
2801,647,2026-08-06,5053,46,False
2802,754,2026-03-06,3902,157,False
2803,132,2025-05-05,1897,40,False
2804,172,2025-07-16,1424,109,False
2805,694,2026-08-11,4324,133,False
2806,191,2025-11-05,158,39,False
2807,564,2025-11-30,4820,11,False
2808,465,2026-03-07,4163,172,False
2809,238,2025-06-05,3098,24,False
2810,342,2025-09-12,5326,177,False
2811,358,2025-09-12,1466,49,False
2812,711,2025-08-14,5327,156,False
2813,430,2025-07-10,748,124,False
2814,342,2025-09-24,4063,190,False
2815,537,2026-04-23,1106,85,False
2816,109,2025-10-05,3616,175,False
2817,257,2025-02-23,1915,97,False
2818,438,2025-01-01,2040,94,False
2819,495,2025-01-13,1421,170,False
2820,91,2025-04-25,4995,168,False
2821,248,2026-04-08,3048,8,False
2822,358,2026-01-05,2611,146,False
2823,3,2025-07-31,1477,175,False
2824,462,2025-01-11,3934,99,False
2825,678,2025-07-19,1351,122,False
2826,757,2025-06-17,3074,82,False
2827,517,2025-10-29,1986,178,False
2828,235,2025-09-25,4846,139,False
2829,567,2025-04-15,1674,158,False
2830,520,2025-09-26,3732,15,False
2831,28,2025-03-15,1003,29,False
2832,1,2025-01-30,1677,135,False
2833,798,2026-07-15,2814,19,False
2834,698,2026-06-16,4948,84,False
2835,324,2026-08-28,2211,182,False
2836,254,2025-02-24,980,76,False
2837,75,2026-02-16,4819,10,False
2838,193,2026-06-16,1172,94,False
2839,74,2025-09-01,1220,29,False
2840,83,2026-08-25,1958,187,False
2841,686,2026-08-10,4420,147,False
2842,629,2025-04-19,2004,195,False
2843,634,2026-06-11,5169,88,False
2844,46,2025-02-12,4451,195,False
2845,296,2025-04-05,4496,154,False
2846,495,2025-03-15,2378,129,False
2847,443,2026-08-19,4492,75,False
2848,253,2026-06-02,4718,161,False
2849,327,2025-06-19,2170,195,False
2850,569,2026-08-14,1811,34,False
2851,677,2025-03-19,609,157,False
2852,773,2025-12-26,2108,106,False
2853,568,2026-06-09,2594,75,False
2854,220,2026-07-29,4126,62,False
2855,727,2025-05-15,3011,42,False
2856,496,2026-04-13,1357,35,False
2857,612,2026-02-21,1629,46,False
2858,297,2025-12-12,693,141,False
2859,446,2026-05-04,1203,59,False
2860,408,2026-07-09,774,2,False
2861,586,2025-03-31,4175,38,False
2862,67,2025-10-12,1278,173,False
2863,434,2025-05-08,303,79,False
2864,164,2025-09-07,3254,198,False
2865,129,2025-08-18,3007,61,False
2866,636,2026-03-13,247,64,False
2867,433,2026-01-10,3733,96,False
2868,276,2026-03-31,3593,27,False
2869,536,2026-03-05,5200,32,False
2870,1,2025-08-04,4138,158,False
2871,731,2026-01-26,4323,51,False
2872,257,2025-10-16,4043,160,True
2873,94,2025-11-22,3516,57,False
2874,536,2025-05-12,3425,156,False
2875,679,2025-06-17,3380,43,False
2876,778,2025-03-14,2391,141,False
2877,603,2025-04-07,539,46,False
2878,684,2025-08-02,5304,158,True
2879,251,2025-04-23,5269,58,False
2880,606,2025-10-27,515,172,False
2881,8,2026-03-12,4231,104,False
2882,744,2025-04-06,4096,7,False
2883,642,2025-05-07,1362,143,False
2884,528,2025-04-09,2080,198,False
2885,747,2026-05-08,4160,43,False
