remote_id,remote_brand_id,remote_created,remote_gateway_id,transaction_type,status,errordesc,psp,pp,paymentmethod,country,card_bin,source
5945,1007,1774083645,8,withdrawal,12,,,PP-Fallback,bank_transfer,DE,,CY
26119,1036,1774084018,1,capture,3,Invalid CVV,,,,MX,BR,CY
25398,1007,1774084626,11,withdrawal,4,,,,,DE,FR,CY
16109,1005,1774084639,10,api_sale,12,,,,,CA,,CY
21934,1064,1774084682,12,api_sale,4,,LegacyPSP-B,,,BR,ES,CY
21463,1009,1774084767,1,authorization,7,,LegacyPSP-B,PP-Fallback,,CA,BR,CY
17184,1025,1774084935,4,withdrawal,2,,LegacyPSP-B,,,NL,NL,CY
29236,1066,1774085374,14,capture,2,,,,,GB,PL,CY
14076,1073,1774086342,9,api_sale,3,Do not honor,,PP-Fallback,,ES,CA,CY
19252,1012,1774086553,5,api_sale,12,,,PP-Fallback,card,MX,,CY
29295,1018,1774087675,10,deposit,4,,,,,DE,FR,CY
24284,1004,1774087747,10,sale,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-B,,,MX,US,CY
18822,1011,1774088452,14,sale,4,,,,bank_transfer,CA,GB,CY
3950,1064,1774095935,1,withdrawal,2,,,,,BR,MX,CY
17808,1044,1774096580,5,withdrawal,4,,LegacyPSP-B,,,US,CA,CY
7110,1066,1774097559,14,withdrawal,12,,,,,GB,,CY
21984,1031,1774097997,14,withdrawal,3,Card expired,LegacyPSP-B,,,MX,,CY
13370,1073,1774098072,9,withdrawal,3,Transaction timed out. Old status pending_async. New status declined.,,,,ES,,CY
25086,1007,1774098720,8,payout,3,Card expired,,,,DE,BR,CY
6243,1058,1774098903,4,authorization,12,,,,,PL,,CY
6167,1058,1774100099,4,capture,3,Issuer unavailable,,,,PL,,CY
10645,1040,1774100148,2,sale,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,FR,ES,CY
4293,1042,1774100408,8,api_sale,1,,LegacyPSP-B,,,BR,CA,CY
799,1031,1774100706,2,withdrawal,2,,,,,MX,NL,CY
2862,1058,1774100804,11,refund,12,,,,card,PL,,CY
14201,1011,1774101116,14,payout,3,Transaction timed out. Old status pending_async. New status declined.,,,,CA,ES,CY
514,1009,1774101380,1,refund,2,,,,bank_transfer,CA,,CY
18595,1059,1774103301,14,payout,3,Invalid CVV,,,,US,MX,CY
26004,1015,1774104117,10,withdrawal,2,,LegacyPSP-A,,,PL,DE,CY
15801,1077,1774104739,10,refund,3,Do not honor,LegacyPSP-A,,bank_transfer,BR,,CY
3190,1070,1774104744,9,capture,2,,,,,FR,GB,CY
11095,1058,1774106137,11,payout,3,Issuer unavailable,,,,PL,PL,CY
19077,1052,1774106229,6,refund,3,Insufficient funds,LegacyPSP-A,,,CA,FR,CY
11322,1049,1774107292,7,authorization,4,,,,bank_transfer,CA,MX,CY
23887,1036,1774108524,1,refund,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-B,,card,MX,ES,CY
26865,1058,1774108795,3,withdrawal,3,Issuer unavailable,LegacyPSP-A,,card,PL,ES,CY
18077,1011,1774108894,14,refund,2,,,,,CA,,CY
523,1073,1774108948,9,sale,4,,LegacyPSP-B,,,ES,PL,CY
16693,1009,1774109174,5,deposit,2,,,,,CA,MX,CY
1848,1059,1774109303,9,api_sale,2,,,,,US,GB,BR
8549,1010,1774109942,8,api_sale,3,Issuer unavailable,LegacyPSP-B,PP-Fallback,,NL,CA,CY
7741,1051,1774110019,4,sale,2,,,,,FR,,CY
21888,1004,1774110502,9,refund,3,Card expired,,PP-Fallback,,MX,DE,CY
26886,1067,1774110523,13,sale,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,CA,,CY
25596,1029,1774111270,3,capture,7,,,,,MX,,CY
26254,1010,1774113885,5,authorization,3,Card expired,LegacyPSP-A,,,NL,PL,CY
17826,1073,1774114167,9,capture,4,,LegacyPSP-B,PP-Fallback,,ES,CA,CY
8784,1012,1774115523,14,sale,3,Do not honor,,PP-Fallback,,MX,DE,CY
22415,1004,1774115546,9,capture,3,Insufficient funds,,PP-Fallback,,MX,DE,CY
5650,1008,1774116069,5,refund,12,,LegacyPSP-B,PP-Fallback,card,NL,,CY
13095,1073,1774116367,9,authorization,7,,,PP-Fallback,,ES,,CY
8366,1019,1774116368,3,withdrawal,12,,LegacyPSP-B,,wallet,MX,ES,CY
25984,1029,1774116385,13,withdrawal,2,,LegacyPSP-A,,,MX,DE,CY
24902,1038,1774116405,1,withdrawal,1,,,,,DE,CA,CY
134,1073,1774116817,9,sale,1,,,,,ES,GB,CY
11155,1009,1774117230,1,withdrawal,3,Insufficient funds,,,,CA,PL,CY
16195,1012,1774118167,12,payout,3,Suspected fraud,,,bank_transfer,MX,NL,CY
13696,1015,1774118248,10,sale,1,,LegacyPSP-B,,,PL,CA,CY
2835,1076,1774118932,6,sale,3,Do not honor,,,wallet,BR,,CY
20813,1055,1774119098,4,capture,12,,LegacyPSP-A,,,ES,,CY
10619,1051,1774122779,4,api_sale,2,,,,,FR,,CY
10922,1058,1774123938,3,authorization,3,Insufficient funds,,,wallet,PL,NL,CY
26837,1030,1774124210,8,deposit,3,Transaction timed out. Old status pending. New status declined.,LegacyPSP-B,,,CA,MX,CY
16140,1050,1774124920,11,payout,12,,LegacyPSP-B,,,DE,,CY
5687,1042,1774126889,10,capture,7,,,,,BR,ES,CY
11176,1000,1774128481,7,sale,3,Card expired,,PP-Fallback,,BR,,BR
20317,1000,1774130062,12,deposit,4,,,,,BR,,CY
4431,1020,1774130474,13,payout,4,,,,,CA,,CY
16587,1051,1774130861,4,api_sale,4,,,PP-Fallback,,FR,MX,CY
15004,1059,1774131148,14,authorization,3,Insufficient funds,LegacyPSP-A,,,US,GB,CY
8568,1058,1774132942,4,sale,12,,LegacyPSP-B,,,PL,PL,CY
22149,1015,1774133100,10,sale,3,Insufficient funds,,,,PL,DE,CY
27110,1073,1774133357,9,payout,3,Issuer unavailable,LegacyPSP-A,,,ES,PL,CY
15506,1041,1774134228,14,capture,2,,LegacyPSP-A,,bank_transfer,BR,,CY
26418,1073,1774134520,9,refund,2,,,,,ES,MX,CY
21166,1066,1774135068,14,api_sale,4,,,,,GB,,CY
29911,1030,1774135289,8,withdrawal,4,,,,,CA,,CY
29797,1007,1774135968,2,sale,12,,,,,DE,,CY
29518,1015,1774135994,10,deposit,12,,,PP-Fallback,,PL,NL,CY
7098,1018,1774136023,8,sale,3,Transaction timed out. Old status pending_async. New status declined.,,,bank_transfer,DE,,CY
3968,1009,1774136617,5,capture,3,Issuer unavailable,LegacyPSP-A,,wallet,CA,US,CY
17360,1073,1774137240,9,sale,3,Card expired,,PP-Fallback,,ES,,CY
516,1012,1774137839,14,withdrawal,4,,,PP-Fallback,bank_transfer,MX,US,CY
14735,1042,1774138148,8,capture,12,,,,,BR,BR,CY
27127,1004,1774138180,8,deposit,3,Invalid CVV,LegacyPSP-B,PP-Fallback,card,MX,,CY
13936,1015,1774138232,10,payout,12,,,,,PL,CA,CY
9582,1030,1774139327,6,authorization,4,,,,,CA,PL,CY
17158,1007,1774140380,4,capture,2,,,,,DE,,CY
9686,1067,1774140879,9,refund,12,,LegacyPSP-A,,,CA,,CY
21599,1004,1774141589,8,payout,3,Issuer unavailable,,,,MX,PL,CY
26272,1004,1774142534,13,payout,3,Issuer unavailable,LegacyPSP-B,,wallet,MX,GB,CY
2893,1076,1774144282,4,deposit,12,,,PP-Fallback,,BR,,CY
3338,1067,1774144841,9,payout,4,,LegacyPSP-A,,card,CA,,CY
773,1052,1774144961,3,refund,3,Transaction timed out. Old status pending. New status declined.,,,,CA,,CY
19678,1010,1774144977,5,sale,2,,LegacyPSP-A,,,NL,CA,CY
8360,1010,1774146545,5,sale,7,,,,,NL,FR,CY
8552,1007,1774148150,2,deposit,4,,,PP-Fallback,,DE,,CY
25369,1012,1774149259,9,withdrawal,2,,LegacyPSP-A,,,MX,NL,CY
17617,1009,1774150279,4,capture,3,Suspected fraud,,,bank_transfer,CA,,CY
901,1012,1774150419,5,capture,12,,,,,MX,,CY
325,1007,1774150522,11,refund,4,,,,,DE,US,CY
12319,1015,1774150877,10,refund,2,,LegacyPSP-B,,,PL,,CY
22029,1049,1774151120,11,payout,2,,,,,CA,FR,CY
19748,1029,1774151442,3,authorization,4,,,,,MX,PL,CY
3786,1031,1774151810,2,payout,2,,,,,MX,CA,CY
10365,1011,1774151841,14,withdrawal,4,,,,,CA,US,CY
3455,1073,1774152127,9,refund,2,,,,wallet,ES,,BR
13970,1049,1774152310,11,sale,3,Invalid CVV,LegacyPSP-A,,,CA,NL,CY
29820,1018,1774152758,8,authorization,12,,,PP-Fallback,,DE,,CY
15692,1020,1774152851,13,sale,3,Invalid CVV,,,,CA,ES,CY
14070,1004,1774154594,10,payout,3,Insufficient funds,LegacyPSP-A,,,MX,MX,CY
29689,1064,1774154626,1,sale,4,,,,card,BR,ES,CY
9927,1051,1774154907,4,withdrawal,3,Do not honor,,PP-Fallback,,FR,DE,CY
6461,1026,1774155036,8,api_sale,12,,,,,ES,FR,CY
18065,1042,1774155820,8,sale,3,Suspected fraud,,PP-Fallback,,BR,NL,CY
25525,1015,1774156459,10,deposit,4,,,,,PL,,CY
23484,1012,1774157023,9,payout,12,,,,,MX,BR,CY
4834,1014,1774157536,8,capture,2,,LegacyPSP-A,,,CA,BR,CY
15751,1058,1774157566,11,withdrawal,3,Transaction timed out. Old status pending_async. New status declined.,,,wallet,PL,FR,CY
21800,1067,1774157683,14,payout,2,,,,,CA,MX,BR
7167,1011,1774157838,14,sale,12,,LegacyPSP-B,,,CA,CA,CY
23477,1010,1774158326,5,capture,4,,,,,NL,NL,CY
15668,1066,1774158751,14,withdrawal,12,,LegacyPSP-A,,wallet,GB,CA,CY
15551,1031,1774158944,14,sale,4,,,,bank_transfer,MX,MX,CY
2670,1031,1774159112,14,deposit,2,,,,,MX,MX,CY
20237,1031,1774160105,2,capture,12,,,,,MX,,CY
14078,1031,1774160254,14,api_sale,4,,,,,MX,,BR
22869,1012,1774160371,5,payout,4,,,PP-Fallback,,MX,CA,CY
1981,1011,1774161243,14,sale,2,,,,,CA,BR,CY
7376,1018,1774161926,10,authorization,4,,LegacyPSP-A,,,DE,,CY
23710,1059,1774162341,14,api_sale,4,,,,,US,US,CY
8045,1003,1774163037,7,deposit,3,Insufficient funds,,,,US,NL,CY
21876,1011,1774164823,14,capture,3,Card expired,LegacyPSP-B,,,CA,,CY
21131,1075,1774165178,3,sale,12,,,,,FR,CA,CY
8556,1058,1774165760,4,withdrawal,3,Transaction timed out. Old status pending_async. New status declined.,LegacyPSP-B,,card,PL,BR,CY
1450,1004,1774165764,9,payout,2,,,,,MX,,CY
20692,1012,1774166091,14,authorization,4,,LegacyPSP-A,,,MX,NL,CY
820,1056,1774166307,4,authorization,12,,,,,CA,,CY
14753,1011,1774166381,14,withdrawal,4,,,,,CA,BR,CY
16731,1067,1774166482,9,refund,2,,,,,CA,,CY
26947,1064,1774168290,1,sale,2,,,,,BR,US,CY
28131,1057,1774168545,8,payout,4,,,,,GB,,CY
28994,1004,1774168975,13,payout,4,,LegacyPSP-B,,,MX,,CY
11077,1059,1774169498,12,refund,4,,,,wallet,US,MX,CY
18164,1007,1774171036,11,capture,3,Suspected fraud,LegacyPSP-B,,,DE,,CY
14918,1070,1774172108,3,authorization,4,,,,,FR,US,CY
24936,1015,1774172232,10,refund,3,Insufficient funds,,,,PL,GB,CY
17685,1062,1774172315,7,capture,4,,LegacyPSP-A,,card,PL,PL,CY
12569,1004,1774172391,8,capture,7,,,,wallet,MX,,CY
12556,1059,1774174759,14,api_sale,3,Card expired,,,,US,,CY
17500,1054,1774174872,1,authorization,2,,,,,BR,,CY
15055,1018,1774175867,10,deposit,2,,,,,DE,,BR
2060,1052,1774176028,11,capture,12,,,,,CA,,BR
16792,1042,1774176828,8,sale,3,Do not honor,LegacyPSP-B,PP-Fallback,,BR,FR,CY
24420,1015,1774177721,10,deposit,3,Do not honor,,,,PL,,CY
8638,1066,1774177845,14,refund,2,,,,,GB,CA,BR
28604,1058,1774178554,4,deposit,12,,,,,PL,,CY
5349,1020,1774178610,13,withdrawal,2,,,,,CA,BR,CY
14108,1029,1774180364,13,authorization,2,,,,,MX,FR,CY
29554,1070,1774181154,9,withdrawal,4,,LegacyPSP-B,,,FR,,CY
14339,1010,1774182017,8,api_sale,3,Insufficient funds,,,,NL,,CY
27476,1020,1774183121,13,deposit,12,,,PP-Fallback,,CA,BR,CY
5985,1059,1774183426,14,withdrawal,2,,,,,US,US,CY
23976,1057,1774183591,11,sale,2,,,PP-Fallback,,GB,BR,CY
18174,1067,1774184326,9,authorization,4,,,,,CA,,CY
16609,1061,1774185880,1,api_sale,2,,LegacyPSP-A,,,DE,PL,CY
4621,1067,1774186221,14,refund,12,,,,,CA,CA,BR
12697,1051,1774186986,1,refund,4,,LegacyPSP-B,PP-Fallback,,FR,NL,CY
25639,1074,1774187645,2,authorization,7,,,,wallet,ES,US,CY
23020,1051,1774188300,1,deposit,4,,,PP-Fallback,,FR,MX,CY
21992,1038,1774190384,5,payout,3,Issuer unavailable,LegacyPSP-A,,,DE,DE,CY
17008,1010,1774192955,4,deposit,4,,LegacyPSP-A,,,NL,,CY
17513,1031,1774193246,4,deposit,2,,,,,MX,FR,CY
7260,1031,1774193330,2,deposit,4,,,PP-Fallback,,MX,,CY
1872,1058,1774194515,3,sale,2,,,,wallet,PL,PL,BR
594,1004,1774194596,9,sale,3,Invalid CVV,LegacyPSP-B,,,MX,,CY
7687,1042,1774194692,10,authorization,3,Card expired,LegacyPSP-A,PP-Fallback,,BR,,CY
2430,1074,1774196264,2,refund,3,Do not honor,LegacyPSP-B,,,ES,,CY
19098,1012,1774196532,5,api_sale,2,,,,,MX,FR,CY
21864,1058,1774197681,11,sale,3,Transaction timed out. Old status pending. New status declined.,,,,PL,US,CY
2954,1018,1774197732,8,payout,12,,,,,DE,,CY
16857,1011,1774197954,14,deposit,2,,LegacyPSP-B,,,CA,MX,CY
1124,1038,1774199272,2,refund,4,,,,,DE,,CY
1980,1007,1774202298,8,api_sale,4,,,,,DE,MX,CY
25690,1009,1774203534,5,refund,12,,LegacyPSP-B,,,CA,BR,CY
13937,1027,1774203577,9,capture,2,,,,,DE,NL,CY
21776,1059,1774204578,12,deposit,2,,,,wallet,US,CA,CY
13553,1002,1774205911,11,withdrawal,3,Issuer unavailable,LegacyPSP-B,PP-Fallback,wallet,ES,PL,CY
28937,1009,1774206024,1,api_sale,4,,,PP-Fallback,,CA,FR,CY
15158,1007,1774207231,4,capture,12,,,,,DE,ES,CY
26781,1007,1774207951,4,refund,4,,,,,DE,,CY
16670,1004,1774208287,9,capture,3,Transaction timed out. Old status pending. New status declined.,,PP-Fallback,,MX,BR,CY
6070,1064,1774209378,12,capture,3,Issuer unavailable,,,,BR,ES,CY
25502,1052,1774210676,11,deposit,3,Suspected fraud,,PP-Fallback,,CA,MX,CY
16976,1073,1774210702,9,withdrawal,2,,,,,ES,,CY
21087,1049,1774211296,7,authorization,7,,LegacyPSP-A,,,CA,,CY
5226,1076,1774211443,7,capture,4,,,,,BR,GB,CY
11119,1007,1774211657,2,refund,12,,LegacyPSP-B,,,DE,PL,CY
2329,1048,1774212144,10,refund,4,,LegacyPSP-A,,,PL,PL,CY
14720,1009,1774213489,1,api_sale,4,,,PP-Fallback,,CA,,CY
19978,1073,1774213956,9,deposit,4,,LegacyPSP-B,,,ES,,CY
6807,1044,1774214727,12,deposit,12,,LegacyPSP-A,,,US,,CY
6385,1000,1774215592,13,refund,12,,,PP-Fallback,,BR,BR,CY
8227,1052,1774216399,6,deposit,3,Do not honor,,PP-Fallback,,CA,NL,CY
10100,1019,1774218550,10,withdrawal,3,Suspected fraud,,,,MX,,CY
15319,1009,1774218614,4,api_sale,2,,,PP-Fallback,bank_transfer,CA,,CY
2335,1009,1774220095,13,authorization,12,,LegacyPSP-A,,,CA,US,CY
7792,1031,1774220988,2,authorization,12,,,PP-Fallback,,MX,NL,CY
26343,1015,1774221046,10,capture,4,,,,,PL,NL,CY
3683,1012,1774222240,14,withdrawal,12,,,,,MX,DE,CY
1565,1010,1774222941,4,authorization,3,Card expired,LegacyPSP-B,,,NL,,CY
13452,1076,1774224088,6,sale,2,,,,card,BR,,CY
22081,1002,1774224302,12,authorization,3,Suspected fraud,,PP-Fallback,,ES,,CY
28318,1076,1774224455,6,deposit,4,,,,,BR,MX,CY
7637,1004,1774225639,10,api_sale,2,,LegacyPSP-A,,wallet,MX,,CY
29634,1015,1774227986,10,refund,3,Do not honor,LegacyPSP-B,,,PL,BR,CY
932,1007,1774229184,11,sale,3,Invalid CVV,,,,DE,DE,CY
7645,1005,1774229267,10,api_sale,3,Do not honor,,,,CA,CA,CY
6253,1018,1774229809,8,refund,4,,,PP-Fallback,,DE,NL,CY
26700,1044,1774230786,5,authorization,3,Do not honor,LegacyPSP-B,,,US,,CY
23957,1041,1774232132,11,sale,4,,LegacyPSP-A,,,BR,CA,CY
18451,1058,1774233055,3,api_sale,3,Card expired,LegacyPSP-B,,,PL,GB,CY
16234,1064,1774234943,1,capture,4,,,,,BR,NL,CY
21008,1020,1774235229,9,api_sale,4,,,PP-Fallback,,CA,GB,BR
14317,1031,1774236202,14,refund,2,,,,,MX,NL,CY
5154,1054,1774236523,11,authorization,2,,,,,BR,DE,CY
23167,1016,1774236764,13,sale,12,,LegacyPSP-A,,,MX,ES,CY
26141,1002,1774237001,12,payout,4,,,,wallet,ES,DE,CY
9899,1011,1774237076,14,refund,2,,,,,CA,,CY
15724,1030,1774237133,8,api_sale,3,Issuer unavailable,,,,CA,DE,CY
13615,1078,1774237524,5,capture,3,Transaction timed out. Old status pending_async. New status declined.,,,,ES,BR,CY
1273,1058,1774237750,4,sale,12,,,,,PL,DE,CY
4730,1055,1774238569,4,capture,4,,LegacyPSP-B,,,ES,,CY
20535,1067,1774238875,13,payout,12,,,,,CA,,BR
27534,1058,1774239139,3,refund,2,,,,,PL,,CY
20851,1015,1774239710,10,withdrawal,3,Do not honor,,,,PL,GB,CY
16641,1012,1774240540,5,refund,2,,,,,MX,CA,CY
20413,1007,1774240828,2,deposit,12,,,,,DE,,CY
26532,1070,1774241558,3,refund,2,,LegacyPSP-A,PP-Fallback,card,FR,DE,CY
18809,1035,1774241714,11,refund,12,,,,wallet,PL,GB,CY
9575,1051,1774242199,1,payout,2,,LegacyPSP-A,,,FR,,CY
15461,1009,1774242430,5,deposit,4,,LegacyPSP-B,,bank_transfer,CA,ES,CY
342,1059,1774242739,9,withdrawal,3,Do not honor,,,card,US,NL,CY
26409,1058,1774242886,4,refund,3,Insufficient funds,,,,PL,,CY
4550,1009,1774243262,1,api_sale,4,,,,bank_transfer,CA,US,CY
5668,1066,1774243468,14,api_sale,12,,,,wallet,GB,,CY
21099,1029,1774243920,3,authorization,12,,,,,MX,CA,CY
16,1018,1774244552,10,sale,4,,,PP-Fallback,,DE,,CY
21988,1041,1774244813,14,payout,3,Issuer unavailable,LegacyPSP-B,,,BR,,CY
17405,1010,1774246310,4,withdrawal,12,,,,,NL,FR,CY
13502,1018,1774247555,8,sale,4,,,,card,DE,CA,CY
8475,1059,1774248010,14,payout,4,,,,,US,,CY
2769,1048,1774248604,7,capture,12,,,,,PL,,BR
20133,1058,1774249360,4,payout,2,,,PP-Fallback,,PL,PL,CY
653,1073,1774249408,9,refund,1,,,PP-Fallback,,ES,NL,CY
12029,1047,1774250322,2,sale,12,,,,,PL,BR,CY
1738,1029,1774252013,3,withdrawal,3,Transaction timed out. Old status pending. New status declined.,,,,MX,NL,CY
20639,1011,1774252384,14,withdrawal,4,,LegacyPSP-B,,,CA,CA,CY
28784,1029,1774253119,3,withdrawal,2,,LegacyPSP-B,,,MX,GB,CY
14431,1030,1774253461,8,authorization,3,Card expired,,,,CA,FR,CY
24806,1031,1774255221,4,api_sale,2,,,PP-Fallback,,MX,,CY
29721,1026,1774255478,12,capture,3,Suspected fraud,,,,ES,ES,CY
19153,1012,1774256143,14,payout,12,,,,card,MX,MX,CY
11994,1015,1774256237,10,withdrawal,3,Invalid CVV,,,,PL,DE,CY
20356,1058,1774256952,4,api_sale,3,Transaction timed out. Old status pending. New status declined.,,,bank_transfer,PL,,BR
12840,1042,1774258334,10,authorization,4,,,,bank_transfer,BR,,CY
26190,1059,1774258422,12,withdrawal,12,,,,,US,,CY
23580,1041,1774259939,10,refund,2,,,,,BR,FR,CY
14570,1004,1774261485,13,api_sale,3,Transaction timed out. Old status pending_async. New status declined.,,PP-Fallback,,MX,BR,CY
15464,1007,1774261797,4,payout,12,,,,,DE,,CY
2136,1073,1774261880,9,sale,1,,,,,ES,,CY
20209,1076,1774262364,4,api_sale,12,,,,,BR,,CY
21610,1011,1774262835,14,withdrawal,12,,,,wallet,CA,NL,CY
11707,1042,1774263104,8,capture,12,,LegacyPSP-A,,wallet,BR,MX,CY
13528,1064,1774264738,1,payout,12,,LegacyPSP-A,,,BR,,CY
24464,1020,1774265832,9,deposit,4,,LegacyPSP-A,PP-Fallback,,CA,FR,CY
16494,1073,1774266625,9,refund,3,Card expired,LegacyPSP-A,,,ES,,CY
29005,1012,1774267986,5,sale,3,Card expired,,,,MX,,CY
23949,1030,1774268104,3,authorization,4,,LegacyPSP-A,,,CA,,CY
22125,1015,1774268619,10,sale,12,,,,bank_transfer,PL,,CY
8401,1030,1774269581,3,authorization,2,,,PP-Fallback,,CA,PL,CY
25237,1073,1774269672,9,authorization,3,Invalid CVV,,,,ES,,CY
18504,1040,1774270035,2,sale,2,,,,,FR,ES,BR
5791,1030,1774270211,6,authorization,4,,,,,CA,ES,CY
25632,1073,1774270272,9,deposit,4,,LegacyPSP-B,,,ES,GB,CY
16029,1061,1774271337,1,sale,2,,,,,DE,NL,CY
22863,1007,1774273806,11,capture,3,Card expired,LegacyPSP-A,,,DE,,CY
27785,1057,1774274211,8,refund,2,,LegacyPSP-B,,,GB,US,CY
12068,1029,1774274942,3,refund,3,Invalid CVV,,PP-Fallback,,MX,,CY
2314,1007,1774276430,11,payout,4,,,,wallet,DE,US,CY
14401,1059,1774277449,12,deposit,3,Transaction timed out. Old status pending_async. New status declined.,,,,US,BR,CY
22761,1020,1774278000,9,sale,2,,,,bank_transfer,CA,GB,BR
14113,1018,1774278656,10,deposit,3,Transaction timed out. Old status pending. New status declined.,,,,DE,,BR
5319,1009,1774279082,5,capture,4,,,PP-Fallback,,CA,,CY
18803,1015,1774280001,10,refund,3,Invalid CVV,LegacyPSP-B,PP-Fallback,,PL,FR,BR
4510,1051,1774280026,4,payout,3,Insufficient funds,,,,FR,NL,CY
5113,1010,1774280451,8,api_sale,2,,,,,NL,,CY
18875,1036,1774284576,11,sale,2,,,,,MX,ES,CY
3534,1004,1774284987,13,deposit,12,,LegacyPSP-B,,,MX,US,CY
17949,1011,1774285528,14,withdrawal,2,,,,bank_transfer,CA,,CY
15404,1066,1774286637,14,sale,12,,LegacyPSP-B,,,GB,,CY
6817,1005,1774287764,10,deposit,2,,LegacyPSP-B,,,CA,BR,CY
28274,1049,1774289292,13,sale,3,Insufficient funds,,,,CA,MX,CY
23421,1004,1774290979,8,authorization,3,Transaction timed out. Old status pending_async. New status declined.,,,,MX,CA,CY
2072,1014,1774291230,8,payout,3,Do not honor,LegacyPSP-A,,,CA,US,CY
1709,1067,1774291965,14,withdrawal,3,Do not honor,,,,CA,DE,CY
5727,1012,1774292853,12,sale,2,,,,,MX,,CY
7615,1012,1774292953,9,api_sale,12,,,,,MX,US,CY
10947,1061,1774293464,1,authorization,3,Insufficient funds,LegacyPSP-A,,,DE,FR,BR
26223,1054,1774293499,14,capture,4,,,,,BR,,CY
8313,1010,1774293536,6,api_sale,3,Suspected fraud,LegacyPSP-B,,,NL,CA,CY
7189,1011,1774293994,14,sale,4,,,,,CA,US,CY
6024,1036,1774295046,11,payout,3,Insufficient funds,,,,MX,US,CY
8330,1031,1774296564,14,capture,3,Issuer unavailable,LegacyPSP-B,PP-Fallback,,MX,,CY
22277,1004,1774297036,13,withdrawal,2,,,,,MX,,CY
15311,1010,1774297110,8,refund,3,Do not honor,LegacyPSP-B,,wallet,NL,CA,CY
29541,1031,1774297154,14,refund,4,,LegacyPSP-B,PP-Fallback,,MX,US,CY
4272,1066,1774300260,14,api_sale,4,,LegacyPSP-A,PP-Fallback,,GB,GB,CY
24437,1067,1774302105,14,payout,2,,LegacyPSP-B,,,CA,MX,CY
28241,1059,1774303134,14,refund,3,Transaction timed out. Old status pending. New status declined.,,PP-Fallback,bank_transfer,US,DE,CY
20969,1018,1774303577,8,payout,4,,LegacyPSP-A,,,DE,,CY
13584,1049,1774304137,11,sale,3,Suspected fraud,LegacyPSP-A,,,CA,,CY
21854,1066,1774304210,14,api_sale,3,Insufficient funds,,,bank_transfer,GB,,CY
11584,1014,1774304522,8,sale,3,Invalid CVV,,,,CA,US,CY
22763,1073,1774304524,9,payout,3,Do not honor,,,,ES,FR,CY
12152,1054,1774304982,1,sale,12,,,PP-Fallback,,BR,,CY
16588,1049,1774305157,11,payout,2,,,,card,CA,MX,CY
21077,1012,1774308667,5,refund,4,,,,,MX,,CY
16196,1064,1774310258,1,refund,1,,LegacyPSP-B,,wallet,BR,US,BR
13173,1043,1774311086,7,capture,4,,,PP-Fallback,,BR,ES,CY
21615,1052,1774311548,11,withdrawal,3,Issuer unavailable,LegacyPSP-A,,,CA,,CY
18998,1049,1774311929,11,withdrawal,4,,LegacyPSP-A,,,CA,PL,CY
26572,1055,1774312870,4,withdrawal,2,,,,,ES,FR,CY
19742,1052,1774314831,11,capture,3,Invalid CVV,LegacyPSP-A,,,CA,DE,BR
22682,1042,1774319382,8,capture,3,Card expired,LegacyPSP-A,,,BR,DE,CY
4770,1034,1774320154,13,api_sale,4,,,,,MX,,CY
394,1055,1774320198,4,api_sale,12,,,,,ES,,CY
17183,1076,1774321553,4,sale,3,Do not honor,,,,BR,CA,CY
741,1067,1774321672,9,sale,3,Suspected fraud,LegacyPSP-B,,,CA,NL,CY
20987,1057,1774324141,8,refund,4,,,PP-Fallback,,GB,MX,CY
16727,1058,1774324210,4,withdrawal,3,Do not honor,LegacyPSP-B,,,PL,,CY
12390,1015,1774324795,10,authorization,1,,LegacyPSP-A,,bank_transfer,PL,MX,CY
503,1050,1774325085,11,sale,2,,LegacyPSP-B,,,DE,PL,CY
25308,1073,1774325118,9,refund,2,,,,,ES,MX,CY
5871,1067,1774325140,9,api_sale,12,,LegacyPSP-A,,,CA,US,CY
24133,1064,1774327002,5,api_sale,4,,LegacyPSP-B,,,BR,,CY
24465,1073,1774327426,9,api_sale,3,Issuer unavailable,,,card,ES,,CY
21190,1049,1774327879,13,withdrawal,4,,,PP-Fallback,,CA,FR,CY
11543,1015,1774328098,10,refund,3,Card expired,,,,PL,,CY
10414,1015,1774328130,10,refund,3,Transaction timed out. Old status pending_async. New status declined.,,,,PL,CA,CY
6175,1020,1774328634,9,payout,4,,,,bank_transfer,CA,FR,CY
13136,1051,1774329164,1,refund,3,Issuer unavailable,LegacyPSP-B,,,FR,,CY
19619,1010,1774329662,4,authorization,2,,,,,NL,GB,CY
18972,1011,1774330405,14,authorization,2,,LegacyPSP-B,,,CA,,BR
7813,1007,1774330616,4,sale,2,,,,,DE,GB,CY
27695,1004,1774332003,10,withdrawal,3,Issuer unavailable,,,,MX,MX,CY
17328,1076,1774332515,7,withdrawal,12,,,,,BR,FR,CY
10836,1014,1774332986,8,api_sale,2,,,,,CA,,CY
27359,1012,1774332994,12,refund,3,Invalid CVV,,,wallet,MX,FR,CY
24391,1037,1774334153,10,payout,12,,,,wallet,MX,,BR
14913,1059,1774334490,9,sale,4,,,,,US,CA,CY
