Order ID,Order Date,Order Time,Customer ID,Membership Status,Restaurant Name,Cuisine Type,City,Order Status,Items Count,Subtotal,Base Delivery Fee,JET+ Delivery Fees Funded,JET+ Logistics Delivery Fee Share,Service Fee,Tip Amount,Order Total,Payment Method,Delivery Time (min),Driver ID,Customer Rating,Promo Code Used
ORD-100127,2025-04-10,06:56,CUST-1374,Non-Member,Casa de Tacos,Mexican,Lake Oswego,Delivered,2,57.58,4.85,0.0,3.42,6.33,5.96,74.72,PayPal,44,DRV-229,3,SAVE10
ORD-100128,2025-04-10,22:20,CUST-1010,Non-Member,Thai Basil Kitchen,Thai,Tigard,Delivered,6,62.07,5.06,0.0,3.32,6.83,12.65,86.61,PayPal,63,DRV-250,4,FREEDEL
ORD-100129,2025-04-11,07:24,CUST-1112,Non-Member,El Pollo Feliz,Mexican,Gresham,Delivered,6,60.19,2.84,0.0,1.64,6.62,1.99,71.64,PayPal,22,DRV-287,4,
ORD-100130,2025-04-11,09:09,CUST-1244,Non-Member,Olive & Vine,Mediterranean,Gresham,Delivered,1,61.92,5.85,0.0,4.17,6.81,4.19,78.77,Credit Card,39,DRV-219,4,FREEDEL
ORD-100131,2025-04-12,02:25,CUST-1291,Non-Member,The Green Bowl,Healthy,Tigard,Delivered,6,24.5,5.38,0.0,3.73,2.69,2.85,35.42,PayPal,47,DRV-292,4,SAVE10
ORD-100132,2025-04-15,23:13,CUST-1332,JET+ Member,Ramen Republic,Japanese,Portland,Refunded,4,77.3,5.87,5.87,3.48,8.5,17.2,103.0,Google Pay,,DRV-284,,
ORD-100133,2025-04-16,17:11,CUST-1154,JET+ Member,Lotus Thai Cafe,Thai,Gresham,Delivered,5,40.21,4.37,4.37,2.74,4.42,5.21,49.84,Gift Card,49,DRV-277,5,
ORD-100134,2025-04-18,01:14,CUST-1119,JET+ Member,Trattoria Bella,Italian,Tigard,Delivered,7,14.89,6.36,6.36,3.57,1.64,0.02,16.55,Gift Card,59,DRV-294,3,
ORD-100135,2025-04-18,18:23,CUST-1206,JET+ Member,El Pollo Feliz,Mexican,Hillsboro,Delivered,6,77.98,2.98,2.98,2.07,8.58,14.71,101.27,Apple Pay,39,DRV-286,3,
ORD-100136,2025-04-18,21:21,CUST-1255,Non-Member,Sunrise Skillet,Breakfast,Portland,Cancelled by Restaurant,3,18.19,4.04,0.0,2.95,2.0,3.67,27.9,Debit Card,,DRV-277,,
ORD-100137,2025-04-20,00:43,CUST-1248,Non-Member,El Pollo Feliz,Mexican,Gresham,Delivered,6,32.26,4.7,0.0,3.57,3.55,5.39,45.9,Apple Pay,49,DRV-288,4,
ORD-100138,2025-04-20,19:25,CUST-1096,Non-Member,Stars & Stripes Diner,American,Lake Oswego,Delivered,5,51.3,3.09,0.0,2.08,5.64,1.96,61.99,PayPal,27,DRV-228,5,SAVE10
ORD-100139,2025-04-22,05:39,CUST-1048,Non-Member,El Pollo Feliz,Mexican,Lake Oswego,Delivered,4,74.22,6.52,0.0,4.92,8.16,9.76,98.66,Debit Card,74,DRV-204,1,NEWUSER
ORD-100140,2025-04-22,10:28,CUST-1299,Non-Member,Golden Dragon,Chinese,Hillsboro,Delivered,4,40.36,5.03,0.0,3.16,4.44,8.62,58.45,Debit Card,50,DRV-269,2,
ORD-100141,2025-04-23,01:09,CUST-1011,JET+ Member,Olive & Vine,Mediterranean,Lake Oswego,Delivered,4,45.46,2.55,2.55,1.76,5.0,1.44,51.9,Google Pay,60,DRV-208,4,SUMMER26
ORD-100142,2025-04-23,01:30,CUST-1286,JET+ Member,Fresh Roots Salads,Healthy,Tigard,Delivered,4,40.34,4.35,4.35,2.5,4.44,2.68,47.46,Debit Card,46,DRV-215,5,SAVE10
ORD-100143,2025-04-23,10:23,CUST-1185,Non-Member,Banh Mi Bros,Vietnamese,Hillsboro,Delivered,3,71.48,6.37,0.0,4.15,7.86,10.63,96.34,Gift Card,42,DRV-257,5,SUMMER26
ORD-100144,2025-04-24,05:02,CUST-1111,JET+ Member,Bao Down,Chinese,Portland,Delivered,3,82.46,3.22,3.22,2.17,9.07,10.75,102.28,Debit Card,27,DRV-272,3,
ORD-100145,2025-04-24,08:37,CUST-1064,Non-Member,Tokyo Bento Box,Japanese,Lake Oswego,Delivered,6,54.79,2.7,0.0,2.02,6.03,3.85,67.37,Google Pay,57,DRV-291,4,
ORD-100146,2025-04-24,09:29,CUST-1374,Non-Member,Wok This Way,Asian Fusion,Lake Oswego,Delivered,1,16.34,3.28,0.0,2.28,1.8,0.8,22.22,Google Pay,56,DRV-221,3,SUMMER26
ORD-100147,2025-04-24,17:53,CUST-1262,Non-Member,Tokyo Bento Box,Japanese,Lake Oswego,Delivered,3,45.87,7.65,0.0,5.61,5.05,2.47,61.04,PayPal,66,DRV-219,5,
ORD-100148,2025-04-25,04:32,CUST-1120,JET+ Member,Noodle & Co Express,Asian Fusion,Tigard,Delivered,7,14.98,3.88,3.88,2.99,1.65,3.42,20.05,Debit Card,24,DRV-245,2,NEWUSER
ORD-100149,2025-04-25,20:21,CUST-1371,JET+ Member,Fresh Roots Salads,Healthy,Lake Oswego,Cancelled by Customer,2,32.01,3.52,3.52,2.05,3.52,7.55,43.08,Apple Pay,,DRV-240,,
ORD-100150,2025-04-26,03:42,CUST-1071,Non-Member,Sushi Zen,Japanese,Lake Oswego,Delivered,7,56.76,2.07,0.0,1.62,6.24,3.75,68.82,Gift Card,20,DRV-210,5,NEWUSER
ORD-100151,2025-04-27,10:41,CUST-1309,Non-Member,Sunrise Skillet,Breakfast,Portland,Cancelled by Customer,1,22.85,4.67,0.0,3.2,2.51,1.53,31.56,Apple Pay,,DRV-276,,FREEDEL
ORD-100152,2025-04-27,13:35,CUST-1013,Non-Member,Tokyo Bento Box,Japanese,Hillsboro,Refunded,6,65.46,6.63,0.0,3.76,7.2,2.81,82.1,Google Pay,,DRV-286,,FREEDEL
ORD-100153,2025-04-27,14:27,CUST-1359,JET+ Member,Slice of Napoli,Italian,Portland,Delivered,2,59.3,2.23,2.23,1.5,6.52,9.7,75.52,Credit Card,48,DRV-264,5,SAVE10
ORD-100154,2025-04-27,14:36,CUST-1082,JET+ Member,Golden Dragon,Chinese,Hillsboro,Delivered,4,17.11,4.88,4.88,3.64,1.88,3.2,22.19,PayPal,64,DRV-243,4,SUMMER26
ORD-100155,2025-04-27,16:05,CUST-1331,Non-Member,Burger Barn,American,Tigard,Delivered,6,70.17,3.39,0.0,2.31,7.72,10.63,91.91,Debit Card,67,DRV-260,5,SAVE10
ORD-100156,2025-04-28,04:10,CUST-1025,Non-Member,Sushi Zen,Japanese,Tigard,Delivered Late,7,77.38,2.93,0.0,2.31,8.51,11.85,100.67,Debit Card,56,DRV-216,4,
ORD-100157,2025-04-29,19:28,CUST-1341,JET+ Member,Burger Barn,American,Hillsboro,Cancelled by Customer,1,24.87,3.04,3.04,2.3,2.74,2.48,30.09,Google Pay,,DRV-298,,FREEDEL
ORD-100158,2025-04-30,09:11,CUST-1181,Non-Member,Casa de Tacos,Mexican,Beaverton,Delivered,3,36.8,3.07,0.0,2.24,4.05,3.29,47.21,Apple Pay,66,DRV-224,1,SUMMER26
ORD-100159,2025-04-30,18:46,CUST-1051,JET+ Member,Lotus Thai Cafe,Thai,Gresham,Delivered,1,75.45,4.14,4.14,2.72,8.3,3.88,87.63,Google Pay,49,DRV-270,3,FREEDEL
ORD-100160,2025-05-02,17:55,CUST-1300,JET+ Member,The Green Bowl,Healthy,Beaverton,Delivered,7,75.49,6.18,6.18,4.44,8.3,9.91,93.7,PayPal,55,DRV-261,4,
ORD-100161,2025-05-03,06:10,CUST-1328,Non-Member,Bangkok Street Eats,Thai,Beaverton,Delivered,1,73.13,4.95,0.0,2.87,8.04,1.32,87.44,Credit Card,65,DRV-207,2,
ORD-100162,2025-05-03,18:53,CUST-1399,Non-Member,La Taqueria,Mexican,Beaverton,Delivered,4,32.45,6.64,0.0,3.84,3.57,2.34,45.0,Debit Card,48,DRV-286,4,SUMMER26
ORD-100163,2025-05-03,19:31,CUST-1134,Non-Member,Sushi Zen,Japanese,Beaverton,Delivered,6,12.34,2.22,0.0,1.6,1.36,1.74,17.66,Gift Card,19,DRV-215,5,SAVE10
ORD-100164,2025-05-04,10:17,CUST-1250,Non-Member,Smoky Joe's BBQ,BBQ,Beaverton,Delivered,5,52.31,3.26,0.0,2.46,5.75,6.52,67.84,Apple Pay,19,DRV-277,5,
ORD-100165,2025-05-04,11:49,CUST-1399,JET+ Member,El Pollo Feliz,Mexican,Tigard,Cancelled by Customer,2,60.59,5.89,5.89,3.37,6.66,13.59,80.84,PayPal,,DRV-224,,
ORD-100166,2025-05-04,15:33,CUST-1000,Non-Member,Wok This Way,Asian Fusion,Tigard,Delivered,3,23.82,2.55,0.0,1.75,2.62,1.96,30.95,Google Pay,49,DRV-222,5,
ORD-100167,2025-05-05,01:17,CUST-1163,Non-Member,Smoky Joe's BBQ,BBQ,Hillsboro,Delivered,1,21.99,5.44,0.0,4.35,2.42,3.85,33.7,PayPal,51,DRV-239,1,FREEDEL
ORD-100168,2025-05-05,16:23,CUST-1206,JET+ Member,Pho Saigon,Vietnamese,Lake Oswego,Delivered,6,83.67,5.71,5.71,3.82,9.2,15.93,108.8,Debit Card,69,DRV-228,2,SUMMER26
ORD-100169,2025-05-05,19:41,CUST-1001,Non-Member,Golden Dragon,Chinese,Lake Oswego,Delivered,1,49.03,7.61,0.0,4.68,5.39,6.02,68.05,Debit Card,27,DRV-205,3,FREEDEL
ORD-100170,2025-05-06,10:05,CUST-1081,JET+ Member,Burger Barn,American,Lake Oswego,Delivered,3,78.66,6.51,6.51,4.65,8.65,12.8,100.11,Apple Pay,69,DRV-292,2,
ORD-100171,2025-05-06,22:29,CUST-1067,JET+ Member,Mama Rosa's Pizzeria,Italian,Beaverton,Delivered,1,55.39,2.88,2.88,2.17,6.09,0.52,62.0,PayPal,33,DRV-253,2,SAVE10
ORD-100172,2025-05-07,07:42,CUST-1257,JET+ Member,Pitmaster's Porch,BBQ,Beaverton,Delivered,7,56.56,6.65,6.65,5.0,6.22,10.06,72.84,Google Pay,23,DRV-247,5,
ORD-100173,2025-05-08,06:02,CUST-1337,Non-Member,Noodle & Co Express,Asian Fusion,Hillsboro,Delivered,3,65.52,6.82,0.0,4.98,7.21,5.87,85.42,Apple Pay,34,DRV-220,4,FREEDEL
ORD-100174,2025-05-09,04:31,CUST-1166,Non-Member,Noodle & Co Express,Asian Fusion,Portland,Delivered,4,55.0,2.36,0.0,1.78,6.05,2.98,66.39,Google Pay,63,DRV-253,4,SUMMER26
ORD-100175,2025-05-09,08:21,CUST-1128,JET+ Member,Tokyo Bento Box,Japanese,Hillsboro,Delivered,3,38.34,2.32,2.32,1.48,4.22,2.54,45.1,PayPal,52,DRV-220,4,SAVE10
ORD-100176,2025-05-11,00:48,CUST-1137,JET+ Member,Curry Corner,Indian,Tigard,Delivered,7,46.83,4.02,4.02,2.44,5.15,2.21,54.19,Google Pay,61,DRV-232,3,NEWUSER
ORD-100177,2025-05-11,01:15,CUST-1219,JET+ Member,Sushi Zen,Japanese,Hillsboro,Delivered,2,80.95,4.63,4.63,2.86,8.9,2.8,92.65,Apple Pay,57,DRV-297,4,
ORD-100178,2025-05-11,02:20,CUST-1034,Non-Member,Falafel House,Mediterranean,Gresham,Delivered,5,66.43,4.04,0.0,3.03,7.31,14.18,91.96,Apple Pay,26,DRV-266,5,
ORD-100179,2025-05-12,08:00,CUST-1116,JET+ Member,Wok This Way,Asian Fusion,Tigard,Cancelled by Restaurant,1,42.09,6.54,6.54,4.16,4.63,3.83,50.55,Gift Card,,DRV-255,,NEWUSER
ORD-100180,2025-05-12,08:36,CUST-1265,JET+ Member,Mama Rosa's Pizzeria,Italian,Gresham,Delivered,6,71.96,2.46,2.46,1.65,7.92,1.36,81.24,Google Pay,56,DRV-294,4,
ORD-100181,2025-05-13,03:13,CUST-1398,JET+ Member,Trattoria Bella,Italian,Gresham,Cancelled by Customer,1,82.74,3.32,3.32,2.45,9.1,7.14,98.98,Debit Card,,DRV-266,,SUMMER26
ORD-100182,2025-05-13,09:30,CUST-1035,Non-Member,Sunrise Skillet,Breakfast,Tigard,Delivered,6,20.61,7.76,0.0,6.03,2.27,3.61,34.25,Debit Card,33,DRV-296,5,NEWUSER
ORD-100183,2025-05-13,10:38,CUST-1166,Non-Member,Sunrise Skillet,Breakfast,Hillsboro,Delivered,4,22.99,2.52,0.0,1.81,2.53,1.95,29.99,Debit Card,22,DRV-275,5,FREEDEL
ORD-100184,2025-05-14,15:09,CUST-1215,Non-Member,Bangkok Street Eats,Thai,Hillsboro,Delivered,6,40.8,6.42,0.0,3.94,4.49,7.67,59.38,Google Pay,46,DRV-271,3,
ORD-100185,2025-05-15,20:44,CUST-1079,JET+ Member,Pho Saigon,Vietnamese,Lake Oswego,Delivered,6,20.2,6.7,6.7,4.61,2.22,1.55,23.97,Debit Card,52,DRV-233,2,
ORD-100186,2025-05-16,11:31,CUST-1132,JET+ Member,The Green Bowl,Healthy,Hillsboro,Delivered,4,30.22,2.7,2.7,1.63,3.32,2.07,35.61,Gift Card,40,DRV-253,1,
ORD-100187,2025-05-16,17:13,CUST-1131,Non-Member,Bao Down,Chinese,Portland,Delivered,4,62.4,4.6,0.0,3.01,6.86,3.9,77.76,Gift Card,48,DRV-247,1,SUMMER26
ORD-100188,2025-05-16,19:46,CUST-1345,Non-Member,Thai Basil Kitchen,Thai,Hillsboro,Delivered,6,20.89,5.03,0.0,3.64,2.3,3.03,31.25,Google Pay,29,DRV-202,5,SAVE10
ORD-100189,2025-05-17,01:33,CUST-1338,Non-Member,Smoky Joe's BBQ,BBQ,Beaverton,Delivered,2,41.14,2.2,0.0,1.3,4.53,6.57,54.44,Gift Card,62,DRV-221,5,FREEDEL
ORD-100190,2025-05-18,07:34,CUST-1196,JET+ Member,La Taqueria,Mexican,Beaverton,Delivered,7,13.23,3.64,3.64,2.87,1.46,1.04,15.73,Apple Pay,28,DRV-218,5,
ORD-100191,2025-05-18,15:19,CUST-1375,Non-Member,Casa de Tacos,Mexican,Gresham,Delivered,4,82.34,5.69,0.0,3.67,9.06,17.15,114.24,Apple Pay,29,DRV-242,1,NEWUSER
ORD-100192,2025-05-19,11:29,CUST-1169,JET+ Member,Curry Corner,Indian,Gresham,Delivered,5,57.24,7.59,7.59,6.04,6.3,1.0,64.54,Debit Card,25,DRV-279,4,SUMMER26
ORD-100193,2025-05-19,16:21,CUST-1010,JET+ Member,The Green Bowl,Healthy,Portland,Delivered Late,7,73.04,2.45,2.45,1.47,8.03,0.07,81.14,Apple Pay,43,DRV-233,3,NEWUSER
ORD-100194,2025-05-21,13:02,CUST-1338,Non-Member,Thai Basil Kitchen,Thai,Lake Oswego,Delivered,3,81.5,2.91,0.0,2.1,8.96,10.31,103.68,Debit Card,48,DRV-270,4,
ORD-100195,2025-05-21,23:48,CUST-1246,JET+ Member,La Taqueria,Mexican,Beaverton,Delivered,7,58.59,4.83,4.83,3.85,6.44,1.37,66.4,Debit Card,41,DRV-209,3,NEWUSER
ORD-100196,2025-05-22,12:07,CUST-1071,Non-Member,Lucky Panda Wok,Chinese,Portland,Cancelled by Customer,5,42.19,4.69,0.0,2.87,4.64,7.49,59.01,Apple Pay,,DRV-287,,NEWUSER
ORD-100197,2025-05-23,06:21,CUST-1195,JET+ Member,Burger Barn,American,Lake Oswego,Delivered,3,14.66,5.33,5.33,3.22,1.61,3.15,19.42,PayPal,54,DRV-202,4,FREEDEL
ORD-100198,2025-05-24,03:01,CUST-1256,JET+ Member,The Green Bowl,Healthy,Hillsboro,Delivered,1,56.86,2.05,2.05,1.44,6.25,10.45,73.56,Gift Card,61,DRV-205,3,SUMMER26
ORD-100199,2025-05-24,17:18,CUST-1134,Non-Member,Thai Basil Kitchen,Thai,Gresham,Delivered,3,23.02,6.27,0.0,4.82,2.53,5.21,37.03,Gift Card,68,DRV-245,2,FREEDEL
ORD-100200,2025-05-25,12:27,CUST-1007,Non-Member,Burger Barn,American,Gresham,Delivered,7,45.09,5.8,0.0,3.69,4.96,4.74,60.59,Gift Card,72,DRV-275,4,
ORD-100201,2025-05-25,16:41,CUST-1235,Non-Member,Tokyo Bento Box,Japanese,Tigard,Delivered,4,38.74,6.42,0.0,4.18,4.26,5.44,54.86,Apple Pay,59,DRV-272,1,
ORD-100202,2025-05-26,14:35,CUST-1113,JET+ Member,Wok This Way,Asian Fusion,Gresham,Delivered,6,23.21,2.68,2.68,1.49,2.55,0.32,26.08,Debit Card,27,DRV-205,1,
ORD-100203,2025-05-26,16:49,CUST-1057,JET+ Member,Trattoria Bella,Italian,Gresham,Delivered,5,50.1,3.17,3.17,1.8,5.51,2.53,58.14,Google Pay,21,DRV-213,4,SAVE10
ORD-100204,2025-05-26,19:56,CUST-1300,JET+ Member,El Pollo Feliz,Mexican,Lake Oswego,Delivered,7,33.38,7.33,7.33,5.43,3.67,5.83,42.88,Gift Card,33,DRV-270,4,
ORD-100205,2025-05-27,08:58,CUST-1127,JET+ Member,Golden Dragon,Chinese,Gresham,Cancelled by Restaurant,4,56.44,5.48,5.48,3.57,6.21,8.49,71.14,Credit Card,,DRV-246,,
ORD-100206,2025-05-28,03:19,CUST-1092,JET+ Member,Olive & Vine,Mediterranean,Beaverton,Delivered,5,48.17,5.69,5.69,3.35,5.3,2.6,56.07,Gift Card,33,DRV-280,5,SAVE10
ORD-100207,2025-05-28,12:21,CUST-1293,Non-Member,Stars & Stripes Diner,American,Beaverton,Cancelled by Customer,4,28.67,5.54,0.0,3.26,3.15,2.18,39.54,Google Pay,,DRV-254,,
ORD-100208,2025-05-29,04:29,CUST-1057,Non-Member,Stars & Stripes Diner,American,Gresham,Delivered,7,26.09,4.23,0.0,3.32,2.87,3.29,36.48,Apple Pay,31,DRV-210,5,
ORD-100209,2025-05-29,09:42,CUST-1072,Non-Member,Trattoria Bella,Italian,Lake Oswego,Delivered,7,78.22,2.26,0.0,1.37,8.6,5.71,94.79,Credit Card,45,DRV-258,5,
ORD-100210,2025-05-29,21:14,CUST-1172,JET+ Member,The Green Bowl,Healthy,Hillsboro,Delivered,1,55.67,7.38,7.38,5.89,6.12,1.1,62.89,PayPal,39,DRV-218,3,FREEDEL
ORD-100211,2025-05-30,09:41,CUST-1209,Non-Member,Sunrise Skillet,Breakfast,Hillsboro,Delivered,3,41.3,7.36,0.0,5.28,4.54,2.45,55.65,Google Pay,66,DRV-277,4,SAVE10
ORD-100212,2025-05-30,09:46,CUST-1050,Non-Member,Tokyo Bento Box,Japanese,Gresham,Delivered,5,25.82,3.71,0.0,2.93,2.84,0.61,32.98,Credit Card,67,DRV-254,5,NEWUSER
ORD-100213,2025-05-30,11:38,CUST-1268,JET+ Member,Bangkok Street Eats,Thai,Lake Oswego,Delivered,6,32.19,2.17,2.17,1.64,3.54,1.42,37.15,Credit Card,20,DRV-227,1,NEWUSER
ORD-100214,2025-05-31,10:20,CUST-1246,JET+ Member,Curry Corner,Indian,Portland,Delivered,7,37.7,3.71,3.71,2.2,4.15,7.2,49.05,PayPal,46,DRV-284,1,FREEDEL
ORD-100215,2025-06-01,09:16,CUST-1164,JET+ Member,Smoky Joe's BBQ,BBQ,Hillsboro,Delivered,1,52.66,7.57,7.57,4.23,5.79,8.18,66.63,Credit Card,44,DRV-202,3,
ORD-100216,2025-06-01,14:38,CUST-1211,JET+ Member,Taj Spice Kitchen,Indian,Hillsboro,Delivered,5,38.58,4.89,4.89,3.82,4.24,5.26,48.08,PayPal,41,DRV-298,1,
ORD-100217,2025-06-01,14:54,CUST-1371,Non-Member,Mama Rosa's Pizzeria,Italian,Tigard,Delivered,2,20.32,5.95,0.0,4.43,2.24,3.87,32.38,Credit Card,36,DRV-246,4,
ORD-100218,2025-06-03,15:59,CUST-1368,Non-Member,Curry Corner,Indian,Tigard,Delivered,2,14.66,4.65,0.0,3.27,1.61,3.18,24.1,Google Pay,24,DRV-224,4,SUMMER26
ORD-100219,2025-06-04,15:23,CUST-1075,JET+ Member,Tokyo Bento Box,Japanese,Gresham,Delivered,3,70.05,7.75,7.75,5.66,7.71,16.07,93.83,Google Pay,74,DRV-235,5,
ORD-100220,2025-06-04,20:32,CUST-1294,JET+ Member,Stars & Stripes Diner,American,Portland,Delivered,4,60.15,4.37,4.37,2.86,6.62,9.1,75.87,Debit Card,61,DRV-261,4,SAVE10
ORD-100221,2025-06-05,18:34,CUST-1036,JET+ Member,Curry Corner,Indian,Portland,Delivered,2,15.89,6.42,6.42,3.81,1.75,1.69,19.33,Google Pay,45,DRV-276,4,
ORD-100222,2025-06-05,18:57,CUST-1345,JET+ Member,Wok This Way,Asian Fusion,Gresham,Delivered,6,72.99,2.52,2.52,1.4,8.03,1.03,82.05,PayPal,66,DRV-223,3,SAVE10
ORD-100223,2025-06-05,20:29,CUST-1045,Non-Member,Casa de Tacos,Mexican,Beaverton,Delivered,6,79.86,7.67,0.0,4.82,8.78,7.09,103.4,Debit Card,43,DRV-241,5,FREEDEL
ORD-100224,2025-06-07,03:04,CUST-1264,JET+ Member,Tokyo Bento Box,Japanese,Hillsboro,Cancelled by Customer,6,47.4,6.29,6.29,3.91,5.21,8.98,61.59,Debit Card,,DRV-226,,SAVE10
ORD-100225,2025-06-07,10:50,CUST-1246,Non-Member,Burger Barn,American,Tigard,Delivered,4,63.1,6.49,0.0,4.67,6.94,11.77,88.3,Credit Card,29,DRV-229,5,SAVE10
ORD-100226,2025-06-07,18:58,CUST-1330,Non-Member,Tokyo Bento Box,Japanese,Lake Oswego,Delivered,2,37.0,6.76,0.0,4.77,4.07,6.95,54.78,PayPal,63,DRV-221,5,
ORD-100227,2025-06-09,03:13,CUST-1399,JET+ Member,Sushi Zen,Japanese,Hillsboro,Delivered,6,25.09,5.59,5.59,4.3,2.76,1.23,29.08,Debit Card,35,DRV-232,1,SAVE10
ORD-100228,2025-06-09,04:52,CUST-1090,Non-Member,Lotus Thai Cafe,Thai,Lake Oswego,Delivered,1,42.78,5.34,0.0,3.1,4.71,8.74,61.57,PayPal,33,DRV-254,4,SAVE10
ORD-100229,2025-06-09,06:30,CUST-1262,Non-Member,Sushi Zen,Japanese,Lake Oswego,Delivered,1,64.58,5.84,0.0,4.37,7.1,10.09,87.61,Debit Card,48,DRV-260,4,FREEDEL
ORD-100230,2025-06-09,18:14,CUST-1318,Non-Member,Ramen Republic,Japanese,Hillsboro,Delivered,5,22.32,5.1,0.0,2.93,2.46,3.53,33.41,Gift Card,21,DRV-294,4,FREEDEL
ORD-100231,2025-06-10,19:50,CUST-1193,Non-Member,The Griddle House,American,Hillsboro,Cancelled by Customer,3,15.56,2.09,0.0,1.4,1.71,0.64,20.0,Debit Card,,DRV-279,,
ORD-100232,2025-06-11,10:18,CUST-1006,Non-Member,Casa de Tacos,Mexican,Hillsboro,Delivered,5,50.57,2.77,0.0,1.67,5.56,8.8,67.7,Gift Card,32,DRV-289,4,
ORD-100233,2025-06-11,12:57,CUST-1367,Non-Member,La Taqueria,Mexican,Gresham,Delivered,5,30.15,7.31,0.0,4.2,3.32,4.89,45.67,Gift Card,62,DRV-261,5,SUMMER26
ORD-100234,2025-06-13,13:42,CUST-1046,Non-Member,Sushi Zen,Japanese,Tigard,Delivered,6,32.99,5.84,0.0,4.27,3.63,2.17,44.63,PayPal,36,DRV-224,5,
ORD-100235,2025-06-13,15:40,CUST-1209,Non-Member,The Griddle House,American,Gresham,Delivered,2,40.75,7.99,0.0,4.84,4.48,2.86,56.08,Credit Card,43,DRV-267,5,
ORD-100236,2025-06-13,21:12,CUST-1177,Non-Member,The Griddle House,American,Gresham,Delivered,5,58.38,4.59,0.0,2.81,6.42,10.16,79.55,Debit Card,51,DRV-251,4,
ORD-100237,2025-06-14,08:12,CUST-1218,JET+ Member,Pho Saigon,Vietnamese,Hillsboro,Cancelled by Customer,1,22.71,4.01,4.01,3.2,2.5,0.09,25.3,PayPal,,DRV-284,,NEWUSER
ORD-100238,2025-06-15,02:42,CUST-1241,JET+ Member,Falafel House,Mediterranean,Portland,Delivered,1,28.05,6.82,6.82,4.5,3.09,4.95,36.09,PayPal,22,DRV-246,4,NEWUSER
ORD-100239,2025-06-15,23:00,CUST-1229,JET+ Member,Wok This Way,Asian Fusion,Tigard,Delivered,1,36.7,6.88,6.88,4.44,4.04,7.09,47.83,Apple Pay,63,DRV-292,1,FREEDEL
ORD-100240,2025-06-16,01:01,CUST-1356,Non-Member,Fresh Roots Salads,Healthy,Lake Oswego,Delivered,6,82.01,6.23,0.0,4.97,9.02,19.91,117.17,Debit Card,70,DRV-291,4,NEWUSER
ORD-100241,2025-06-16,11:52,CUST-1369,Non-Member,Sunrise Skillet,Breakfast,Lake Oswego,Delivered,7,47.73,6.7,0.0,3.7,5.25,11.13,70.81,Credit Card,54,DRV-229,4,NEWUSER
ORD-100242,2025-06-16,19:52,CUST-1182,Non-Member,Thai Basil Kitchen,Thai,Tigard,Delivered,1,26.77,3.83,0.0,2.66,2.94,1.18,34.72,Apple Pay,66,DRV-275,4,
ORD-100243,2025-06-18,01:42,CUST-1289,Non-Member,Pitmaster's Porch,BBQ,Lake Oswego,Delivered,6,70.09,4.64,0.0,2.8,7.71,3.31,85.75,PayPal,66,DRV-251,2,SUMMER26
ORD-100244,2025-06-18,05:19,CUST-1031,JET+ Member,Pancake Palace,Breakfast,Hillsboro,Delivered,5,34.78,7.88,7.88,6.23,3.83,1.24,39.85,Gift Card,58,DRV-206,2,
ORD-100245,2025-06-18,22:01,CUST-1087,Non-Member,Taj Spice Kitchen,Indian,Gresham,Delivered,6,84.34,2.96,0.0,2.22,9.28,18.71,115.29,Gift Card,20,DRV-260,5,SUMMER26
ORD-100246,2025-06-21,04:48,CUST-1049,Non-Member,Casa de Tacos,Mexican,Lake Oswego,Delivered,2,43.51,5.32,0.0,3.66,4.79,0.46,54.08,Apple Pay,43,DRV-278,5,
ORD-100247,2025-06-22,07:05,CUST-1325,Non-Member,Falafel House,Mediterranean,Tigard,Cancelled by Customer,6,76.33,5.27,0.0,3.98,8.4,9.76,99.76,PayPal,,DRV-286,,
ORD-100248,2025-06-22,18:31,CUST-1341,JET+ Member,Ramen Republic,Japanese,Lake Oswego,Delivered,3,50.72,5.55,5.55,3.08,5.58,6.53,62.83,Debit Card,37,DRV-273,3,SUMMER26
ORD-100249,2025-06-23,21:21,CUST-1087,Non-Member,Tokyo Bento Box,Japanese,Beaverton,Delivered,2,71.31,6.41,0.0,3.88,7.84,8.04,93.6,PayPal,44,DRV-282,5,
ORD-100250,2025-06-23,22:50,CUST-1141,JET+ Member,Casa de Tacos,Mexican,Beaverton,Delivered,6,59.35,5.07,5.07,3.12,6.53,2.01,67.89,Google Pay,24,DRV-210,5,
ORD-100251,2025-06-24,06:03,CUST-1213,JET+ Member,The Green Bowl,Healthy,Portland,Delivered,2,26.25,3.58,3.58,2.21,2.89,2.93,32.07,PayPal,36,DRV-270,5,NEWUSER
ORD-100252,2025-06-24,17:30,CUST-1296,JET+ Member,Bao Down,Chinese,Hillsboro,Delivered,3,26.81,7.46,7.46,5.59,2.95,0.89,30.65,Gift Card,60,DRV-252,5,NEWUSER
ORD-100253,2025-06-25,04:09,CUST-1296,Non-Member,La Taqueria,Mexican,Beaverton,Delivered,5,23.26,7.58,0.0,5.61,2.56,5.37,38.77,Debit Card,70,DRV-252,5,NEWUSER
ORD-100254,2025-06-25,15:03,CUST-1178,Non-Member,Sushi Zen,Japanese,Hillsboro,Delivered,6,41.1,4.82,0.0,3.35,4.52,5.15,55.59,Credit Card,44,DRV-281,5,
