id,order_id,product_id,quantity,unit_price,discount_pct,created_at
1094,619,44,1,253.96,5.0,2024-08-03 21:41:00
1095,619,61,3,235.72,5.0,2024-08-03 21:41:00
1096,620,93,1,130.27,10.0,2024-10-25 06:09:00
1097,621,54,1,185.03,0.0,2024-03-21 01:32:00
1098,622,113,2,82.59,15.0,2024-06-23 05:26:00
1099,623,72,3,195.51,0.0,2024-11-26 12:16:00
1100,623,115,1,388.87,5.0,2024-11-26 12:16:00
1101,623,81,2,331.39,10.0,2024-11-26 12:16:00
1102,624,9,1,281.6,10.0,2024-06-19 16:36:00
1103,624,68,3,370.42,0.0,2024-06-19 16:36:00
1104,624,65,2,135.3,5.0,2024-06-19 16:36:00
1105,625,36,1,70.95,0.0,2024-07-19 15:45:00
1106,626,6,3,94.63,0.0,2024-03-07 10:14:00
1107,627,89,1,95.93,0.0,2024-07-16 09:45:00
1108,628,64,1,200.13,0.0,2025-05-09 20:31:00
1109,628,112,1,350.45,0.0,2025-05-09 20:31:00
1110,628,10,1,333.74,0.0,2025-05-09 20:31:00
1111,629,50,1,312.61,0.0,2024-03-29 00:37:00
1112,629,50,1,312.61,0.0,2024-03-29 00:37:00
1113,630,24,1,223.66,0.0,2024-11-10 20:25:00
1114,631,76,1,230.83,0.0,2024-02-29 18:50:00
1115,631,113,3,82.59,0.0,2024-02-29 18:50:00
1116,632,65,2,135.3,0.0,2025-07-28 23:36:00
1117,632,68,1,370.42,5.0,2025-07-28 23:36:00
1118,633,38,2,290.33,0.0,2025-07-05 06:46:00
1119,633,71,1,14.01,0.0,2025-07-05 06:46:00
1120,633,29,1,342.09,0.0,2025-07-05 06:46:00
1121,634,6,1,94.63,0.0,2025-04-25 06:55:00
1122,635,36,3,70.95,0.0,2025-03-25 01:21:00
1123,635,35,2,165.52,0.0,2025-03-25 01:21:00
1124,635,7,1,269.58,0.0,2025-03-25 01:21:00
1125,636,106,1,299.98,0.0,2024-09-28 12:08:00
1126,637,84,1,270.53,0.0,2024-02-26 23:11:00
1127,638,48,1,281.38,0.0,2024-01-10 02:50:00
1128,638,91,2,151.51,5.0,2024-01-10 02:50:00
1129,639,18,1,186.27,0.0,2024-01-02 11:09:00
1130,640,42,3,181.23,0.0,2025-08-19 00:07:00
1131,640,81,2,331.39,0.0,2025-08-19 00:07:00
1132,641,29,2,342.09,0.0,2025-03-18 22:59:00
1133,641,36,1,70.95,0.0,2025-03-18 22:59:00
1134,641,3,1,151.33,0.0,2025-03-18 22:59:00
1135,642,100,3,300.7,0.0,2024-06-11 01:05:00
1136,642,75,1,198.83,0.0,2024-06-11 01:05:00
1137,642,96,1,374.74,0.0,2024-06-11 01:05:00
1138,642,84,1,270.53,0.0,2024-06-11 01:05:00
1139,643,78,1,135.97,0.0,2024-01-06 22:43:00
1140,643,105,1,152.59,15.0,2024-01-06 22:43:00
1141,644,27,1,177.5,0.0,2024-11-02 23:15:00
1142,645,97,1,70.02,0.0,2025-03-18 20:09:00
1143,645,58,1,304.62,0.0,2025-03-18 20:09:00
1144,645,93,1,130.27,0.0,2025-03-18 20:09:00
1145,646,62,1,38.36,0.0,2024-09-30 09:51:00
1146,647,24,2,223.66,0.0,2024-07-19 12:54:00
1147,648,73,1,314.18,0.0,2025-08-18 16:18:00
1148,649,83,1,223.84,0.0,2024-09-02 09:33:00
1149,649,40,1,202.91,5.0,2024-09-02 09:33:00
1150,650,51,1,288.17,0.0,2024-05-02 11:10:00
1151,651,19,1,229.65,15.0,2024-08-15 06:30:00
1152,652,117,1,10.5,0.0,2024-08-04 07:43:00
1153,653,93,1,130.27,0.0,2025-02-02 08:06:00
1154,654,104,1,266.36,0.0,2025-06-04 06:12:00
1155,654,13,1,274.59,0.0,2025-06-04 06:12:00
1156,655,106,1,299.98,5.0,2024-09-18 08:44:00
1157,656,120,1,205.0,0.0,2024-01-24 13:07:00
1158,656,32,2,266.46,0.0,2024-01-24 13:07:00
1159,656,35,1,165.52,0.0,2024-01-24 13:07:00
1160,657,2,2,133.7,10.0,2025-02-17 17:20:00
1161,657,2,3,133.7,0.0,2025-02-17 17:20:00
1162,658,95,2,208.45,15.0,2024-03-20 21:56:00
1163,659,11,1,322.88,10.0,2024-04-02 17:24:00
1164,659,62,2,38.36,0.0,2024-04-02 17:24:00
1165,659,115,1,388.87,10.0,2024-04-02 17:24:00
1166,660,43,1,155.5,15.0,2025-03-11 11:20:00
1167,661,70,1,238.41,0.0,2024-03-09 12:49:00
1168,662,16,1,267.62,0.0,2024-11-21 10:36:00
1169,662,6,1,94.63,0.0,2024-11-21 10:36:00
1170,663,66,2,45.84,0.0,2024-02-14 22:36:00
1171,664,1,3,299.18,0.0,2024-06-10 22:06:00
1172,665,55,1,84.93,0.0,2024-07-23 06:49:00
1173,666,37,1,13.97,0.0,2024-01-21 06:11:00
1174,667,50,1,312.61,0.0,2024-09-12 09:58:00
1175,667,92,2,324.26,0.0,2024-09-12 09:58:00
1176,667,15,1,7.91,0.0,2024-09-12 09:58:00
1177,668,29,1,342.09,0.0,2024-07-25 07:05:00
1178,668,37,1,13.97,0.0,2024-07-25 07:05:00
1179,668,79,1,210.67,0.0,2024-07-25 07:05:00
1180,668,47,3,384.95,0.0,2024-07-25 07:05:00
1181,669,115,1,388.87,0.0,2024-05-17 04:17:00
1182,669,20,1,50.24,10.0,2024-05-17 04:17:00
1183,669,68,1,370.42,0.0,2024-05-17 04:17:00
1184,670,55,1,84.93,0.0,2025-04-06 08:55:00
1185,671,39,1,187.44,0.0,2025-05-02 12:55:00
1186,671,37,1,13.97,0.0,2025-05-02 12:55:00
1187,672,118,1,57.07,0.0,2024-07-10 01:45:00
1188,673,34,2,267.4,0.0,2024-10-19 21:10:00
1189,674,10,2,333.74,0.0,2024-09-21 17:48:00
1190,674,111,3,75.81,0.0,2024-09-21 17:48:00
1191,675,84,1,270.53,0.0,2024-02-11 22:29:00
1192,676,58,2,304.62,0.0,2024-02-27 10:46:00
1193,677,62,2,38.36,0.0,2024-06-17 15:08:00
1194,677,15,1,7.91,15.0,2024-06-17 15:08:00
1195,678,36,1,70.95,0.0,2024-01-21 17:47:00
1196,678,42,3,181.23,10.0,2024-01-21 17:47:00
1197,678,24,2,223.66,0.0,2024-01-21 17:47:00
1198,678,46,1,51.61,0.0,2024-01-21 17:47:00
1199,679,89,3,95.93,0.0,2024-11-12 20:20:00
1200,680,82,1,60.4,0.0,2024-02-29 23:24:00
1201,680,103,3,129.79,0.0,2024-02-29 23:24:00
1202,681,50,1,312.61,10.0,2025-02-06 10:27:00
1203,681,64,1,200.13,0.0,2025-02-06 10:27:00
1204,681,64,1,200.13,0.0,2025-02-06 10:27:00
1205,682,50,1,312.61,0.0,2024-06-10 20:25:00
1206,682,92,1,324.26,0.0,2024-06-10 20:25:00
1207,682,74,2,197.23,0.0,2024-06-10 20:25:00
1208,683,29,2,342.09,0.0,2024-04-22 06:51:00
1209,683,31,1,116.15,0.0,2024-04-22 06:51:00
1210,683,27,3,177.5,0.0,2024-04-22 06:51:00
1211,684,72,1,195.51,0.0,2025-06-29 18:19:00
1212,685,15,1,7.91,0.0,2024-02-01 10:28:00
1213,686,109,2,53.49,0.0,2024-06-05 01:09:00
1214,687,18,1,186.27,0.0,2025-01-06 13:33:00
1215,687,19,2,229.65,10.0,2025-01-06 13:33:00
1216,688,120,3,205.0,15.0,2024-09-09 23:15:00
1217,688,32,1,266.46,0.0,2024-09-09 23:15:00
1218,689,96,1,374.74,0.0,2024-01-05 18:29:00
1219,690,91,1,151.51,5.0,2025-08-13 03:08:00
1220,690,94,1,119.91,0.0,2025-08-13 03:08:00
1221,690,55,1,84.93,0.0,2025-08-13 03:08:00
1222,690,90,1,224.17,0.0,2025-08-13 03:08:00
1223,691,62,2,38.36,0.0,2024-12-06 04:13:00
1224,691,112,1,350.45,15.0,2024-12-06 04:13:00
1225,692,19,1,229.65,5.0,2025-05-14 07:15:00
1226,693,73,2,314.18,15.0,2025-07-27 02:21:00
1227,694,98,1,176.86,0.0,2024-12-09 06:03:00
1228,695,96,1,374.74,0.0,2024-04-20 19:00:00
1229,695,39,1,187.44,5.0,2024-04-20 19:00:00
1230,696,57,2,74.83,0.0,2024-02-11 07:15:00
1231,696,89,1,95.93,0.0,2024-02-11 07:15:00
1232,697,8,2,333.91,0.0,2024-08-19 02:23:00
1233,698,97,1,70.02,0.0,2025-07-25 06:11:00
1234,699,51,2,288.17,0.0,2024-03-14 14:20:00
1235,700,113,1,82.59,0.0,2025-03-14 11:09:00
1236,700,92,2,324.26,0.0,2025-03-14 11:09:00
1237,701,65,1,135.3,0.0,2025-03-16 23:45:00
1238,701,30,1,28.03,0.0,2025-03-16 23:45:00
1239,701,21,1,269.02,0.0,2025-03-16 23:45:00
1240,702,49,3,110.02,0.0,2024-10-04 06:28:00
1241,703,28,1,166.37,0.0,2025-07-15 02:53:00
1242,704,51,1,288.17,15.0,2024-03-10 15:56:00
1243,705,72,1,195.51,0.0,2024-07-17 08:40:00
1244,705,10,2,333.74,0.0,2024-07-17 08:40:00
1245,706,41,1,65.16,0.0,2024-10-02 07:11:00
1246,707,49,1,110.02,5.0,2025-06-07 06:28:00
1247,708,83,1,223.84,0.0,2025-03-06 14:02:00
1248,708,35,1,165.52,0.0,2025-03-06 14:02:00
1249,708,10,1,333.74,0.0,2025-03-06 14:02:00
1250,709,43,1,155.5,0.0,2024-03-03 08:35:00
1251,709,37,1,13.97,10.0,2024-03-03 08:35:00
1252,710,28,1,166.37,0.0,2025-02-03 19:56:00
1253,711,40,1,202.91,0.0,2024-09-02 21:29:00
1254,711,26,1,17.17,0.0,2024-09-02 21:29:00
1255,712,35,1,165.52,0.0,2024-03-24 22:22:00
1256,713,6,1,94.63,0.0,2024-10-12 07:50:00
1257,713,102,1,209.95,15.0,2024-10-12 07:50:00
1258,714,12,3,118.89,15.0,2024-02-06 13:15:00
1259,715,46,2,51.61,5.0,2024-04-24 04:41:00
1260,716,65,1,135.3,0.0,2024-06-08 07:23:00
1261,716,97,1,70.02,15.0,2024-06-08 07:23:00
1262,716,46,3,51.61,0.0,2024-06-08 07:23:00
1263,716,90,1,224.17,0.0,2024-06-08 07:23:00
1264,717,115,2,388.87,0.0,2025-02-26 12:59:00
1265,718,104,2,266.36,0.0,2025-04-15 06:35:00
1266,719,102,1,209.95,5.0,2024-07-01 12:07:00
1267,720,110,1,65.55,15.0,2025-07-08 08:03:00
1268,720,21,1,269.02,5.0,2025-07-08 08:03:00
1269,721,114,1,312.07,5.0,2025-08-27 16:32:00
1270,722,30,2,28.03,0.0,2025-08-24 00:05:00
1271,722,104,1,266.36,0.0,2025-08-24 00:05:00
1272,722,19,2,229.65,5.0,2025-08-24 00:05:00
1273,722,21,3,269.02,0.0,2025-08-24 00:05:00
1274,723,94,1,119.91,10.0,2024-01-19 03:42:00
1275,723,67,3,237.12,0.0,2024-01-19 03:42:00
1276,724,101,1,356.86,0.0,2025-04-03 01:43:00
1277,725,80,2,13.54,0.0,2024-12-30 15:55:00
1278,726,115,2,388.87,0.0,2025-01-08 14:50:00
1279,727,31,1,116.15,5.0,2024-01-28 00:05:00
1280,727,79,1,210.67,15.0,2024-01-28 00:05:00
1281,728,73,1,314.18,0.0,2024-12-05 03:51:00
1282,728,64,1,200.13,0.0,2024-12-05 03:51:00
1283,728,2,1,133.7,0.0,2024-12-05 03:51:00
1284,728,112,1,350.45,0.0,2024-12-05 03:51:00
1285,729,103,2,129.79,0.0,2024-10-24 10:01:00
1286,729,12,1,118.89,0.0,2024-10-24 10:01:00
1287,729,59,1,289.19,0.0,2024-10-24 10:01:00
1288,730,21,1,269.02,0.0,2024-04-24 16:42:00
1289,730,74,1,197.23,0.0,2024-04-24 16:42:00
1290,730,12,1,118.89,5.0,2024-04-24 16:42:00
1291,731,59,1,289.19,0.0,2025-02-25 02:29:00
1292,731,61,3,235.72,0.0,2025-02-25 02:29:00
1293,732,57,1,74.83,0.0,2025-06-25 01:11:00
1294,732,18,3,186.27,5.0,2025-06-25 01:11:00
1295,733,63,1,169.24,5.0,2024-04-28 23:09:00
1296,733,110,1,65.55,0.0,2024-04-28 23:09:00
1297,733,53,2,43.07,0.0,2024-04-28 23:09:00
1298,733,118,1,57.07,10.0,2024-04-28 23:09:00
1299,734,66,2,45.84,0.0,2025-03-07 05:18:00
1300,735,48,1,281.38,0.0,2025-02-27 00:04:00
1301,735,53,1,43.07,15.0,2025-02-27 00:04:00
1302,735,34,2,267.4,0.0,2025-02-27 00:04:00
1303,735,88,1,366.82,0.0,2025-02-27 00:04:00
1304,736,8,2,333.91,10.0,2025-03-20 21:00:00
1305,736,32,1,266.46,0.0,2025-03-20 21:00:00
1306,736,72,1,195.51,0.0,2025-03-20 21:00:00
1307,736,110,1,65.55,0.0,2025-03-20 21:00:00
1308,737,73,1,314.18,10.0,2025-08-25 22:18:00
1309,738,50,2,312.61,10.0,2025-04-06 05:29:00
1310,739,45,1,147.92,10.0,2024-02-26 07:47:00
1311,739,83,1,223.84,0.0,2024-02-26 07:47:00
1312,740,14,1,83.96,5.0,2024-11-14 07:35:00
1313,740,94,1,119.91,10.0,2024-11-14 07:35:00
1314,740,119,1,272.68,0.0,2024-11-14 07:35:00
1315,741,52,1,112.54,0.0,2025-01-11 23:49:00
1316,742,78,1,135.97,0.0,2024-02-18 00:10:00
1317,743,61,1,235.72,10.0,2024-03-31 06:16:00
1318,743,59,1,289.19,0.0,2024-03-31 06:16:00
1319,744,61,1,235.72,0.0,2024-04-16 19:29:00
1320,745,73,1,314.18,10.0,2025-05-29 00:57:00
1321,746,49,1,110.02,10.0,2024-02-10 17:04:00
1322,746,104,1,266.36,15.0,2024-02-10 17:04:00
1323,747,61,1,235.72,0.0,2024-08-30 23:19:00
1324,748,3,3,151.33,0.0,2024-05-07 03:34:00
1325,749,35,1,165.52,0.0,2025-05-22 13:09:00
1326,749,23,1,307.17,0.0,2025-05-22 13:09:00
1327,750,52,1,112.54,10.0,2024-08-17 07:08:00
1328,751,58,2,304.62,0.0,2024-02-28 16:12:00
1329,751,68,1,370.42,0.0,2024-02-28 16:12:00
1330,751,115,1,388.87,0.0,2024-02-28 16:12:00
1331,752,12,2,118.89,0.0,2025-06-13 13:34:00
1332,752,55,1,84.93,10.0,2025-06-13 13:34:00
1333,752,97,1,70.02,0.0,2025-06-13 13:34:00
1334,753,54,1,185.03,0.0,2024-07-17 04:41:00
1335,754,101,1,356.86,0.0,2024-02-12 22:17:00
1336,754,90,1,224.17,0.0,2024-02-12 22:17:00
1337,755,74,1,197.23,0.0,2024-01-01 01:59:00
1338,755,2,1,133.7,10.0,2024-01-01 01:59:00
1339,755,115,1,388.87,0.0,2024-01-01 01:59:00
1340,756,86,1,292.16,0.0,2025-06-10 01:05:00
1341,757,86,3,292.16,5.0,2025-06-25 01:32:00
1342,758,96,2,374.74,0.0,2025-06-04 11:32:00
1343,758,94,1,119.91,0.0,2025-06-04 11:32:00
1344,758,20,2,50.24,0.0,2025-06-04 11:32:00
1345,759,64,2,200.13,0.0,2024-06-22 19:53:00
1346,759,15,2,7.91,0.0,2024-06-22 19:53:00
1347,759,87,1,308.62,5.0,2024-06-22 19:53:00
1348,760,1,3,299.18,10.0,2024-10-25 21:59:00
1349,760,107,2,108.67,0.0,2024-10-25 21:59:00
1350,761,82,3,60.4,0.0,2024-12-15 19:56:00
1351,761,13,1,274.59,0.0,2024-12-15 19:56:00
1352,762,25,1,225.89,0.0,2024-02-01 02:53:00
1353,762,70,2,238.41,0.0,2024-02-01 02:53:00
1354,763,28,1,166.37,0.0,2025-07-14 16:45:00
1355,763,25,3,225.89,0.0,2025-07-14 16:45:00
1356,764,2,1,133.7,10.0,2024-06-09 01:21:00
1357,764,47,1,384.95,10.0,2024-06-09 01:21:00
1358,765,65,2,135.3,0.0,2024-06-10 11:25:00
1359,765,16,1,267.62,5.0,2024-06-10 11:25:00
1360,765,84,3,270.53,0.0,2024-06-10 11:25:00
1361,766,46,1,51.61,0.0,2024-07-18 18:15:00
1362,767,67,3,237.12,0.0,2024-01-25 03:48:00
1363,767,43,1,155.5,0.0,2024-01-25 03:48:00
1364,768,55,1,84.93,0.0,2025-06-15 13:08:00
1365,769,21,1,269.02,0.0,2025-08-12 20:05:00
1366,769,49,1,110.02,0.0,2025-08-12 20:05:00
1367,770,88,1,366.82,0.0,2024-05-24 13:00:00
1368,770,37,2,13.97,0.0,2024-05-24 13:00:00
1369,771,116,2,61.84,0.0,2024-06-29 18:10:00
1370,771,12,2,118.89,0.0,2024-06-29 18:10:00
1371,771,14,1,83.96,0.0,2024-06-29 18:10:00
1372,772,120,1,205.0,0.0,2025-08-25 08:44:00
1373,773,97,1,70.02,0.0,2025-06-02 14:20:00
1374,774,82,1,60.4,0.0,2025-04-06 13:00:00
1375,774,75,2,198.83,0.0,2025-04-06 13:00:00
1376,775,110,1,65.55,5.0,2024-04-30 23:58:00
1377,775,29,2,342.09,0.0,2024-04-30 23:58:00
1378,776,15,1,7.91,0.0,2024-06-06 12:07:00
1379,776,61,3,235.72,0.0,2024-06-06 12:07:00
1380,777,102,3,209.95,0.0,2025-01-08 14:13:00
1381,778,106,1,299.98,0.0,2025-04-28 11:53:00
1382,779,51,1,288.17,0.0,2024-05-04 05:31:00
1383,779,48,2,281.38,5.0,2024-05-04 05:31:00
1384,780,35,2,165.52,0.0,2024-12-05 20:19:00
1385,780,34,1,267.4,0.0,2024-12-05 20:19:00
1386,781,117,1,10.5,0.0,2024-11-25 16:54:00
1387,781,31,1,116.15,0.0,2024-11-25 16:54:00
1388,781,117,1,10.5,5.0,2024-11-25 16:54:00
1389,782,20,2,50.24,0.0,2025-08-17 04:32:00
1390,783,67,2,237.12,0.0,2024-07-31 02:23:00
1391,783,77,1,192.03,5.0,2024-07-31 02:23:00
1392,783,22,3,228.27,0.0,2024-07-31 02:23:00
1393,784,31,1,116.15,0.0,2024-05-24 03:04:00
1394,784,51,1,288.17,0.0,2024-05-24 03:04:00
1395,784,83,1,223.84,0.0,2024-05-24 03:04:00
1396,784,7,2,269.58,0.0,2024-05-24 03:04:00
1397,785,17,3,283.54,15.0,2025-04-10 02:05:00
1398,785,50,3,312.61,0.0,2025-04-10 02:05:00
1399,786,116,1,61.84,0.0,2024-04-30 20:05:00
1400,787,30,1,28.03,0.0,2025-07-20 17:06:00
1401,788,65,1,135.3,0.0,2024-02-11 20:37:00
1402,788,74,2,197.23,0.0,2024-02-11 20:37:00
1403,788,108,2,100.18,0.0,2024-02-11 20:37:00
1404,789,108,1,100.18,0.0,2024-02-06 19:53:00
1405,789,42,1,181.23,5.0,2024-02-06 19:53:00
1406,789,12,1,118.89,0.0,2024-02-06 19:53:00
1407,790,99,1,396.99,0.0,2025-03-14 11:19:00
1408,791,91,1,151.51,5.0,2024-04-26 22:03:00
1409,792,74,1,197.23,5.0,2024-12-24 09:26:00
1410,792,96,2,374.74,5.0,2024-12-24 09:26:00
1411,792,59,1,289.19,10.0,2024-12-24 09:26:00
1412,792,100,1,300.7,0.0,2024-12-24 09:26:00
1413,793,115,1,388.87,0.0,2024-08-19 23:29:00
1414,794,108,1,100.18,15.0,2024-04-07 16:32:00
1415,795,101,1,356.86,0.0,2025-05-26 13:03:00
1416,795,34,1,267.4,0.0,2025-05-26 13:03:00
1417,796,120,1,205.0,15.0,2024-01-30 20:34:00
1418,797,75,2,198.83,0.0,2024-07-29 15:37:00
1419,798,119,1,272.68,0.0,2025-03-15 06:47:00
1420,799,37,1,13.97,0.0,2025-07-31 12:01:00
1421,800,10,1,333.74,0.0,2025-01-04 02:16:00
1422,801,108,1,100.18,0.0,2025-08-18 20:33:00
1423,802,102,1,209.95,0.0,2025-02-18 09:35:00
1424,803,81,1,331.39,10.0,2024-01-10 17:53:00
1425,804,49,2,110.02,0.0,2025-05-19 23:35:00
1426,804,82,3,60.4,0.0,2025-05-19 23:35:00
1427,805,24,1,223.66,10.0,2025-03-19 10:50:00
1428,805,116,1,61.84,5.0,2025-03-19 10:50:00
1429,805,73,1,314.18,0.0,2025-03-19 10:50:00
1430,806,16,3,267.62,0.0,2025-06-11 08:31:00
1431,806,45,1,147.92,0.0,2025-06-11 08:31:00
1432,806,79,1,210.67,5.0,2025-06-11 08:31:00
1433,807,67,2,237.12,0.0,2024-07-20 01:46:00
1434,808,25,1,225.89,0.0,2024-03-28 03:22:00
1435,808,69,1,234.52,0.0,2024-03-28 03:22:00
1436,808,66,2,45.84,0.0,2024-03-28 03:22:00
1437,809,47,1,384.95,0.0,2024-08-20 12:59:00
1438,810,42,1,181.23,10.0,2024-05-23 05:20:00
1439,811,89,3,95.93,5.0,2025-06-05 09:50:00
1440,812,62,1,38.36,0.0,2025-04-16 13:06:00
1441,813,91,1,151.51,0.0,2025-07-03 23:11:00
1442,814,96,2,374.74,0.0,2024-09-02 23:55:00
1443,815,52,3,112.54,0.0,2025-01-30 12:59:00
1444,816,26,1,17.17,0.0,2024-12-02 17:49:00
1445,817,36,3,70.95,0.0,2024-04-30 00:37:00
1446,817,14,1,83.96,0.0,2024-04-30 00:37:00
1447,817,99,1,396.99,0.0,2024-04-30 00:37:00
1448,818,27,3,177.5,0.0,2025-02-20 11:49:00
1449,819,114,1,312.07,0.0,2025-05-30 01:35:00
1450,820,35,2,165.52,0.0,2025-07-27 01:31:00
1451,820,80,1,13.54,0.0,2025-07-27 01:31:00
1452,821,26,1,17.17,0.0,2025-06-21 11:40:00
1453,822,81,2,331.39,0.0,2024-09-13 06:05:00
1454,823,114,1,312.07,15.0,2024-07-12 20:21:00
1455,824,76,1,230.83,10.0,2024-03-29 21:32:00
1456,824,78,2,135.97,0.0,2024-03-29 21:32:00
1457,825,68,1,370.42,0.0,2024-08-02 03:23:00
1458,825,4,1,79.84,0.0,2024-08-02 03:23:00
1459,826,55,2,84.93,0.0,2024-12-09 18:37:00
1460,826,46,1,51.61,15.0,2024-12-09 18:37:00
1461,826,28,1,166.37,0.0,2024-12-09 18:37:00
1462,827,100,1,300.7,0.0,2024-09-21 03:57:00
1463,828,89,1,95.93,0.0,2025-07-11 22:49:00
1464,829,60,1,252.79,0.0,2024-11-24 14:36:00
1465,830,30,1,28.03,0.0,2025-01-24 12:00:00
1466,831,78,1,135.97,5.0,2025-07-08 14:10:00
1467,832,72,1,195.51,0.0,2025-04-21 07:00:00
1468,833,114,2,312.07,0.0,2024-07-11 12:00:00
1469,833,86,1,292.16,0.0,2024-07-11 12:00:00
1470,834,54,1,185.03,5.0,2024-09-23 19:14:00
1471,834,56,1,233.79,0.0,2024-09-23 19:14:00
1472,834,41,1,65.16,0.0,2024-09-23 19:14:00
1473,835,64,1,200.13,0.0,2025-06-25 09:02:00
1474,836,54,1,185.03,0.0,2025-08-14 14:19:00
1475,836,58,1,304.62,5.0,2025-08-14 14:19:00
1476,836,42,1,181.23,0.0,2025-08-14 14:19:00
1477,836,31,1,116.15,0.0,2025-08-14 14:19:00
1478,837,83,2,223.84,5.0,2024-12-01 13:14:00
1479,838,1,3,299.18,0.0,2024-10-31 18:57:00
1480,838,37,1,13.97,0.0,2024-10-31 18:57:00
1481,839,5,2,56.32,0.0,2024-11-30 16:59:00
1482,839,118,1,57.07,10.0,2024-11-30 16:59:00
1483,839,44,1,253.96,0.0,2024-11-30 16:59:00
1484,839,9,1,281.6,0.0,2024-11-30 16:59:00
1485,840,54,2,185.03,0.0,2024-01-16 06:27:00
1486,840,36,1,70.95,0.0,2024-01-16 06:27:00
1487,840,45,1,147.92,0.0,2024-01-16 06:27:00
1488,841,41,1,65.16,0.0,2025-05-12 14:36:00
1489,841,7,1,269.58,0.0,2025-05-12 14:36:00
1490,842,59,1,289.19,0.0,2025-02-17 05:30:00
1491,842,83,3,223.84,10.0,2025-02-17 05:30:00
1492,843,48,3,281.38,0.0,2024-07-16 09:28:00
1493,844,29,1,342.09,5.0,2024-01-26 11:39:00
1494,845,14,3,83.96,0.0,2024-08-18 00:39:00
1495,846,93,1,130.27,0.0,2024-12-06 11:49:00
1496,846,22,1,228.27,0.0,2024-12-06 11:49:00
1497,846,93,3,130.27,0.0,2024-12-06 11:49:00
1498,847,116,1,61.84,0.0,2024-04-06 14:15:00
1499,848,89,2,95.93,0.0,2025-03-01 22:07:00
1500,849,101,1,356.86,15.0,2024-08-20 00:17:00
1501,850,39,1,187.44,10.0,2025-05-25 17:11:00
1502,851,79,2,210.67,0.0,2025-01-02 10:52:00
1503,852,90,1,224.17,0.0,2024-07-22 04:27:00
1504,853,59,1,289.19,0.0,2025-06-05 18:38:00
1505,854,19,2,229.65,15.0,2025-06-28 20:07:00
1506,855,115,1,388.87,0.0,2025-03-23 21:29:00
1507,855,58,1,304.62,0.0,2025-03-23 21:29:00
1508,855,67,1,237.12,0.0,2025-03-23 21:29:00
1509,856,85,1,116.09,0.0,2024-02-24 22:56:00
1510,856,36,1,70.95,0.0,2024-02-24 22:56:00
1511,857,29,1,342.09,0.0,2024-09-23 09:50:00
1512,857,99,1,396.99,0.0,2024-09-23 09:50:00
1513,858,72,2,195.51,0.0,2025-02-11 16:45:00
1514,859,83,2,223.84,0.0,2024-03-03 03:27:00
1515,860,10,1,333.74,0.0,2025-01-09 18:39:00
1516,861,28,1,166.37,15.0,2024-07-03 21:55:00
1517,862,105,1,152.59,0.0,2025-05-14 07:46:00
1518,863,44,1,253.96,5.0,2024-03-23 11:17:00
1519,864,68,1,370.42,0.0,2024-04-30 13:49:00
1520,864,41,2,65.16,0.0,2024-04-30 13:49:00
1521,865,59,1,289.19,15.0,2024-08-02 21:54:00
1522,866,14,3,83.96,0.0,2025-08-08 14:55:00
1523,866,29,3,342.09,15.0,2025-08-08 14:55:00
1524,866,50,3,312.61,0.0,2025-08-08 14:55:00
1525,867,66,1,45.84,0.0,2024-04-01 10:42:00
1526,867,52,1,112.54,0.0,2024-04-01 10:42:00
1527,867,36,1,70.95,0.0,2024-04-01 10:42:00
1528,868,112,1,350.45,0.0,2024-12-07 01:17:00
1529,868,14,1,83.96,15.0,2024-12-07 01:17:00
1530,869,96,1,374.74,10.0,2025-08-28 01:35:00
1531,869,3,2,151.33,0.0,2025-08-28 01:35:00
1532,869,24,1,223.66,10.0,2025-08-28 01:35:00
1533,870,68,1,370.42,10.0,2024-10-29 13:37:00
1534,871,119,1,272.68,0.0,2024-04-22 10:14:00
1535,872,28,1,166.37,0.0,2024-10-10 05:49:00
1536,873,66,1,45.84,0.0,2025-03-11 17:49:00
1537,873,57,1,74.83,0.0,2025-03-11 17:49:00
1538,874,84,1,270.53,0.0,2025-04-08 06:51:00
1539,875,25,1,225.89,15.0,2025-05-20 21:20:00
1540,875,52,1,112.54,0.0,2025-05-20 21:20:00
1541,875,36,1,70.95,0.0,2025-05-20 21:20:00
1542,876,56,1,233.79,0.0,2025-03-20 00:39:00
1543,877,32,3,266.46,0.0,2024-02-10 23:10:00
1544,878,7,2,269.58,0.0,2024-09-13 09:44:00
1545,879,31,1,116.15,0.0,2025-07-09 22:12:00
1546,879,13,1,274.59,0.0,2025-07-09 22:12:00
1547,880,90,2,224.17,0.0,2024-08-28 12:06:00
1548,880,51,1,288.17,0.0,2024-08-28 12:06:00
1549,880,29,2,342.09,0.0,2024-08-28 12:06:00
1550,881,35,1,165.52,0.0,2024-07-11 20:41:00
1551,881,22,2,228.27,0.0,2024-07-11 20:41:00
1552,881,45,1,147.92,0.0,2024-07-11 20:41:00
1553,882,37,2,13.97,0.0,2024-08-29 13:14:00
1554,882,13,1,274.59,5.0,2024-08-29 13:14:00
1555,883,80,1,13.54,0.0,2024-12-09 19:23:00
1556,883,40,2,202.91,10.0,2024-12-09 19:23:00
1557,883,89,1,95.93,10.0,2024-12-09 19:23:00
1558,884,9,1,281.6,0.0,2025-06-30 17:34:00
