id,customer_id,status,shipping_cost,created_at
572,159,cancelled,4.99,2024-03-18 12:51:00
573,374,completed,4.99,2024-02-04 05:06:00
574,30,completed,4.99,2025-04-08 04:01:00
575,45,cancelled,0.0,2024-03-09 04:15:00
576,60,returned,0.0,2025-02-04 16:03:00
577,314,completed,9.99,2025-07-17 13:48:00
578,159,completed,4.99,2024-01-14 02:09:00
579,62,completed,0.0,2024-05-19 10:40:00
580,363,completed,9.99,2024-09-27 10:48:00
581,360,completed,14.99,2024-03-17 00:32:00
582,84,returned,0.0,2024-04-18 08:32:00
583,488,processing,9.99,2025-07-01 04:48:00
584,268,shipped,14.99,2025-02-06 04:35:00
585,86,processing,4.99,2025-06-15 11:33:00
586,65,shipped,0.0,2024-07-02 18:21:00
587,376,completed,9.99,2025-03-23 01:06:00
588,395,completed,4.99,2024-08-02 08:01:00
589,172,cancelled,9.99,2024-11-27 15:14:00
590,140,completed,9.99,2025-01-07 12:48:00
591,135,completed,4.99,2024-01-28 02:51:00
592,255,returned,0.0,2024-10-16 16:14:00
593,262,processing,4.99,2025-06-11 05:34:00
594,29,returned,9.99,2024-10-04 01:10:00
595,440,completed,14.99,2024-12-12 22:26:00
596,189,completed,14.99,2024-05-02 12:01:00
597,131,completed,9.99,2024-11-12 22:30:00
598,458,completed,14.99,2024-01-08 17:58:00
599,117,completed,0.0,2024-05-21 23:11:00
600,23,completed,4.99,2024-12-01 01:50:00
601,126,completed,4.99,2025-07-26 14:28:00
602,242,processing,9.99,2024-09-11 12:09:00
603,197,completed,9.99,2025-03-08 01:42:00
604,92,completed,4.99,2025-03-21 12:28:00
605,284,cancelled,9.99,2024-11-28 07:55:00
606,115,processing,0.0,2025-08-14 00:22:00
607,128,cancelled,14.99,2024-08-17 05:43:00
608,469,processing,0.0,2024-10-09 12:44:00
609,139,completed,9.99,2025-07-31 20:39:00
610,293,processing,4.99,2024-08-18 18:14:00
611,62,completed,4.99,2024-10-18 22:07:00
612,92,completed,0.0,2024-06-06 15:59:00
613,412,completed,4.99,2024-10-02 02:40:00
614,489,cancelled,4.99,2025-02-15 07:04:00
615,36,returned,4.99,2025-04-05 18:08:00
616,444,shipped,4.99,2024-06-22 00:50:00
617,397,shipped,14.99,2024-07-12 20:02:00
618,168,completed,0.0,2024-09-29 06:39:00
619,284,returned,0.0,2024-08-03 21:41:00
620,5,processing,4.99,2024-10-25 06:09:00
621,103,shipped,0.0,2024-03-21 01:32:00
622,289,shipped,4.99,2024-06-23 05:26:00
623,379,completed,0.0,2024-11-26 12:16:00
624,238,processing,4.99,2024-06-19 16:36:00
625,303,returned,0.0,2024-07-19 15:45:00
626,396,completed,4.99,2024-03-07 10:14:00
627,376,completed,4.99,2024-07-16 09:45:00
628,78,completed,4.99,2025-05-09 20:31:00
629,478,cancelled,4.99,2024-03-29 00:37:00
630,13,completed,0.0,2024-11-10 20:25:00
631,278,processing,0.0,2024-02-29 18:50:00
632,326,completed,9.99,2025-07-28 23:36:00
633,487,processing,4.99,2025-07-05 06:46:00
634,1,cancelled,14.99,2025-04-25 06:55:00
635,435,shipped,4.99,2025-03-25 01:21:00
636,54,completed,4.99,2024-09-28 12:08:00
637,272,completed,4.99,2024-02-26 23:11:00
638,215,returned,4.99,2024-01-10 02:50:00
639,493,completed,4.99,2024-01-02 11:09:00
640,498,completed,0.0,2025-08-19 00:07:00
641,365,shipped,4.99,2025-03-18 22:59:00
642,48,completed,4.99,2024-06-11 01:05:00
643,472,completed,14.99,2024-01-06 22:43:00
644,460,cancelled,4.99,2024-11-02 23:15:00
645,359,processing,0.0,2025-03-18 20:09:00
646,235,completed,4.99,2024-09-30 09:51:00
647,298,completed,0.0,2024-07-19 12:54:00
648,259,completed,0.0,2025-08-18 16:18:00
649,327,cancelled,4.99,2024-09-02 09:33:00
650,39,completed,4.99,2024-05-02 11:10:00
651,223,completed,4.99,2024-08-15 06:30:00
652,122,shipped,4.99,2024-08-04 07:43:00
653,134,processing,4.99,2025-02-02 08:06:00
654,475,cancelled,14.99,2025-06-04 06:12:00
655,359,processing,4.99,2024-09-18 08:44:00
656,163,returned,0.0,2024-01-24 13:07:00
657,140,completed,9.99,2025-02-17 17:20:00
658,39,completed,4.99,2024-03-20 21:56:00
659,70,completed,14.99,2024-04-02 17:24:00
660,80,completed,0.0,2025-03-11 11:20:00
661,85,returned,0.0,2024-03-09 12:49:00
662,239,processing,0.0,2024-11-21 10:36:00
663,209,completed,0.0,2024-02-14 22:36:00
664,275,processing,0.0,2024-06-10 22:06:00
665,494,completed,0.0,2024-07-23 06:49:00
666,232,shipped,4.99,2024-01-21 06:11:00
667,238,shipped,4.99,2024-09-12 09:58:00
668,437,completed,0.0,2024-07-25 07:05:00
669,47,completed,14.99,2024-05-17 04:17:00
670,414,shipped,4.99,2025-04-06 08:55:00
671,424,completed,9.99,2025-05-02 12:55:00
672,111,processing,9.99,2024-07-10 01:45:00
673,76,completed,9.99,2024-10-19 21:10:00
674,365,completed,4.99,2024-09-21 17:48:00
675,496,processing,14.99,2024-02-11 22:29:00
676,203,completed,0.0,2024-02-27 10:46:00
677,347,shipped,9.99,2024-06-17 15:08:00
678,134,completed,4.99,2024-01-21 17:47:00
679,16,cancelled,0.0,2024-11-12 20:20:00
680,438,returned,0.0,2024-02-29 23:24:00
681,285,completed,4.99,2025-02-06 10:27:00
682,49,returned,9.99,2024-06-10 20:25:00
683,53,completed,4.99,2024-04-22 06:51:00
684,63,completed,4.99,2025-06-29 18:19:00
685,32,completed,4.99,2024-02-01 10:28:00
686,67,completed,4.99,2024-06-05 01:09:00
687,422,cancelled,9.99,2025-01-06 13:33:00
688,191,completed,14.99,2024-09-09 23:15:00
689,299,shipped,9.99,2024-01-05 18:29:00
690,470,completed,4.99,2025-08-13 03:08:00
691,12,completed,4.99,2024-12-06 04:13:00
692,102,returned,14.99,2025-05-14 07:15:00
693,415,completed,9.99,2025-07-27 02:21:00
694,48,processing,4.99,2024-12-09 06:03:00
695,63,completed,4.99,2024-04-20 19:00:00
696,483,returned,4.99,2024-02-11 07:15:00
697,26,completed,9.99,2024-08-19 02:23:00
698,474,cancelled,4.99,2025-07-25 06:11:00
699,421,cancelled,4.99,2024-03-14 14:20:00
700,255,completed,0.0,2025-03-14 11:09:00
701,196,cancelled,9.99,2025-03-16 23:45:00
702,89,processing,14.99,2024-10-04 06:28:00
703,110,completed,14.99,2025-07-15 02:53:00
704,141,shipped,4.99,2024-03-10 15:56:00
705,229,completed,4.99,2024-07-17 08:40:00
706,18,completed,9.99,2024-10-02 07:11:00
707,332,shipped,0.0,2025-06-07 06:28:00
708,256,cancelled,4.99,2025-03-06 14:02:00
709,452,returned,0.0,2024-03-03 08:35:00
710,32,completed,9.99,2025-02-03 19:56:00
711,144,cancelled,4.99,2024-09-02 21:29:00
712,71,cancelled,4.99,2024-03-24 22:22:00
713,103,completed,4.99,2024-10-12 07:50:00
714,323,completed,4.99,2024-02-06 13:15:00
715,196,processing,4.99,2024-04-24 04:41:00
716,246,returned,4.99,2024-06-08 07:23:00
717,177,processing,4.99,2025-02-26 12:59:00
718,199,shipped,14.99,2025-04-15 06:35:00
719,93,completed,9.99,2024-07-01 12:07:00
720,164,completed,4.99,2025-07-08 08:03:00
721,16,shipped,4.99,2025-08-27 16:32:00
722,30,returned,4.99,2025-08-24 00:05:00
723,272,processing,4.99,2024-01-19 03:42:00
724,393,completed,9.99,2025-04-03 01:43:00
725,499,completed,9.99,2024-12-30 15:55:00
726,52,completed,9.99,2025-01-08 14:50:00
727,337,completed,0.0,2024-01-28 00:05:00
728,137,completed,4.99,2024-12-05 03:51:00
729,392,completed,4.99,2024-10-24 10:01:00
730,295,cancelled,0.0,2024-04-24 16:42:00
731,182,completed,9.99,2025-02-25 02:29:00
732,91,completed,0.0,2025-06-25 01:11:00
733,304,processing,4.99,2024-04-28 23:09:00
734,413,processing,0.0,2025-03-07 05:18:00
735,468,completed,0.0,2025-02-27 00:04:00
736,361,processing,9.99,2025-03-20 21:00:00
737,486,completed,4.99,2025-08-25 22:18:00
738,289,completed,4.99,2025-04-06 05:29:00
739,429,returned,4.99,2024-02-26 07:47:00
740,278,shipped,9.99,2024-11-14 07:35:00
741,90,returned,4.99,2025-01-11 23:49:00
742,20,completed,4.99,2024-02-18 00:10:00
743,29,completed,9.99,2024-03-31 06:16:00
744,309,completed,14.99,2024-04-16 19:29:00
745,11,returned,4.99,2025-05-29 00:57:00
746,1,processing,0.0,2024-02-10 17:04:00
747,470,completed,0.0,2024-08-30 23:19:00
748,413,completed,4.99,2024-05-07 03:34:00
749,175,completed,9.99,2025-05-22 13:09:00
750,471,processing,4.99,2024-08-17 07:08:00
751,31,completed,4.99,2024-02-28 16:12:00
752,76,completed,0.0,2025-06-13 13:34:00
753,397,completed,9.99,2024-07-17 04:41:00
754,434,processing,9.99,2024-02-12 22:17:00
755,492,completed,9.99,2024-01-01 01:59:00
756,192,cancelled,0.0,2025-06-10 01:05:00
757,301,completed,0.0,2025-06-25 01:32:00
758,173,shipped,4.99,2025-06-04 11:32:00
759,166,completed,4.99,2024-06-22 19:53:00
760,500,completed,0.0,2024-10-25 21:59:00
761,375,cancelled,4.99,2024-12-15 19:56:00
762,406,returned,4.99,2024-02-01 02:53:00
763,333,processing,4.99,2025-07-14 16:45:00
764,90,processing,4.99,2024-06-09 01:21:00
765,115,completed,4.99,2024-06-10 11:25:00
766,194,shipped,4.99,2024-07-18 18:15:00
767,376,shipped,4.99,2024-01-25 03:48:00
768,66,completed,4.99,2025-06-15 13:08:00
769,374,completed,0.0,2025-08-12 20:05:00
770,486,cancelled,0.0,2024-05-24 13:00:00
771,436,completed,0.0,2024-06-29 18:10:00
772,94,processing,0.0,2025-08-25 08:44:00
773,472,completed,4.99,2025-06-02 14:20:00
774,328,completed,4.99,2025-04-06 13:00:00
775,480,returned,0.0,2024-04-30 23:58:00
776,73,processing,4.99,2024-06-06 12:07:00
777,382,completed,9.99,2025-01-08 14:13:00
778,122,processing,9.99,2025-04-28 11:53:00
779,164,completed,0.0,2024-05-04 05:31:00
780,326,completed,14.99,2024-12-05 20:19:00
781,421,processing,4.99,2024-11-25 16:54:00
782,229,completed,4.99,2025-08-17 04:32:00
783,136,completed,4.99,2024-07-31 02:23:00
784,128,completed,14.99,2024-05-24 03:04:00
785,180,shipped,9.99,2025-04-10 02:05:00
786,403,completed,14.99,2024-04-30 20:05:00
787,369,completed,4.99,2025-07-20 17:06:00
788,25,cancelled,9.99,2024-02-11 20:37:00
789,225,cancelled,4.99,2024-02-06 19:53:00
790,497,completed,4.99,2025-03-14 11:19:00
791,453,cancelled,4.99,2024-04-26 22:03:00
792,253,cancelled,9.99,2024-12-24 09:26:00
793,180,cancelled,0.0,2024-08-19 23:29:00
794,52,returned,4.99,2024-04-07 16:32:00
795,404,completed,4.99,2025-05-26 13:03:00
796,84,returned,4.99,2024-01-30 20:34:00
797,38,completed,4.99,2024-07-29 15:37:00
798,151,completed,4.99,2025-03-15 06:47:00
799,164,shipped,0.0,2025-07-31 12:01:00
800,488,completed,4.99,2025-01-04 02:16:00
801,38,processing,0.0,2025-08-18 20:33:00
802,88,cancelled,0.0,2025-02-18 09:35:00
803,83,completed,4.99,2024-01-10 17:53:00
804,281,completed,4.99,2025-05-19 23:35:00
805,174,returned,9.99,2025-03-19 10:50:00
806,361,completed,4.99,2025-06-11 08:31:00
807,221,completed,0.0,2024-07-20 01:46:00
808,311,cancelled,14.99,2024-03-28 03:22:00
809,81,completed,0.0,2024-08-20 12:59:00
810,52,processing,9.99,2024-05-23 05:20:00
811,106,completed,9.99,2025-06-05 09:50:00
812,210,shipped,4.99,2025-04-16 13:06:00
813,339,shipped,0.0,2025-07-03 23:11:00
814,153,completed,9.99,2024-09-02 23:55:00
815,50,completed,0.0,2025-01-30 12:59:00
816,202,returned,4.99,2024-12-02 17:49:00
817,79,completed,14.99,2024-04-30 00:37:00
818,185,completed,0.0,2025-02-20 11:49:00
819,219,completed,14.99,2025-05-30 01:35:00
820,151,returned,4.99,2025-07-27 01:31:00
821,103,completed,0.0,2025-06-21 11:40:00
822,14,completed,0.0,2024-09-13 06:05:00
823,88,shipped,0.0,2024-07-12 20:21:00
824,42,returned,0.0,2024-03-29 21:32:00
825,433,completed,4.99,2024-08-02 03:23:00
826,158,cancelled,14.99,2024-12-09 18:37:00
827,242,returned,14.99,2024-09-21 03:57:00
828,459,shipped,4.99,2025-07-11 22:49:00
829,47,cancelled,4.99,2024-11-24 14:36:00
830,95,processing,14.99,2025-01-24 12:00:00
831,454,cancelled,4.99,2025-07-08 14:10:00
832,190,completed,4.99,2025-04-21 07:00:00
833,229,completed,4.99,2024-07-11 12:00:00
834,135,returned,4.99,2024-09-23 19:14:00
835,239,shipped,0.0,2025-06-25 09:02:00
836,116,shipped,0.0,2025-08-14 14:19:00
837,289,completed,4.99,2024-12-01 13:14:00
838,78,completed,0.0,2024-10-31 18:57:00
839,44,processing,0.0,2024-11-30 16:59:00
840,414,cancelled,0.0,2024-01-16 06:27:00
841,498,completed,9.99,2025-05-12 14:36:00
842,284,completed,4.99,2025-02-17 05:30:00
843,431,cancelled,0.0,2024-07-16 09:28:00
844,420,cancelled,14.99,2024-01-26 11:39:00
845,495,returned,9.99,2024-08-18 00:39:00
846,294,completed,4.99,2024-12-06 11:49:00
847,244,shipped,9.99,2024-04-06 14:15:00
848,41,cancelled,14.99,2025-03-01 22:07:00
849,463,completed,0.0,2024-08-20 00:17:00
850,258,completed,0.0,2025-05-25 17:11:00
851,62,returned,0.0,2025-01-02 10:52:00
852,89,completed,4.99,2024-07-22 04:27:00
853,498,completed,4.99,2025-06-05 18:38:00
854,414,completed,0.0,2025-06-28 20:07:00
855,65,completed,4.99,2025-03-23 21:29:00
856,217,completed,14.99,2024-02-24 22:56:00
857,350,cancelled,4.99,2024-09-23 09:50:00
858,104,completed,0.0,2025-02-11 16:45:00
859,428,shipped,0.0,2024-03-03 03:27:00
860,164,completed,4.99,2025-01-09 18:39:00
861,45,cancelled,4.99,2024-07-03 21:55:00
862,285,cancelled,0.0,2025-05-14 07:46:00
863,283,processing,9.99,2024-03-23 11:17:00
864,439,shipped,14.99,2024-04-30 13:49:00
865,267,returned,0.0,2024-08-02 21:54:00
866,470,completed,4.99,2025-08-08 14:55:00
867,403,cancelled,4.99,2024-04-01 10:42:00
868,58,cancelled,0.0,2024-12-07 01:17:00
869,77,completed,9.99,2025-08-28 01:35:00
870,291,completed,4.99,2024-10-29 13:37:00
871,474,completed,0.0,2024-04-22 10:14:00
872,289,completed,0.0,2024-10-10 05:49:00
873,403,shipped,4.99,2025-03-11 17:49:00
874,445,processing,0.0,2025-04-08 06:51:00
875,450,cancelled,9.99,2025-05-20 21:20:00
876,136,cancelled,9.99,2025-03-20 00:39:00
877,336,returned,9.99,2024-02-10 23:10:00
878,293,returned,4.99,2024-09-13 09:44:00
879,20,completed,4.99,2025-07-09 22:12:00
880,142,cancelled,0.0,2024-08-28 12:06:00
881,74,cancelled,4.99,2024-07-11 20:41:00
882,20,cancelled,4.99,2024-08-29 13:14:00
883,456,processing,0.0,2024-12-09 19:23:00
884,354,completed,4.99,2025-06-30 17:34:00
885,26,returned,4.99,2024-07-03 14:34:00
886,472,shipped,4.99,2024-09-29 11:28:00
887,460,processing,9.99,2024-05-18 12:07:00
888,11,processing,4.99,2024-10-15 16:44:00
889,419,shipped,0.0,2025-02-03 19:34:00
890,160,shipped,0.0,2025-06-04 02:34:00
891,432,returned,4.99,2025-04-23 17:21:00
892,440,completed,4.99,2024-05-25 04:15:00
893,498,completed,9.99,2024-04-11 22:23:00
894,69,shipped,9.99,2024-08-20 05:59:00
895,499,returned,0.0,2024-04-19 03:48:00
896,397,processing,9.99,2025-05-14 22:23:00
897,138,cancelled,4.99,2025-06-03 16:40:00
898,310,completed,9.99,2024-11-20 17:48:00
899,97,returned,0.0,2024-01-14 11:30:00
900,109,cancelled,4.99,2025-06-28 08:10:00
901,380,returned,0.0,2025-05-03 23:04:00
902,389,processing,9.99,2024-05-30 19:08:00
903,421,completed,14.99,2025-08-09 05:19:00
904,264,completed,4.99,2024-11-02 09:00:00
905,34,shipped,4.99,2024-11-11 12:55:00
906,364,cancelled,0.0,2025-05-07 16:24:00
907,70,completed,0.0,2024-06-04 17:50:00
908,89,completed,9.99,2025-04-23 03:23:00
909,449,completed,4.99,2025-07-02 00:42:00
910,429,completed,0.0,2024-07-01 00:20:00
911,128,completed,4.99,2024-12-27 11:47:00
912,234,completed,4.99,2024-04-20 06:42:00
913,471,processing,0.0,2025-08-26 02:18:00
914,361,completed,4.99,2025-05-30 05:45:00
915,141,processing,0.0,2024-10-16 18:10:00
916,422,returned,0.0,2024-05-05 18:29:00
917,259,cancelled,9.99,2025-07-31 05:02:00
918,326,completed,9.99,2025-03-17 02:04:00
919,349,completed,4.99,2024-09-04 19:54:00
920,124,processing,4.99,2025-06-14 12:40:00
921,251,returned,0.0,2024-09-23 15:45:00
922,91,returned,0.0,2025-07-14 14:18:00
923,301,processing,4.99,2024-12-26 22:30:00
924,177,completed,14.99,2024-09-28 01:50:00
925,429,shipped,9.99,2024-06-22 03:17:00
926,384,completed,9.99,2025-05-02 03:02:00
927,146,completed,4.99,2025-01-02 08:39:00
928,198,completed,0.0,2025-01-30 02:15:00
929,84,completed,4.99,2024-10-17 02:47:00
930,439,completed,0.0,2024-03-04 05:21:00
931,332,completed,4.99,2025-04-09 16:14:00
932,347,completed,4.99,2025-02-22 13:56:00
933,138,cancelled,9.99,2024-11-24 20:42:00
934,263,completed,9.99,2024-02-15 05:59:00
935,443,completed,4.99,2024-02-19 13:31:00
936,243,completed,9.99,2025-01-17 12:40:00
937,332,completed,0.0,2024-07-24 23:00:00
938,308,completed,0.0,2024-10-27 10:35:00
939,115,shipped,9.99,2024-06-18 05:38:00
940,312,shipped,0.0,2024-07-19 19:11:00
941,365,shipped,4.99,2024-01-14 01:12:00
942,217,cancelled,0.0,2025-06-16 10:02:00
943,437,processing,4.99,2024-10-17 13:31:00
944,236,shipped,14.99,2024-06-21 06:26:00
945,112,returned,0.0,2025-04-04 06:40:00
946,155,cancelled,14.99,2025-02-18 21:57:00
947,300,completed,0.0,2025-07-20 17:03:00
948,4,processing,9.99,2024-10-10 19:48:00
949,288,shipped,4.99,2024-03-19 05:51:00
950,153,completed,4.99,2024-10-02 04:49:00
951,247,completed,0.0,2024-08-03 15:57:00
952,173,shipped,0.0,2025-01-31 12:22:00
953,328,processing,4.99,2024-04-26 18:22:00
954,442,shipped,0.0,2024-09-21 18:14:00
955,134,shipped,0.0,2024-08-14 14:53:00
956,97,completed,4.99,2024-05-21 01:46:00
957,265,completed,9.99,2025-01-15 09:16:00
958,461,completed,9.99,2024-09-20 09:19:00
959,413,cancelled,4.99,2024-06-15 22:27:00
960,339,processing,4.99,2025-02-07 04:44:00
961,349,completed,4.99,2025-08-20 09:41:00
962,370,completed,4.99,2024-11-16 12:06:00
963,336,returned,4.99,2025-05-24 02:50:00
964,152,shipped,0.0,2024-09-07 07:55:00
965,465,cancelled,0.0,2025-04-02 14:53:00
966,208,cancelled,0.0,2024-10-06 10:14:00
967,378,completed,4.99,2025-06-21 05:07:00
968,299,completed,0.0,2024-06-16 07:31:00
969,176,completed,4.99,2024-03-17 03:11:00
970,352,returned,4.99,2024-02-27 07:19:00
971,465,processing,14.99,2024-07-20 05:24:00
972,260,shipped,0.0,2024-01-15 09:06:00
973,433,completed,4.99,2024-04-28 03:53:00
974,431,completed,14.99,2025-08-21 15:36:00
975,151,completed,0.0,2025-03-23 02:23:00
976,242,completed,4.99,2025-08-17 20:37:00
977,380,shipped,0.0,2024-03-16 09:26:00
978,372,completed,4.99,2025-07-22 10:59:00
979,485,processing,0.0,2025-02-10 15:17:00
980,336,completed,4.99,2025-08-13 09:55:00
981,114,processing,4.99,2025-01-08 16:52:00
982,115,shipped,4.99,2024-04-01 03:40:00
983,216,processing,9.99,2024-07-20 03:49:00
984,191,shipped,9.99,2024-05-28 21:02:00
985,300,shipped,0.0,2025-04-19 23:33:00
986,238,completed,0.0,2024-01-05 02:40:00
987,241,completed,4.99,2024-04-13 14:15:00
988,444,completed,4.99,2025-02-21 11:21:00
989,242,completed,4.99,2024-11-09 14:34:00
990,257,completed,4.99,2024-05-06 17:52:00
991,445,cancelled,0.0,2025-04-25 11:44:00
992,272,shipped,0.0,2024-07-15 21:14:00
993,212,completed,9.99,2024-04-04 23:50:00
994,446,completed,0.0,2024-05-15 23:10:00
995,71,completed,9.99,2025-03-30 10:07:00
996,176,cancelled,9.99,2024-07-16 00:57:00
997,292,returned,0.0,2025-07-21 03:05:00
998,74,processing,4.99,2025-04-18 11:54:00
999,442,completed,0.0,2024-04-29 08:41:00
1000,399,completed,14.99,2024-04-05 07:14:00
1001,250,processing,0.0,2024-03-30 19:39:00
1002,324,completed,0.0,2025-08-14 17:35:00
1003,161,completed,0.0,2025-07-19 13:20:00
1004,3,returned,0.0,2024-07-14 03:34:00
1005,141,completed,0.0,2024-06-04 11:11:00
1006,390,completed,4.99,2025-01-31 06:55:00
1007,296,completed,9.99,2024-09-01 19:11:00
1008,251,completed,9.99,2025-02-02 05:42:00
1009,67,cancelled,0.0,2024-04-16 14:49:00
1010,325,cancelled,0.0,2024-06-18 17:36:00
1011,207,cancelled,4.99,2025-03-30 05:29:00
1012,495,returned,4.99,2024-02-07 22:09:00
1013,197,completed,4.99,2025-01-03 18:55:00
1014,20,completed,4.99,2025-05-16 21:32:00
1015,375,processing,0.0,2024-01-31 11:49:00
1016,487,completed,0.0,2025-02-03 20:58:00
1017,457,processing,0.0,2025-01-12 19:38:00
1018,388,completed,0.0,2024-12-28 06:44:00
1019,10,completed,0.0,2024-08-29 18:39:00
1020,321,completed,9.99,2024-12-25 07:04:00
1021,116,processing,9.99,2024-06-06 07:19:00
1022,160,completed,0.0,2025-06-26 10:41:00
1023,53,cancelled,0.0,2025-06-18 17:46:00
1024,258,shipped,0.0,2025-08-01 13:19:00
1025,86,completed,4.99,2024-08-31 09:21:00
1026,422,completed,4.99,2025-03-28 02:34:00
1027,153,shipped,9.99,2024-09-10 03:23:00
1028,234,processing,4.99,2024-06-11 00:36:00
1029,223,completed,0.0,2024-10-13 18:22:00
1030,176,returned,14.99,2024-02-09 09:13:00
1031,184,completed,0.0,2024-03-19 16:43:00
1032,85,cancelled,4.99,2025-01-11 07:11:00
1033,10,completed,9.99,2025-07-01 09:14:00
1034,115,completed,9.99,2025-07-17 10:26:00
1035,109,completed,4.99,2024-05-08 23:10:00
1036,302,completed,0.0,2024-10-08 16:55:00
1037,64,processing,4.99,2024-05-06 21:29:00
1038,365,completed,4.99,2024-02-29 00:46:00
1039,193,shipped,0.0,2025-06-11 11:27:00
1040,395,completed,0.0,2025-01-11 20:12:00
1041,305,completed,0.0,2024-05-20 14:48:00
1042,339,completed,4.99,2024-09-26 03:52:00
1043,335,completed,0.0,2024-02-13 10:54:00
1044,25,completed,4.99,2024-09-06 03:43:00
1045,214,returned,9.99,2024-07-12 00:31:00
1046,195,completed,9.99,2025-08-11 12:43:00
1047,281,shipped,4.99,2024-01-07 21:39:00
1048,243,completed,0.0,2024-07-24 02:36:00
1049,106,completed,4.99,2024-05-25 05:13:00
1050,155,cancelled,9.99,2024-03-10 07:46:00
1051,339,completed,4.99,2024-11-25 07:55:00
1052,340,shipped,14.99,2024-05-05 17:32:00
1053,319,completed,9.99,2024-08-26 20:10:00
1054,215,completed,4.99,2025-07-12 09:57:00
1055,262,completed,4.99,2025-07-04 01:15:00
1056,145,completed,0.0,2024-02-20 14:15:00
1057,402,completed,14.99,2025-07-26 22:13:00
1058,255,completed,4.99,2024-04-29 16:45:00
1059,312,completed,4.99,2024-02-06 16:34:00
1060,399,shipped,14.99,2024-07-21 10:11:00
1061,426,completed,9.99,2024-06-20 07:40:00
1062,184,cancelled,4.99,2024-06-04 14:39:00
1063,152,completed,4.99,2024-10-16 15:09:00
1064,21,returned,0.0,2024-04-07 19:16:00
1065,467,completed,4.99,2025-02-01 03:55:00
1066,353,returned,0.0,2024-07-21 18:27:00
1067,170,completed,0.0,2025-02-20 04:16:00
1068,2,completed,14.99,2024-11-26 14:41:00
1069,344,completed,0.0,2024-03-16 10:14:00
1070,465,completed,9.99,2025-07-03 16:02:00
1071,428,returned,0.0,2024-11-04 18:34:00
1072,77,completed,4.99,2025-05-29 01:46:00
1073,400,completed,14.99,2024-01-10 07:35:00
1074,371,completed,9.99,2024-04-15 01:03:00
1075,464,shipped,9.99,2024-09-04 15:02:00
1076,330,completed,0.0,2025-03-24 03:51:00
1077,234,shipped,4.99,2024-07-24 00:09:00
1078,136,returned,0.0,2024-12-31 19:07:00
1079,26,completed,0.0,2024-10-21 07:02:00
1080,417,completed,4.99,2024-02-12 18:54:00
1081,448,completed,0.0,2025-04-18 23:07:00
1082,437,shipped,4.99,2025-08-11 01:42:00
1083,185,processing,0.0,2024-02-09 16:13:00
1084,219,completed,4.99,2024-02-28 12:04:00
1085,49,completed,9.99,2024-06-30 23:39:00
1086,5,completed,4.99,2025-02-13 13:59:00
1087,340,completed,4.99,2024-07-27 00:07:00
1088,169,processing,4.99,2025-06-12 16:00:00
1089,458,returned,4.99,2025-01-16 22:45:00
1090,490,shipped,0.0,2024-06-05 19:10:00
1091,450,completed,9.99,2025-08-27 01:56:00
1092,191,processing,0.0,2025-03-19 03:08:00
1093,94,completed,4.99,2024-06-26 04:36:00
1094,206,cancelled,4.99,2024-01-17 11:41:00
1095,493,returned,0.0,2025-04-08 09:15:00
1096,140,cancelled,14.99,2024-12-04 13:09:00
1097,354,returned,14.99,2024-11-23 18:18:00
1098,410,cancelled,14.99,2025-07-16 17:38:00
1099,333,completed,0.0,2025-06-01 10:05:00
1100,58,completed,0.0,2024-01-03 05:06:00
1101,357,completed,9.99,2025-01-17 08:10:00
1102,483,completed,0.0,2025-03-03 23:35:00
1103,54,cancelled,0.0,2025-06-03 17:15:00
1104,467,returned,4.99,2024-08-04 19:16:00
1105,411,returned,9.99,2025-05-24 06:32:00
1106,93,cancelled,0.0,2025-05-10 06:41:00
1107,399,processing,0.0,2025-04-25 19:58:00
1108,314,completed,4.99,2025-02-17 07:38:00
1109,442,completed,4.99,2024-04-12 10:14:00
1110,248,returned,0.0,2024-03-09 08:05:00
1111,58,cancelled,0.0,2024-01-10 03:26:00
1112,226,completed,4.99,2025-08-05 05:21:00
1113,33,shipped,14.99,2025-02-05 21:56:00
1114,336,processing,0.0,2024-12-09 18:17:00
1115,7,completed,9.99,2025-06-22 13:17:00
1116,490,processing,4.99,2024-07-29 14:52:00
1117,266,completed,0.0,2024-03-15 23:30:00
1118,222,completed,0.0,2024-12-03 22:29:00
1119,247,processing,4.99,2024-06-17 19:05:00
1120,340,cancelled,0.0,2024-03-02 06:33:00
1121,77,completed,0.0,2024-01-03 01:09:00
1122,6,completed,4.99,2025-02-28 00:28:00
1123,259,returned,9.99,2024-02-08 05:29:00
1124,437,returned,0.0,2024-04-25 08:57:00
1125,446,completed,4.99,2025-07-26 23:18:00
1126,39,returned,9.99,2024-12-28 16:42:00
1127,165,completed,4.99,2024-12-04 19:10:00
1128,170,shipped,0.0,2024-10-21 03:19:00
1129,26,completed,0.0,2025-01-22 15:28:00
1130,282,cancelled,0.0,2024-01-21 02:05:00
1131,207,completed,4.99,2025-05-26 15:01:00
1132,41,returned,4.99,2025-01-18 00:05:00
1133,228,returned,4.99,2024-10-09 08:37:00
1134,46,returned,4.99,2025-03-15 13:29:00
1135,229,processing,4.99,2024-01-07 23:22:00
1136,61,returned,0.0,2025-04-06 20:28:00
1137,382,completed,0.0,2024-03-23 22:28:00
1138,53,cancelled,9.99,2024-07-13 20:59:00
